SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.605,0.016,0.010
0.303,0.606,0.016,0.009
0.306,0.605,0.016,0.010
0.309,0.605,0.016,0.009
0.312,0.605,0.015,0.009
0.315,0.604,0.017,0.010
0.318,0.603,0.015,0.009
0.321,0.603,0.018,0.011
0.324,0.603,0.021,0.013
0.327,0.602,0.024,0.015
0.330,0.602,0.031,0.019
0.333,0.601,0.040,0.024
0.336,0.600,0.050,0.030
0.339,0.599,0.062,0.037
0.342,0.597,0.084,0.050
0.345,0.595,0.108,0.064
0.348,0.593,0.143,0.085
0.351,0.589,0.185,0.109
0.354,0.585,0.238,0.139
0.357,0.579,0.309,0.179
0.360,0.571,0.403,0.230
0.363,0.562,0.513,0.288
0.366,0.548,0.648,0.355
0.369,0.525,0.824,0.433
0.372,0.493,1.011,0.498
0.375,0.442,1.222,0.540
0.378,0.371,1.445,0.536
0.381,0.286,1.671,0.478
0.384,0.221,1.859,0.410
0.387,0.169,2.006,0.339
0.390,0.134,2.098,0.281
0.393,0.116,2.153,0.249
0.396,0.104,2.195,0.229
0.399,0.096,2.220,0.213
0.402,0.090,2.238,0.201
0.405,0.085,2.247,0.192
0.408,0.082,2.256,0.184
0.411,0.079,2.274,0.180
0.414,0.077,2.292,0.177
0.417,0.076,2.291,0.173
0.420,0.074,2.295,0.170
0.423,0.073,2.297,0.167
0.426,0.072,2.303,0.166
0.429,0.071,2.307,0.164
0.432,0.070,2.303,0.161
0.435,0.069,2.303,0.160
0.438,0.069,2.299,0.158
0.441,0.068,2.302,0.157
0.444,0.067,2.297,0.155
0.447,0.067,2.296,0.154
0.450,0.067,2.299,0.154
0.450,0.067,2.299,0.154
0.447,0.067,2.303,0.155
0.444,0.068,2.305,0.156
0.441,0.068,2.301,0.157
0.438,0.069,2.305,0.159
0.435,0.069,2.302,0.160
0.432,0.070,2.301,0.161
0.429,0.071,2.300,0.163
0.426,0.072,2.296,0.165
0.423,0.073,2.295,0.167
0.420,0.074,2.291,0.170
0.417,0.076,2.288,0.173
0.414,0.078,2.283,0.177
0.411,0.079,2.273,0.181
0.408,0.083,2.263,0.187
0.405,0.086,2.258,0.195
0.402,0.091,2.238,0.203
0.399,0.098,2.219,0.217
0.396,0.106,2.196,0.233
0.393,0.119,2.158,0.257
0.390,0.140,2.101,0.294
0.387,0.177,1.992,0.352
0.384,0.232,1.838,0.426
0.381,0.301,1.640,0.493
0.378,0.380,1.409,0.535
0.375,0.450,1.184,0.533
0.372,0.493,0.986,0.487
0.369,0.522,0.799,0.417
0.366,0.542,0.626,0.339
0.363,0.555,0.497,0.276
0.360,0.564,0.392,0.221
0.357,0.571,0.301,0.172
0.354,0.576,0.233,0.134
0.351,0.580,0.180,0.104
0.348,0.582,0.139,0.081
0.345,0.584,0.102,0.060
0.342,0.586,0.079,0.046
0.339,0.587,0.062,0.037
0.336,0.588,0.048,0.028
0.333,0.588,0.037,0.021
0.330,0.589,0.030,0.018
0.327,0.589,0.027,0.016
0.324,0.589,0.021,0.012
0.321,0.589,0.017,0.010
0.318,0.590,0.016,0.010
0.315,0.589,0.015,0.009
0.312,0.590,0.015,0.009
0.309,0.589,0.017,0.010
0.306,0.590,0.016,0.009
0.303,0.589,0.015,0.009
0.300,0.589,0.017,0.010
TERMINATE SCAN MODE
