SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.657,0.015,0.010
0.303,0.657,0.015,0.010
0.306,0.657,0.015,0.010
0.309,0.657,0.015,0.010
0.312,0.657,0.015,0.010
0.315,0.657,0.016,0.011
0.318,0.657,0.016,0.010
0.321,0.657,0.015,0.010
0.324,0.656,0.017,0.011
0.327,0.656,0.015,0.010
0.330,0.656,0.015,0.010
0.333,0.656,0.015,0.010
0.336,0.656,0.015,0.010
0.339,0.655,0.015,0.010
0.342,0.655,0.019,0.013
0.345,0.655,0.028,0.018
0.348,0.654,0.040,0.026
0.351,0.652,0.059,0.039
0.354,0.651,0.088,0.057
0.357,0.649,0.113,0.074
0.360,0.646,0.165,0.107
0.363,0.641,0.239,0.153
0.366,0.635,0.344,0.218
0.369,0.623,0.507,0.315
0.372,0.596,0.787,0.469
0.375,0.565,0.986,0.557
0.378,0.482,1.204,0.580
0.381,0.397,1.445,0.574
0.384,0.337,1.611,0.542
0.387,0.301,1.706,0.514
0.390,0.215,1.931,0.415
0.393,0.172,2.042,0.351
0.396,0.144,2.115,0.304
0.399,0.123,2.166,0.266
0.402,0.109,2.202,0.240
0.405,0.104,2.217,0.230
0.408,0.100,2.225,0.223
0.411,0.097,2.235,0.216
0.414,0.095,2.234,0.213
0.417,0.094,2.241,0.210
0.420,0.092,2.242,0.207
0.423,0.091,2.249,0.204
0.426,0.089,2.248,0.201
0.429,0.088,2.255,0.199
0.432,0.087,2.258,0.197
0.435,0.087,2.260,0.196
0.438,0.086,2.258,0.194
0.441,0.086,2.259,0.194
0.444,0.085,2.260,0.193
0.447,0.085,2.260,0.192
0.450,0.085,2.261,0.192
0.450,0.085,2.257,0.192
0.447,0.087,2.253,0.197
0.444,0.091,2.242,0.204
0.441,0.101,2.217,0.225
0.438,0.131,2.140,0.281
0.435,0.258,1.811,0.467
0.432,0.491,1.170,0.574
0.429,0.614,0.587,0.360
0.426,0.633,0.314,0.199
0.423,0.642,0.162,0.104
0.420,0.647,0.077,0.050
0.417,0.648,0.056,0.036
0.414,0.649,0.036,0.024
0.411,0.650,0.028,0.018
0.408,0.650,0.019,0.012
0.405,0.650,0.016,0.011
0.402,0.650,0.016,0.010
0.399,0.651,0.015,0.010
0.396,0.651,0.017,0.011
0.393,0.651,0.015,0.010
0.390,0.650,0.015,0.010
0.387,0.651,0.016,0.010
0.384,0.650,0.015,0.010
0.381,0.650,0.017,0.011
0.378,0.650,0.016,0.010
0.375,0.650,0.018,0.011
0.372,0.650,0.016,0.010
0.369,0.650,0.014,0.009
0.366,0.650,0.016,0.011
0.363,0.650,0.019,0.012
0.360,0.650,0.015,0.010
0.357,0.650,0.016,0.011
0.354,0.650,0.016,0.010
0.351,0.650,0.018,0.012
0.348,0.650,0.016,0.010
0.345,0.650,0.015,0.010
0.342,0.650,0.015,0.010
0.339,0.650,0.015,0.010
0.336,0.650,0.016,0.010
0.333,0.650,0.016,0.010
0.330,0.650,0.015,0.010
0.327,0.650,0.015,0.010
0.324,0.650,0.017,0.011
0.321,0.650,0.015,0.010
0.318,0.650,0.015,0.010
0.315,0.650,0.015,0.010
0.312,0.650,0.015,0.010
0.309,0.650,0.016,0.010
0.306,0.650,0.015,0.010
0.303,0.650,0.016,0.010
0.300,0.650,0.015,0.010
TERMINATE SCAN MODE
