SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.638,0.015,0.009
0.303,0.637,0.015,0.009
0.306,0.637,0.016,0.010
0.309,0.637,0.016,0.010
0.312,0.637,0.015,0.009
0.315,0.637,0.016,0.010
0.318,0.636,0.016,0.010
0.321,0.636,0.018,0.012
0.324,0.636,0.020,0.013
0.327,0.635,0.025,0.016
0.330,0.635,0.031,0.020
0.333,0.634,0.041,0.026
0.336,0.634,0.050,0.032
0.339,0.633,0.068,0.043
0.342,0.632,0.085,0.054
0.345,0.632,0.110,0.069
0.348,0.630,0.148,0.093
0.351,0.629,0.192,0.121
0.354,0.627,0.246,0.154
0.357,0.624,0.317,0.198
0.360,0.621,0.417,0.259
0.363,0.617,0.529,0.326
0.366,0.613,0.669,0.410
0.369,0.606,0.859,0.521
0.372,0.598,1.070,0.640
0.375,0.588,1.321,0.776
0.378,0.573,1.629,0.933
0.381,0.549,2.004,1.100
0.384,0.504,2.386,1.204
0.387,0.317,2.539,0.804
0.390,0.186,2.539,0.473
0.393,0.142,2.539,0.362
0.396,0.121,2.535,0.306
0.399,0.108,2.540,0.275
0.402,0.099,2.538,0.252
0.405,0.093,2.538,0.236
0.408,0.089,2.542,0.226
0.411,0.085,2.539,0.217
0.414,0.083,2.541,0.211
0.417,0.081,2.542,0.205
0.420,0.079,2.537,0.200
0.423,0.077,2.541,0.196
0.426,0.076,2.538,0.193
0.429,0.075,2.543,0.190
0.432,0.074,2.542,0.188
0.435,0.073,2.537,0.185
0.438,0.072,2.541,0.184
0.441,0.072,2.539,0.183
0.444,0.071,2.539,0.181
0.447,0.071,2.539,0.180
0.450,0.071,2.537,0.179
0.450,0.071,2.538,0.179
0.447,0.071,2.538,0.180
0.444,0.071,2.536,0.181
0.441,0.072,2.540,0.183
0.438,0.073,2.540,0.184
0.435,0.073,2.539,0.186
0.432,0.074,2.538,0.188
0.429,0.075,2.539,0.189
0.426,0.076,2.538,0.193
0.423,0.077,2.535,0.196
0.420,0.079,2.532,0.199
0.417,0.080,2.534,0.204
0.414,0.083,2.533,0.210
0.411,0.086,2.537,0.217
0.408,0.089,2.537,0.227
0.405,0.094,2.535,0.237
0.402,0.100,2.540,0.253
0.399,0.109,2.538,0.277
0.396,0.122,2.536,0.310
0.393,0.145,2.539,0.369
0.390,0.193,2.538,0.489
0.387,0.335,2.539,0.852
0.384,0.504,2.347,1.183
0.381,0.544,1.980,1.076
0.378,0.567,1.616,0.916
0.375,0.581,1.315,0.764
0.372,0.591,1.070,0.632
0.369,0.599,0.859,0.515
0.366,0.605,0.672,0.407
0.363,0.610,0.532,0.325
0.360,0.614,0.417,0.256
0.357,0.617,0.317,0.196
0.354,0.619,0.248,0.153
0.351,0.620,0.193,0.119
0.348,0.622,0.147,0.092
0.345,0.623,0.113,0.071
0.342,0.623,0.087,0.054
0.339,0.624,0.065,0.040
0.336,0.624,0.049,0.031
0.333,0.624,0.039,0.024
0.330,0.624,0.031,0.019
0.327,0.624,0.025,0.016
0.324,0.624,0.021,0.013
0.321,0.624,0.019,0.012
0.318,0.625,0.017,0.010
0.315,0.624,0.015,0.009
0.312,0.624,0.016,0.010
0.309,0.624,0.016,0.010
0.306,0.624,0.018,0.011
0.303,0.624,0.018,0.011
0.300,0.624,0.015,0.009
TERMINATE SCAN MODE
