SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.554,0.017,0.010
0.303,0.546,0.016,0.009
0.306,0.544,0.016,0.008
0.309,0.543,0.015,0.008
0.312,0.543,0.015,0.008
0.315,0.543,0.015,0.008
0.318,0.543,0.016,0.009
0.321,0.542,0.018,0.010
0.324,0.542,0.020,0.011
0.327,0.542,0.024,0.013
0.330,0.542,0.030,0.016
0.333,0.542,0.038,0.021
0.336,0.542,0.047,0.026
0.339,0.541,0.064,0.035
0.342,0.544,0.087,0.047
0.345,0.551,0.105,0.058
0.348,0.552,0.143,0.079
0.351,0.552,0.184,0.101
0.354,0.552,0.239,0.132
0.357,0.550,0.305,0.168
0.360,0.540,0.401,0.217
0.363,0.533,0.509,0.272
0.366,0.521,0.638,0.332
0.369,0.499,0.806,0.402
0.372,0.469,0.999,0.468
0.375,0.421,1.202,0.506
0.378,0.341,1.414,0.482
0.381,0.281,1.656,0.465
0.384,0.213,1.834,0.390
0.387,0.161,1.961,0.316
0.390,0.129,2.042,0.262
0.393,0.112,2.090,0.233
0.396,0.100,2.120,0.213
0.399,0.092,2.135,0.197
0.402,0.086,2.147,0.185
0.405,0.082,2.156,0.177
0.408,0.079,2.166,0.171
0.411,0.076,2.173,0.165
0.414,0.074,2.169,0.160
0.417,0.072,2.173,0.157
0.420,0.071,2.178,0.154
0.423,0.070,2.177,0.152
0.426,0.069,2.184,0.150
0.429,0.068,2.178,0.147
0.432,0.067,2.178,0.145
0.435,0.066,2.183,0.144
0.438,0.065,2.178,0.143
0.441,0.065,2.180,0.142
0.444,0.065,2.180,0.141
0.447,0.064,2.178,0.140
0.450,0.064,2.182,0.140
0.450,0.064,2.172,0.138
0.447,0.064,2.173,0.139
0.444,0.064,2.172,0.139
0.441,0.065,2.165,0.140
0.438,0.065,2.164,0.141
0.435,0.066,2.162,0.142
0.432,0.066,2.162,0.143
0.429,0.067,2.159,0.145
0.426,0.068,2.153,0.146
0.423,0.069,2.152,0.148
0.420,0.070,2.150,0.150
0.417,0.071,2.143,0.152
0.414,0.073,2.141,0.156
0.411,0.075,2.132,0.159
0.408,0.077,2.124,0.165
0.405,0.081,2.115,0.170
0.402,0.085,2.096,0.177
0.399,0.090,2.080,0.187
0.396,0.097,2.056,0.200
0.393,0.108,2.023,0.218
0.390,0.124,1.974,0.244
0.387,0.152,1.885,0.286
0.384,0.193,1.757,0.340
0.381,0.258,1.597,0.412
0.378,0.330,1.380,0.456
0.375,0.379,1.162,0.441
0.372,0.429,0.969,0.416
0.369,0.468,0.795,0.372
0.366,0.496,0.626,0.311
0.363,0.514,0.501,0.258
0.360,0.530,0.399,0.211
0.357,0.548,0.308,0.169
0.354,0.560,0.236,0.132
0.351,0.562,0.183,0.103
0.348,0.563,0.143,0.081
0.345,0.562,0.106,0.060
0.342,0.562,0.081,0.046
0.339,0.564,0.063,0.036
0.336,0.566,0.050,0.028
0.333,0.566,0.038,0.022
0.330,0.566,0.032,0.018
0.327,0.565,0.025,0.014
0.324,0.565,0.021,0.012
0.321,0.565,0.018,0.010
0.318,0.567,0.015,0.009
0.315,0.566,0.015,0.009
0.312,0.567,0.015,0.008
0.309,0.568,0.016,0.009
0.306,0.569,0.017,0.010
0.303,0.569,0.015,0.009
0.300,0.571,0.015,0.009
TERMINATE SCAN MODE
