SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.641,0.016,0.010
0.303,0.641,0.016,0.010
0.306,0.641,0.015,0.009
0.309,0.641,0.015,0.009
0.312,0.641,0.015,0.010
0.315,0.640,0.015,0.010
0.318,0.640,0.021,0.013
0.321,0.640,0.019,0.012
0.324,0.640,0.021,0.014
0.327,0.639,0.025,0.016
0.330,0.639,0.032,0.021
0.333,0.639,0.038,0.024
0.336,0.638,0.050,0.032
0.339,0.637,0.066,0.042
0.342,0.637,0.092,0.059
0.345,0.636,0.112,0.071
0.348,0.635,0.154,0.097
0.351,0.633,0.189,0.119
0.354,0.631,0.248,0.156
0.357,0.630,0.305,0.192
0.360,0.626,0.423,0.265
0.363,0.622,0.531,0.331
0.366,0.618,0.674,0.416
0.369,0.611,0.870,0.532
0.372,0.601,1.123,0.675
0.375,0.593,1.316,0.780
0.378,0.577,1.641,0.946
0.381,0.544,2.008,1.093
0.384,0.484,2.280,1.104
0.387,0.342,2.469,0.844
0.390,0.187,2.476,0.463
0.393,0.142,2.477,0.351
0.396,0.119,2.479,0.294
0.399,0.104,2.474,0.258
0.402,0.096,2.479,0.239
0.405,0.091,2.474,0.226
0.408,0.087,2.475,0.216
0.411,0.083,2.474,0.205
0.414,0.081,2.473,0.201
0.417,0.079,2.477,0.195
0.420,0.077,2.476,0.190
0.423,0.075,2.474,0.185
0.426,0.074,2.476,0.184
0.429,0.073,2.480,0.180
0.432,0.072,2.478,0.179
0.435,0.071,2.477,0.177
0.438,0.071,2.476,0.175
0.441,0.070,2.478,0.174
0.444,0.070,2.476,0.173
0.447,0.069,2.479,0.172
0.450,0.069,2.479,0.171
0.450,0.069,2.478,0.171
0.447,0.070,2.477,0.173
0.444,0.070,2.476,0.174
0.441,0.071,2.476,0.176
0.438,0.072,2.475,0.178
0.435,0.073,2.472,0.179
0.432,0.074,2.480,0.184
0.429,0.075,2.473,0.186
0.426,0.076,2.473,0.189
0.423,0.078,2.477,0.193
0.420,0.081,2.477,0.200
0.417,0.083,2.476,0.205
0.414,0.086,2.481,0.214
0.411,0.090,2.475,0.222
0.408,0.096,2.478,0.238
0.405,0.104,2.475,0.256
0.402,0.118,2.472,0.291
0.399,0.137,2.475,0.339
0.396,0.174,2.468,0.429
0.393,0.263,2.464,0.648
0.390,0.368,2.425,0.893
0.387,0.511,2.269,1.159
0.384,0.559,1.842,1.030
0.381,0.580,1.485,0.861
0.378,0.593,1.190,0.706
0.375,0.602,0.952,0.573
0.372,0.609,0.768,0.468
0.369,0.613,0.629,0.386
0.366,0.618,0.489,0.302
0.363,0.621,0.380,0.236
0.360,0.623,0.305,0.190
0.357,0.625,0.224,0.140
0.354,0.627,0.175,0.110
0.351,0.628,0.135,0.085
0.348,0.629,0.103,0.065
0.345,0.630,0.071,0.045
0.342,0.630,0.058,0.037
0.339,0.630,0.047,0.029
0.336,0.630,0.035,0.022
0.333,0.630,0.029,0.018
0.330,0.630,0.024,0.015
0.327,0.631,0.020,0.012
0.324,0.631,0.017,0.011
0.321,0.631,0.016,0.010
0.318,0.631,0.015,0.010
0.315,0.631,0.017,0.011
0.312,0.630,0.015,0.009
0.309,0.630,0.016,0.010
0.306,0.630,0.015,0.010
0.303,0.631,0.016,0.010
0.300,0.630,0.015,0.010
TERMINATE SCAN MODE
