SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.625,0.016,0.010
0.303,0.625,0.016,0.010
0.306,0.625,0.015,0.009
0.309,0.625,0.015,0.010
0.312,0.624,0.015,0.009
0.315,0.624,0.015,0.010
0.318,0.624,0.015,0.009
0.321,0.624,0.018,0.011
0.324,0.623,0.021,0.013
0.327,0.623,0.025,0.016
0.330,0.622,0.031,0.019
0.333,0.622,0.038,0.024
0.336,0.621,0.050,0.031
0.339,0.621,0.064,0.040
0.342,0.620,0.080,0.050
0.345,0.619,0.110,0.068
0.348,0.618,0.147,0.091
0.351,0.616,0.188,0.116
0.354,0.614,0.242,0.149
0.357,0.611,0.313,0.191
0.360,0.608,0.409,0.249
0.363,0.604,0.521,0.315
0.366,0.599,0.661,0.396
0.369,0.591,0.842,0.498
0.372,0.583,1.048,0.610
0.375,0.571,1.293,0.738
0.378,0.554,1.596,0.884
0.381,0.527,1.955,1.031
0.384,0.480,2.313,1.109
0.387,0.310,2.477,0.767
0.390,0.186,2.479,0.461
0.393,0.142,2.481,0.353
0.396,0.121,2.485,0.301
0.399,0.109,2.484,0.271
0.402,0.100,2.488,0.249
0.405,0.094,2.485,0.234
0.408,0.090,2.486,0.223
0.411,0.086,2.489,0.214
0.414,0.084,2.485,0.208
0.417,0.081,2.484,0.202
0.420,0.079,2.487,0.197
0.423,0.078,2.485,0.193
0.426,0.077,2.484,0.190
0.429,0.075,2.486,0.188
0.432,0.075,2.483,0.185
0.435,0.074,2.485,0.184
0.438,0.073,2.484,0.182
0.441,0.073,2.485,0.180
0.444,0.072,2.485,0.180
0.447,0.072,2.484,0.178
0.450,0.071,2.487,0.177
0.450,0.071,2.485,0.177
0.447,0.072,2.487,0.178
0.444,0.072,2.486,0.179
0.441,0.073,2.479,0.180
0.438,0.073,2.482,0.182
0.435,0.074,2.483,0.184
0.432,0.075,2.481,0.185
0.429,0.076,2.483,0.188
0.426,0.076,2.478,0.189
0.423,0.078,2.483,0.193
0.420,0.079,2.480,0.197
0.417,0.081,2.478,0.201
0.414,0.083,2.479,0.207
0.411,0.086,2.481,0.213
0.408,0.090,2.483,0.223
0.405,0.095,2.483,0.235
0.402,0.101,2.481,0.250
0.399,0.110,2.483,0.273
0.396,0.124,2.482,0.307
0.393,0.146,2.481,0.362
0.390,0.196,2.482,0.487
0.387,0.340,2.469,0.840
0.384,0.482,2.270,1.094
0.381,0.525,1.925,1.010
0.378,0.549,1.576,0.866
0.375,0.566,1.288,0.728
0.372,0.577,1.045,0.603
0.369,0.586,0.842,0.493
0.366,0.593,0.658,0.390
0.363,0.598,0.524,0.313
0.360,0.602,0.407,0.245
0.357,0.605,0.307,0.186
0.354,0.607,0.244,0.148
0.351,0.610,0.189,0.115
0.348,0.611,0.141,0.086
0.345,0.612,0.109,0.066
0.342,0.612,0.083,0.051
0.339,0.613,0.066,0.040
0.336,0.614,0.050,0.031
0.333,0.614,0.039,0.024
0.330,0.614,0.032,0.020
0.327,0.614,0.026,0.016
0.324,0.614,0.023,0.014
0.321,0.614,0.018,0.011
0.318,0.614,0.015,0.009
0.315,0.614,0.015,0.009
0.312,0.614,0.015,0.009
0.309,0.614,0.015,0.009
0.306,0.614,0.016,0.010
0.303,0.614,0.016,0.010
0.300,0.614,0.015,0.009
TERMINATE SCAN MODE
