SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.625,0.018,0.011
0.303,0.625,0.015,0.009
0.306,0.625,0.016,0.010
0.309,0.625,0.016,0.010
0.312,0.624,0.016,0.010
0.315,0.624,0.015,0.009
0.318,0.624,0.017,0.011
0.321,0.624,0.018,0.011
0.324,0.623,0.021,0.013
0.327,0.623,0.026,0.016
0.330,0.622,0.031,0.019
0.333,0.622,0.041,0.025
0.336,0.622,0.050,0.031
0.339,0.621,0.066,0.041
0.342,0.620,0.084,0.052
0.345,0.619,0.112,0.070
0.348,0.618,0.147,0.091
0.351,0.617,0.187,0.115
0.354,0.615,0.246,0.151
0.357,0.613,0.313,0.192
0.360,0.609,0.418,0.255
0.363,0.606,0.526,0.318
0.366,0.601,0.667,0.401
0.369,0.594,0.860,0.511
0.372,0.586,1.083,0.634
0.375,0.577,1.299,0.749
0.378,0.561,1.618,0.908
0.381,0.539,1.971,1.062
0.384,0.501,2.305,1.155
0.387,0.388,2.621,1.018
0.390,0.221,2.638,0.582
0.393,0.161,2.641,0.425
0.396,0.134,2.643,0.353
0.399,0.118,2.641,0.312
0.402,0.108,2.645,0.287
0.405,0.101,2.640,0.267
0.408,0.096,2.639,0.255
0.411,0.093,2.643,0.245
0.414,0.089,2.638,0.236
0.417,0.087,2.642,0.230
0.420,0.085,2.637,0.225
0.423,0.083,2.636,0.220
0.426,0.082,2.637,0.217
0.429,0.081,2.638,0.214
0.432,0.080,2.638,0.211
0.435,0.079,2.637,0.209
0.438,0.079,2.634,0.207
0.441,0.078,2.640,0.206
0.444,0.077,2.639,0.204
0.447,0.077,2.637,0.203
0.450,0.076,2.641,0.202
0.450,0.076,2.639,0.202
0.447,0.077,2.643,0.204
0.444,0.078,2.642,0.205
0.441,0.078,2.640,0.206
0.438,0.079,2.641,0.208
0.435,0.080,2.641,0.210
0.432,0.080,2.640,0.212
0.429,0.081,2.642,0.215
0.426,0.082,2.642,0.217
0.423,0.084,2.639,0.222
0.420,0.086,2.636,0.226
0.417,0.088,2.636,0.231
0.414,0.090,2.644,0.238
0.411,0.093,2.639,0.246
0.408,0.098,2.638,0.258
0.405,0.103,2.638,0.272
0.402,0.111,2.635,0.293
0.399,0.124,2.640,0.327
0.396,0.145,2.640,0.384
0.393,0.188,2.633,0.494
0.390,0.268,2.627,0.705
0.387,0.435,2.565,1.115
0.384,0.515,2.188,1.127
0.381,0.542,1.834,0.993
0.378,0.561,1.502,0.842
0.375,0.574,1.203,0.690
0.372,0.582,0.991,0.577
0.369,0.589,0.787,0.464
0.366,0.595,0.617,0.367
0.363,0.600,0.460,0.276
0.360,0.603,0.366,0.221
0.357,0.605,0.273,0.165
0.354,0.607,0.208,0.126
0.351,0.608,0.163,0.099
0.348,0.609,0.125,0.076
0.345,0.610,0.093,0.057
0.342,0.611,0.073,0.045
0.339,0.611,0.057,0.035
0.336,0.611,0.044,0.027
0.333,0.612,0.035,0.021
0.330,0.612,0.029,0.018
0.327,0.612,0.025,0.015
0.324,0.612,0.019,0.012
0.321,0.612,0.016,0.010
0.318,0.612,0.015,0.009
0.315,0.612,0.015,0.009
0.312,0.612,0.016,0.010
0.309,0.611,0.016,0.010
0.306,0.611,0.015,0.009
0.303,0.611,0.015,0.009
0.300,0.611,0.015,0.009
TERMINATE SCAN MODE
