SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.635,0.016,0.010
0.303,0.634,0.015,0.009
0.306,0.635,0.015,0.010
0.309,0.634,0.015,0.009
0.312,0.634,0.017,0.011
0.315,0.634,0.016,0.010
0.318,0.633,0.016,0.010
0.321,0.633,0.018,0.011
0.324,0.633,0.021,0.013
0.327,0.632,0.026,0.017
0.330,0.632,0.031,0.020
0.333,0.631,0.040,0.025
0.336,0.631,0.050,0.032
0.339,0.630,0.069,0.043
0.342,0.629,0.090,0.057
0.345,0.628,0.110,0.069
0.348,0.627,0.149,0.093
0.351,0.625,0.190,0.119
0.354,0.623,0.248,0.155
0.357,0.621,0.313,0.195
0.360,0.617,0.418,0.258
0.363,0.613,0.528,0.324
0.366,0.608,0.672,0.408
0.369,0.600,0.863,0.518
0.372,0.590,1.097,0.647
0.375,0.579,1.321,0.765
0.378,0.561,1.634,0.916
0.381,0.530,2.007,1.064
0.384,0.480,2.320,1.112
0.387,0.340,2.555,0.870
0.390,0.198,2.567,0.509
0.393,0.148,2.565,0.379
0.396,0.124,2.565,0.318
0.399,0.110,2.570,0.282
0.402,0.101,2.566,0.260
0.405,0.095,2.569,0.244
0.408,0.090,2.569,0.232
0.411,0.086,2.560,0.221
0.414,0.084,2.565,0.216
0.417,0.082,2.565,0.209
0.420,0.080,2.566,0.205
0.423,0.078,2.565,0.200
0.426,0.077,2.565,0.197
0.429,0.076,2.566,0.194
0.432,0.075,2.566,0.192
0.435,0.074,2.565,0.190
0.438,0.074,2.570,0.190
0.441,0.073,2.566,0.188
0.444,0.072,2.574,0.186
0.447,0.072,2.568,0.185
0.450,0.071,2.566,0.183
0.450,0.072,2.566,0.184
0.447,0.072,2.565,0.185
0.444,0.072,2.563,0.185
0.441,0.073,2.565,0.188
0.438,0.074,2.566,0.189
0.435,0.075,2.567,0.191
0.432,0.075,2.565,0.193
0.429,0.076,2.565,0.195
0.426,0.077,2.567,0.199
0.423,0.079,2.565,0.202
0.420,0.080,2.566,0.206
0.417,0.082,2.565,0.211
0.414,0.085,2.564,0.217
0.411,0.088,2.564,0.225
0.408,0.092,2.562,0.235
0.405,0.097,2.561,0.248
0.402,0.104,2.567,0.267
0.399,0.115,2.564,0.294
0.396,0.131,2.565,0.337
0.393,0.161,2.564,0.413
0.390,0.232,2.554,0.593
0.387,0.395,2.523,0.996
0.384,0.502,2.223,1.115
0.381,0.537,1.874,1.007
0.378,0.562,1.517,0.852
0.375,0.577,1.217,0.702
0.372,0.587,1.001,0.588
0.369,0.595,0.799,0.475
0.366,0.602,0.628,0.378
0.363,0.607,0.499,0.302
0.360,0.610,0.393,0.240
0.357,0.613,0.295,0.181
0.354,0.616,0.230,0.142
0.351,0.617,0.176,0.108
0.348,0.618,0.136,0.084
0.345,0.619,0.101,0.063
0.342,0.620,0.083,0.051
0.339,0.620,0.062,0.039
0.336,0.621,0.048,0.030
0.333,0.621,0.037,0.023
0.330,0.621,0.030,0.019
0.327,0.621,0.025,0.015
0.324,0.621,0.020,0.013
0.321,0.621,0.017,0.011
0.318,0.621,0.015,0.009
0.315,0.621,0.015,0.010
0.312,0.621,0.017,0.010
0.309,0.621,0.015,0.009
0.306,0.621,0.015,0.009
0.303,0.621,0.018,0.011
0.300,0.621,0.015,0.009
TERMINATE SCAN MODE
