SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.610,0.015,0.009
0.303,0.610,0.017,0.010
0.306,0.610,0.015,0.009
0.309,0.610,0.015,0.009
0.312,0.610,0.016,0.009
0.315,0.611,0.017,0.010
0.318,0.610,0.016,0.010
0.321,0.610,0.017,0.011
0.324,0.610,0.023,0.014
0.327,0.610,0.027,0.017
0.330,0.610,0.030,0.018
0.333,0.609,0.039,0.024
0.336,0.609,0.048,0.029
0.339,0.609,0.064,0.039
0.342,0.608,0.081,0.050
0.345,0.607,0.107,0.065
0.348,0.607,0.144,0.087
0.351,0.605,0.183,0.111
0.354,0.603,0.238,0.144
0.357,0.601,0.307,0.185
0.360,0.598,0.403,0.241
0.363,0.595,0.512,0.305
0.366,0.590,0.650,0.384
0.369,0.583,0.836,0.488
0.372,0.576,1.043,0.600
0.375,0.565,1.291,0.729
0.378,0.550,1.596,0.879
0.381,0.527,1.963,1.035
0.384,0.490,2.337,1.146
0.387,0.381,2.635,1.004
0.390,0.214,2.651,0.567
0.393,0.156,2.646,0.413
0.396,0.130,2.651,0.344
0.399,0.115,2.649,0.305
0.402,0.105,2.654,0.279
0.405,0.098,2.652,0.261
0.408,0.093,2.653,0.248
0.411,0.090,2.653,0.238
0.414,0.087,2.653,0.230
0.417,0.084,2.649,0.223
0.420,0.082,2.655,0.219
0.423,0.081,2.656,0.215
0.426,0.080,2.657,0.212
0.429,0.079,2.666,0.210
0.432,0.078,2.664,0.207
0.435,0.077,2.668,0.205
0.438,0.076,2.670,0.204
0.441,0.076,2.671,0.202
0.444,0.075,2.672,0.201
0.447,0.075,2.669,0.199
0.450,0.074,2.674,0.199
0.450,0.074,2.673,0.198
0.447,0.075,2.672,0.199
0.444,0.075,2.678,0.201
0.441,0.076,2.674,0.202
0.438,0.076,2.672,0.204
0.435,0.077,2.677,0.206
0.432,0.078,2.668,0.208
0.429,0.079,2.673,0.211
0.426,0.080,2.670,0.214
0.423,0.081,2.669,0.217
0.420,0.083,2.671,0.222
0.417,0.085,2.669,0.226
0.414,0.087,2.671,0.233
0.411,0.090,2.669,0.242
0.408,0.095,2.669,0.252
0.405,0.100,2.670,0.267
0.402,0.106,2.666,0.283
0.399,0.117,2.662,0.311
0.396,0.133,2.666,0.355
0.393,0.162,2.669,0.433
0.390,0.229,2.670,0.613
0.387,0.409,2.636,1.078
0.384,0.497,2.317,1.151
0.381,0.530,1.944,1.031
0.378,0.552,1.576,0.871
0.375,0.567,1.281,0.726
0.372,0.576,1.046,0.603
0.369,0.584,0.840,0.491
0.366,0.591,0.653,0.386
0.363,0.596,0.511,0.304
0.360,0.599,0.403,0.241
0.357,0.602,0.307,0.185
0.354,0.604,0.239,0.144
0.351,0.606,0.183,0.111
0.348,0.607,0.143,0.087
0.345,0.608,0.107,0.065
0.342,0.609,0.082,0.050
0.339,0.610,0.064,0.039
0.336,0.610,0.047,0.029
0.333,0.610,0.038,0.023
0.330,0.611,0.030,0.018
0.327,0.611,0.025,0.015
0.324,0.611,0.020,0.012
0.321,0.611,0.017,0.011
0.318,0.611,0.017,0.010
0.315,0.611,0.016,0.010
0.312,0.611,0.016,0.010
0.309,0.611,0.016,0.010
0.306,0.611,0.015,0.009
0.303,0.611,0.015,0.009
0.300,0.611,0.015,0.009
TERMINATE SCAN MODE
