SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.672,0.015,0.010
0.303,0.672,0.016,0.011
0.306,0.672,0.017,0.012
0.309,0.672,0.015,0.010
0.312,0.672,0.019,0.013
0.315,0.672,0.015,0.010
0.318,0.672,0.016,0.011
0.321,0.672,0.018,0.012
0.324,0.672,0.022,0.014
0.327,0.672,0.026,0.018
0.330,0.671,0.033,0.022
0.333,0.671,0.041,0.028
0.336,0.670,0.051,0.034
0.339,0.670,0.066,0.044
0.342,0.669,0.088,0.059
0.345,0.669,0.114,0.076
0.348,0.668,0.149,0.100
0.351,0.666,0.192,0.128
0.354,0.664,0.250,0.166
0.357,0.662,0.323,0.214
0.360,0.659,0.421,0.277
0.363,0.655,0.538,0.352
0.366,0.650,0.683,0.444
0.369,0.642,0.874,0.561
0.372,0.634,1.091,0.691
0.375,0.622,1.348,0.838
0.378,0.605,1.661,1.006
0.381,0.577,2.041,1.179
0.384,0.527,2.427,1.279
0.387,0.342,2.615,0.894
0.390,0.196,2.615,0.514
0.393,0.148,2.618,0.388
0.396,0.124,2.615,0.325
0.399,0.111,2.617,0.291
0.402,0.102,2.618,0.266
0.405,0.095,2.615,0.249
0.408,0.091,2.614,0.238
0.411,0.087,2.615,0.227
0.414,0.084,2.618,0.221
0.417,0.082,2.621,0.215
0.420,0.080,2.615,0.210
0.423,0.079,2.620,0.206
0.426,0.077,2.613,0.202
0.429,0.076,2.614,0.199
0.432,0.075,2.620,0.197
0.435,0.074,2.615,0.195
0.438,0.074,2.616,0.193
0.441,0.073,2.618,0.191
0.444,0.073,2.611,0.189
0.447,0.072,2.617,0.189
0.450,0.072,2.617,0.188
0.450,0.072,2.612,0.187
0.447,0.072,2.622,0.189
0.444,0.073,2.613,0.190
0.441,0.073,2.617,0.192
0.438,0.074,2.617,0.193
0.435,0.074,2.615,0.194
0.432,0.075,2.620,0.197
0.429,0.076,2.619,0.200
0.426,0.077,2.619,0.202
0.423,0.079,2.621,0.206
0.420,0.080,2.619,0.210
0.417,0.082,2.621,0.216
0.414,0.085,2.622,0.222
0.411,0.087,2.615,0.228
0.408,0.091,2.617,0.238
0.405,0.096,2.615,0.251
0.402,0.102,2.616,0.267
0.399,0.112,2.615,0.293
0.396,0.126,2.612,0.328
0.393,0.151,2.615,0.396
0.390,0.205,2.616,0.536
0.387,0.365,2.611,0.952
0.384,0.533,2.399,1.279
0.381,0.580,2.026,1.174
0.378,0.606,1.649,1.000
0.375,0.623,1.343,0.836
0.372,0.634,1.092,0.693
0.369,0.643,0.878,0.564
0.366,0.650,0.685,0.445
0.363,0.655,0.542,0.355
0.360,0.659,0.421,0.277
0.357,0.663,0.324,0.215
0.354,0.665,0.252,0.167
0.351,0.667,0.191,0.128
0.348,0.668,0.147,0.098
0.345,0.669,0.114,0.076
0.342,0.670,0.087,0.058
0.339,0.671,0.067,0.045
0.336,0.671,0.050,0.034
0.333,0.671,0.039,0.026
0.330,0.672,0.031,0.021
0.327,0.672,0.026,0.018
0.324,0.672,0.021,0.014
0.321,0.672,0.020,0.013
0.318,0.672,0.016,0.011
0.315,0.672,0.016,0.010
0.312,0.672,0.017,0.011
0.309,0.672,0.015,0.010
0.306,0.672,0.016,0.011
0.303,0.672,0.016,0.011
0.300,0.672,0.015,0.010
TERMINATE SCAN MODE
