SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.684,0.015,0.010
0.303,0.683,0.016,0.011
0.306,0.683,0.015,0.010
0.309,0.683,0.015,0.010
0.312,0.683,0.015,0.010
0.315,0.683,0.017,0.012
0.318,0.682,0.016,0.011
0.321,0.682,0.018,0.012
0.324,0.682,0.023,0.016
0.327,0.681,0.026,0.018
0.330,0.681,0.033,0.022
0.333,0.680,0.039,0.027
0.336,0.680,0.050,0.034
0.339,0.679,0.066,0.045
0.342,0.679,0.085,0.058
0.345,0.678,0.112,0.076
0.348,0.676,0.145,0.098
0.351,0.675,0.188,0.127
0.354,0.673,0.246,0.165
0.357,0.671,0.318,0.213
0.360,0.667,0.412,0.275
0.363,0.664,0.529,0.351
0.366,0.658,0.677,0.446
0.369,0.652,0.865,0.563
0.372,0.643,1.075,0.691
0.375,0.631,1.332,0.841
0.378,0.614,1.650,1.013
0.381,0.586,2.031,1.190
0.384,0.533,2.414,1.285
0.387,0.334,2.579,0.862
0.390,0.193,2.583,0.498
0.393,0.146,2.591,0.379
0.396,0.123,2.586,0.318
0.399,0.110,2.589,0.284
0.402,0.100,2.588,0.260
0.405,0.094,2.586,0.243
0.408,0.090,2.587,0.232
0.411,0.086,2.587,0.222
0.414,0.083,2.584,0.214
0.417,0.081,2.585,0.209
0.420,0.079,2.584,0.204
0.423,0.077,2.588,0.200
0.426,0.076,2.583,0.196
0.429,0.075,2.580,0.193
0.432,0.074,2.583,0.191
0.435,0.073,2.578,0.189
0.438,0.073,2.582,0.187
0.441,0.072,2.583,0.186
0.444,0.071,2.585,0.184
0.447,0.071,2.583,0.183
0.450,0.070,2.581,0.182
0.450,0.071,2.581,0.182
0.447,0.071,2.583,0.183
0.444,0.072,2.580,0.185
0.441,0.072,2.584,0.186
0.438,0.073,2.583,0.187
0.435,0.073,2.580,0.189
0.432,0.074,2.585,0.192
0.429,0.075,2.580,0.193
0.426,0.076,2.580,0.196
0.423,0.077,2.587,0.200
0.420,0.079,2.579,0.203
0.417,0.081,2.582,0.209
0.414,0.083,2.582,0.214
0.411,0.086,2.580,0.221
0.408,0.090,2.583,0.232
0.405,0.094,2.580,0.243
0.402,0.101,2.582,0.260
0.399,0.110,2.582,0.285
0.396,0.124,2.577,0.319
0.393,0.148,2.581,0.382
0.390,0.200,2.579,0.515
0.387,0.354,2.577,0.912
0.384,0.534,2.379,1.271
0.381,0.583,2.009,1.172
0.378,0.610,1.634,0.997
0.375,0.627,1.334,0.836
0.372,0.638,1.081,0.690
0.369,0.647,0.864,0.559
0.366,0.654,0.676,0.442
0.363,0.658,0.534,0.352
0.360,0.662,0.418,0.277
0.357,0.665,0.320,0.213
0.354,0.668,0.246,0.164
0.351,0.670,0.191,0.128
0.348,0.671,0.147,0.098
0.345,0.672,0.111,0.074
0.342,0.672,0.084,0.056
0.339,0.673,0.064,0.043
0.336,0.673,0.051,0.034
0.333,0.673,0.041,0.028
0.330,0.674,0.031,0.021
0.327,0.674,0.025,0.017
0.324,0.674,0.021,0.014
0.321,0.674,0.018,0.012
0.318,0.674,0.016,0.011
0.315,0.674,0.016,0.011
0.312,0.674,0.016,0.011
0.309,0.674,0.015,0.010
0.306,0.674,0.015,0.010
0.303,0.674,0.015,0.010
0.300,0.674,0.015,0.010
TERMINATE SCAN MODE
