SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.692,0.015,0.010
0.303,0.691,0.015,0.010
0.306,0.691,0.015,0.011
0.309,0.691,0.015,0.010
0.312,0.691,0.015,0.011
0.315,0.691,0.015,0.010
0.318,0.690,0.018,0.012
0.321,0.690,0.018,0.013
0.324,0.690,0.021,0.015
0.327,0.690,0.025,0.017
0.330,0.690,0.034,0.024
0.333,0.689,0.040,0.028
0.336,0.689,0.051,0.035
0.339,0.688,0.070,0.048
0.342,0.687,0.091,0.062
0.345,0.687,0.115,0.079
0.348,0.686,0.154,0.105
0.351,0.684,0.195,0.134
0.354,0.683,0.252,0.172
0.357,0.680,0.319,0.217
0.360,0.677,0.430,0.291
0.363,0.673,0.546,0.368
0.366,0.668,0.690,0.461
0.369,0.661,0.892,0.590
0.372,0.651,1.137,0.740
0.375,0.641,1.362,0.874
0.378,0.623,1.683,1.049
0.381,0.588,2.052,1.207
0.384,0.524,2.357,1.236
0.387,0.349,2.557,0.891
0.390,0.196,2.558,0.501
0.393,0.146,2.559,0.374
0.396,0.124,2.563,0.317
0.399,0.108,2.562,0.278
0.402,0.100,2.558,0.256
0.405,0.094,2.558,0.241
0.408,0.090,2.559,0.229
0.411,0.086,2.558,0.220
0.414,0.083,2.563,0.214
0.417,0.081,2.557,0.207
0.420,0.079,2.560,0.203
0.423,0.077,2.558,0.198
0.426,0.076,2.557,0.195
0.429,0.075,2.559,0.192
0.432,0.074,2.559,0.190
0.435,0.074,2.561,0.189
0.438,0.073,2.563,0.187
0.441,0.073,2.560,0.186
0.444,0.072,2.559,0.185
0.447,0.071,2.561,0.183
0.450,0.071,2.558,0.182
0.450,0.071,2.561,0.182
0.447,0.072,2.553,0.184
0.444,0.072,2.560,0.185
0.441,0.073,2.559,0.187
0.438,0.073,2.557,0.188
0.435,0.074,2.564,0.191
0.432,0.075,2.562,0.193
0.429,0.076,2.561,0.196
0.426,0.078,2.562,0.199
0.423,0.079,2.558,0.202
0.420,0.081,2.557,0.207
0.417,0.083,2.558,0.212
0.414,0.086,2.556,0.219
0.411,0.089,2.559,0.228
0.408,0.094,2.553,0.240
0.405,0.100,2.557,0.256
0.402,0.110,2.558,0.282
0.399,0.124,2.552,0.317
0.396,0.147,2.559,0.376
0.393,0.196,2.558,0.500
0.390,0.302,2.551,0.771
0.387,0.502,2.467,1.239
0.384,0.593,2.070,1.227
0.381,0.621,1.718,1.067
0.378,0.640,1.370,0.877
0.375,0.651,1.121,0.729
0.372,0.659,0.913,0.602
0.369,0.665,0.737,0.491
0.366,0.671,0.566,0.380
0.363,0.675,0.438,0.296
0.360,0.678,0.357,0.242
0.357,0.681,0.257,0.175
0.354,0.682,0.197,0.135
0.351,0.683,0.156,0.106
0.348,0.684,0.120,0.082
0.345,0.685,0.086,0.059
0.342,0.686,0.068,0.046
0.339,0.686,0.054,0.037
0.336,0.687,0.047,0.032
0.333,0.687,0.033,0.023
0.330,0.687,0.029,0.020
0.327,0.687,0.024,0.016
0.324,0.687,0.019,0.013
0.321,0.687,0.018,0.012
0.318,0.687,0.015,0.010
0.315,0.687,0.015,0.011
0.312,0.687,0.015,0.010
0.309,0.687,0.018,0.013
0.306,0.687,0.016,0.011
0.303,0.687,0.017,0.012
0.300,0.687,0.015,0.010
TERMINATE SCAN MODE
