SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.686,0.015,0.010
0.303,0.686,0.015,0.011
0.306,0.685,0.015,0.010
0.309,0.685,0.018,0.012
0.312,0.685,0.015,0.010
0.315,0.685,0.015,0.011
0.318,0.685,0.016,0.011
0.321,0.685,0.018,0.012
0.324,0.685,0.022,0.015
0.327,0.684,0.025,0.017
0.330,0.684,0.032,0.022
0.333,0.684,0.041,0.028
0.336,0.684,0.053,0.036
0.339,0.683,0.066,0.045
0.342,0.682,0.084,0.058
0.345,0.682,0.113,0.077
0.348,0.680,0.148,0.101
0.351,0.679,0.193,0.131
0.354,0.678,0.251,0.170
0.357,0.675,0.322,0.217
0.360,0.672,0.424,0.285
0.363,0.668,0.539,0.360
0.366,0.663,0.683,0.453
0.369,0.656,0.877,0.575
0.372,0.647,1.089,0.705
0.375,0.635,1.348,0.857
0.378,0.618,1.664,1.028
0.381,0.589,2.044,1.204
0.384,0.531,2.423,1.286
0.387,0.320,2.564,0.819
0.390,0.188,2.563,0.482
0.393,0.144,2.566,0.369
0.396,0.122,2.564,0.313
0.399,0.109,2.567,0.281
0.402,0.100,2.567,0.258
0.405,0.094,2.566,0.242
0.408,0.090,2.568,0.231
0.411,0.086,2.567,0.222
0.414,0.084,2.566,0.214
0.417,0.081,2.568,0.209
0.420,0.080,2.569,0.205
0.423,0.078,2.568,0.200
0.426,0.077,2.568,0.197
0.429,0.076,2.565,0.194
0.432,0.075,2.568,0.192
0.435,0.074,2.566,0.190
0.438,0.073,2.569,0.188
0.441,0.073,2.566,0.186
0.444,0.072,2.564,0.185
0.447,0.072,2.565,0.184
0.450,0.071,2.563,0.183
0.450,0.071,2.563,0.183
0.447,0.072,2.567,0.184
0.444,0.072,2.564,0.185
0.441,0.073,2.566,0.186
0.438,0.073,2.570,0.189
0.435,0.074,2.563,0.190
0.432,0.075,2.567,0.192
0.429,0.076,2.569,0.195
0.426,0.077,2.564,0.197
0.423,0.078,2.567,0.201
0.420,0.080,2.568,0.205
0.417,0.082,2.569,0.210
0.414,0.084,2.569,0.215
0.411,0.086,2.566,0.222
0.408,0.090,2.569,0.232
0.405,0.095,2.567,0.244
0.402,0.101,2.566,0.259
0.399,0.110,2.568,0.283
0.396,0.124,2.566,0.317
0.393,0.147,2.566,0.378
0.390,0.196,2.565,0.503
0.387,0.342,2.558,0.876
0.384,0.539,2.391,1.288
0.381,0.591,2.022,1.195
0.378,0.619,1.650,1.021
0.375,0.635,1.347,0.856
0.372,0.647,1.095,0.709
0.369,0.656,0.879,0.576
0.366,0.663,0.687,0.455
0.363,0.668,0.541,0.361
0.360,0.672,0.421,0.283
0.357,0.675,0.323,0.218
0.354,0.677,0.254,0.172
0.351,0.679,0.194,0.132
0.348,0.680,0.151,0.103
0.345,0.681,0.112,0.076
0.342,0.682,0.086,0.058
0.339,0.683,0.066,0.045
0.336,0.683,0.052,0.035
0.333,0.683,0.041,0.028
0.330,0.683,0.034,0.023
0.327,0.684,0.025,0.017
0.324,0.684,0.022,0.015
0.321,0.684,0.018,0.012
0.318,0.684,0.019,0.013
0.315,0.684,0.015,0.010
0.312,0.684,0.015,0.010
0.309,0.684,0.015,0.011
0.306,0.684,0.017,0.011
0.303,0.684,0.015,0.010
0.300,0.684,0.015,0.010
TERMINATE SCAN MODE
