SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.688,0.015,0.010
0.303,0.688,0.015,0.010
0.306,0.687,0.016,0.011
0.309,0.687,0.016,0.011
0.312,0.687,0.016,0.011
0.315,0.687,0.015,0.011
0.318,0.687,0.016,0.011
0.321,0.686,0.020,0.013
0.324,0.686,0.021,0.015
0.327,0.686,0.025,0.017
0.330,0.685,0.031,0.021
0.333,0.685,0.038,0.026
0.336,0.684,0.050,0.034
0.339,0.684,0.066,0.045
0.342,0.683,0.084,0.057
0.345,0.682,0.113,0.077
0.348,0.681,0.145,0.099
0.351,0.680,0.187,0.127
0.354,0.678,0.246,0.167
0.357,0.676,0.320,0.216
0.360,0.673,0.418,0.282
0.363,0.670,0.530,0.355
0.366,0.665,0.670,0.446
0.369,0.659,0.862,0.568
0.372,0.652,1.077,0.702
0.375,0.641,1.335,0.856
0.378,0.627,1.649,1.034
0.381,0.603,2.030,1.225
0.384,0.560,2.419,1.355
0.387,0.386,2.662,1.027
0.390,0.213,2.668,0.569
0.393,0.157,2.666,0.418
0.396,0.131,2.672,0.349
0.399,0.116,2.667,0.309
0.402,0.106,2.670,0.282
0.405,0.099,2.669,0.265
0.408,0.094,2.668,0.252
0.411,0.090,2.671,0.241
0.414,0.087,2.668,0.233
0.417,0.085,2.673,0.227
0.420,0.083,2.670,0.222
0.423,0.081,2.664,0.217
0.426,0.080,2.666,0.214
0.429,0.079,2.669,0.212
0.432,0.078,2.665,0.208
0.435,0.077,2.667,0.206
0.438,0.076,2.665,0.203
0.441,0.076,2.665,0.202
0.444,0.075,2.665,0.200
0.447,0.074,2.661,0.198
0.450,0.074,2.665,0.198
0.450,0.074,2.661,0.198
0.447,0.075,2.660,0.198
0.444,0.075,2.663,0.200
0.441,0.076,2.663,0.201
0.438,0.076,2.661,0.203
0.435,0.077,2.662,0.205
0.432,0.078,2.657,0.207
0.429,0.079,2.660,0.210
0.426,0.080,2.661,0.213
0.423,0.081,2.663,0.217
0.420,0.083,2.667,0.222
0.417,0.085,2.664,0.227
0.414,0.088,2.667,0.234
0.411,0.090,2.667,0.241
0.408,0.094,2.663,0.251
0.405,0.099,2.667,0.265
0.402,0.106,2.663,0.282
0.399,0.116,2.660,0.310
0.396,0.132,2.663,0.351
0.393,0.159,2.659,0.424
0.390,0.222,2.661,0.589
0.387,0.408,2.651,1.083
0.384,0.559,2.383,1.333
0.381,0.599,2.008,1.203
0.378,0.622,1.637,1.018
0.375,0.636,1.331,0.846
0.372,0.646,1.081,0.698
0.369,0.653,0.869,0.568
0.366,0.659,0.678,0.447
0.363,0.663,0.534,0.355
0.360,0.666,0.417,0.278
0.357,0.669,0.319,0.213
0.354,0.671,0.248,0.166
0.351,0.673,0.190,0.128
0.348,0.674,0.148,0.100
0.345,0.675,0.109,0.073
0.342,0.675,0.087,0.059
0.339,0.675,0.067,0.045
0.336,0.676,0.050,0.034
0.333,0.676,0.039,0.027
0.330,0.676,0.032,0.022
0.327,0.676,0.025,0.017
0.324,0.677,0.022,0.015
0.321,0.677,0.018,0.012
0.318,0.677,0.015,0.010
0.315,0.676,0.015,0.010
0.312,0.676,0.015,0.010
0.309,0.676,0.015,0.010
0.306,0.676,0.016,0.011
0.303,0.676,0.016,0.011
0.300,0.676,0.018,0.012
TERMINATE SCAN MODE
