SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.687,0.016,0.011
0.303,0.687,0.015,0.010
0.306,0.687,0.015,0.010
0.309,0.687,0.015,0.011
0.312,0.687,0.017,0.011
0.315,0.687,0.016,0.011
0.318,0.686,0.017,0.012
0.321,0.686,0.017,0.012
0.324,0.686,0.021,0.014
0.327,0.686,0.026,0.018
0.330,0.685,0.032,0.022
0.333,0.685,0.040,0.027
0.336,0.684,0.050,0.034
0.339,0.684,0.067,0.046
0.342,0.683,0.086,0.059
0.345,0.682,0.111,0.076
0.348,0.681,0.147,0.100
0.351,0.680,0.190,0.129
0.354,0.678,0.248,0.168
0.357,0.676,0.318,0.215
0.360,0.672,0.418,0.281
0.363,0.669,0.536,0.358
0.366,0.664,0.677,0.449
0.369,0.657,0.870,0.571
0.372,0.649,1.078,0.700
0.375,0.638,1.340,0.856
0.378,0.623,1.656,1.031
0.381,0.598,2.036,1.217
0.384,0.550,2.424,1.333
0.387,0.350,2.608,0.914
0.390,0.200,2.611,0.523
0.393,0.150,2.608,0.390
0.396,0.126,2.611,0.330
0.399,0.112,2.609,0.294
0.402,0.103,2.609,0.269
0.405,0.097,2.611,0.253
0.408,0.092,2.608,0.240
0.411,0.088,2.615,0.231
0.414,0.085,2.612,0.223
0.417,0.083,2.612,0.217
0.420,0.081,2.613,0.212
0.423,0.080,2.608,0.208
0.426,0.078,2.610,0.204
0.429,0.077,2.608,0.201
0.432,0.076,2.607,0.198
0.435,0.075,2.610,0.197
0.438,0.075,2.610,0.196
0.441,0.074,2.610,0.194
0.444,0.074,2.614,0.193
0.447,0.073,2.608,0.191
0.450,0.073,2.610,0.190
0.450,0.073,2.614,0.190
0.447,0.073,2.610,0.191
0.444,0.074,2.612,0.193
0.441,0.074,2.609,0.194
0.438,0.075,2.611,0.195
0.435,0.076,2.612,0.197
0.432,0.076,2.610,0.199
0.429,0.077,2.611,0.202
0.426,0.078,2.609,0.205
0.423,0.080,2.607,0.208
0.420,0.081,2.613,0.213
0.417,0.083,2.609,0.217
0.414,0.086,2.612,0.224
0.411,0.088,2.613,0.231
0.408,0.092,2.609,0.241
0.405,0.097,2.615,0.255
0.402,0.104,2.606,0.270
0.399,0.113,2.609,0.296
0.396,0.128,2.609,0.333
0.393,0.153,2.607,0.399
0.390,0.208,2.606,0.543
0.387,0.373,2.603,0.971
0.384,0.555,2.393,1.329
0.381,0.599,2.020,1.211
0.378,0.623,1.648,1.027
0.375,0.639,1.338,0.855
0.372,0.649,1.086,0.705
0.369,0.657,0.875,0.575
0.366,0.664,0.682,0.452
0.363,0.668,0.537,0.359
0.360,0.672,0.422,0.284
0.357,0.675,0.323,0.218
0.354,0.678,0.248,0.168
0.351,0.679,0.193,0.131
0.348,0.680,0.147,0.100
0.345,0.681,0.112,0.077
0.342,0.682,0.086,0.059
0.339,0.683,0.064,0.044
0.336,0.683,0.051,0.035
0.333,0.683,0.042,0.029
0.330,0.684,0.031,0.021
0.327,0.684,0.025,0.017
0.324,0.684,0.021,0.014
0.321,0.684,0.019,0.013
0.318,0.684,0.016,0.011
0.315,0.684,0.015,0.011
0.312,0.684,0.017,0.012
0.309,0.684,0.016,0.011
0.306,0.684,0.015,0.010
0.303,0.684,0.017,0.011
0.300,0.684,0.018,0.012
TERMINATE SCAN MODE
