SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.689,0.015,0.010
0.303,0.689,0.015,0.010
0.306,0.689,0.015,0.010
0.309,0.688,0.015,0.010
0.312,0.688,0.015,0.010
0.315,0.688,0.015,0.010
0.318,0.688,0.016,0.011
0.321,0.687,0.017,0.012
0.324,0.687,0.022,0.015
0.327,0.687,0.028,0.019
0.330,0.686,0.032,0.022
0.333,0.686,0.040,0.027
0.336,0.686,0.051,0.035
0.339,0.685,0.065,0.044
0.342,0.684,0.088,0.060
0.345,0.683,0.111,0.076
0.348,0.682,0.148,0.101
0.351,0.681,0.191,0.130
0.354,0.679,0.250,0.169
0.357,0.677,0.321,0.217
0.360,0.674,0.422,0.284
0.363,0.670,0.540,0.362
0.366,0.665,0.688,0.458
0.369,0.659,0.874,0.576
0.372,0.651,1.092,0.711
0.375,0.640,1.348,0.863
0.378,0.625,1.668,1.042
0.381,0.599,2.055,1.231
0.384,0.548,2.445,1.341
0.387,0.347,2.616,0.908
0.390,0.199,2.620,0.522
0.393,0.150,2.621,0.394
0.396,0.126,2.617,0.330
0.399,0.113,2.618,0.295
0.402,0.103,2.619,0.271
0.405,0.097,2.613,0.253
0.408,0.092,2.619,0.242
0.411,0.089,2.619,0.232
0.414,0.086,2.618,0.224
0.417,0.084,2.619,0.219
0.420,0.082,2.617,0.214
0.423,0.080,2.623,0.210
0.426,0.079,2.622,0.207
0.429,0.078,2.621,0.204
0.432,0.077,2.622,0.201
0.435,0.076,2.619,0.199
0.438,0.076,2.620,0.198
0.441,0.075,2.625,0.197
0.444,0.074,2.622,0.195
0.447,0.074,2.625,0.194
0.450,0.074,2.624,0.193
0.450,0.073,2.622,0.192
0.447,0.074,2.623,0.194
0.444,0.074,2.623,0.195
0.441,0.075,2.624,0.197
0.438,0.077,2.629,0.202
0.435,0.077,2.623,0.203
0.432,0.077,2.630,0.204
0.429,0.078,2.625,0.205
0.426,0.079,2.625,0.208
0.423,0.080,2.626,0.211
0.420,0.082,2.606,0.213
0.417,0.084,2.610,0.218
0.414,0.086,2.609,0.225
0.411,0.089,2.604,0.232
0.408,0.093,2.608,0.243
0.405,0.098,2.604,0.255
0.402,0.105,2.609,0.273
0.399,0.114,2.606,0.296
0.396,0.127,2.605,0.331
0.393,0.152,2.610,0.397
0.390,0.205,2.608,0.534
0.387,0.364,2.599,0.946
0.384,0.548,2.403,1.318
0.381,0.595,2.031,1.209
0.378,0.620,1.653,1.026
0.375,0.636,1.349,0.857
0.372,0.646,1.094,0.707
0.369,0.654,0.881,0.576
0.366,0.661,0.685,0.452
0.363,0.665,0.543,0.361
0.360,0.669,0.424,0.284
0.357,0.671,0.322,0.216
0.354,0.673,0.251,0.169
0.351,0.675,0.196,0.132
0.348,0.676,0.150,0.101
0.345,0.677,0.112,0.076
0.342,0.678,0.088,0.060
0.339,0.678,0.067,0.045
0.336,0.679,0.050,0.034
0.333,0.679,0.041,0.028
0.330,0.679,0.032,0.022
0.327,0.679,0.027,0.018
0.324,0.679,0.021,0.014
0.321,0.679,0.018,0.012
0.318,0.679,0.016,0.011
0.315,0.679,0.015,0.010
0.312,0.680,0.016,0.011
0.309,0.680,0.016,0.011
0.306,0.680,0.015,0.010
0.303,0.680,0.016,0.011
0.300,0.680,0.016,0.011
TERMINATE SCAN MODE
