SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.687,0.015,0.010
0.303,0.687,0.015,0.010
0.306,0.687,0.015,0.011
0.309,0.687,0.015,0.010
0.312,0.686,0.016,0.011
0.315,0.686,0.015,0.010
0.318,0.686,0.016,0.011
0.321,0.685,0.018,0.012
0.324,0.685,0.022,0.015
0.327,0.685,0.026,0.017
0.330,0.684,0.031,0.022
0.333,0.684,0.039,0.027
0.336,0.683,0.052,0.036
0.339,0.682,0.065,0.045
0.342,0.682,0.085,0.058
0.345,0.681,0.110,0.075
0.348,0.680,0.145,0.099
0.351,0.678,0.193,0.131
0.354,0.677,0.247,0.167
0.357,0.674,0.321,0.216
0.360,0.671,0.418,0.281
0.363,0.667,0.535,0.357
0.366,0.663,0.677,0.449
0.369,0.656,0.870,0.571
0.372,0.648,1.086,0.704
0.375,0.637,1.343,0.856
0.378,0.621,1.660,1.032
0.381,0.596,2.052,1.224
0.384,0.550,2.440,1.342
0.387,0.360,2.644,0.951
0.390,0.203,2.645,0.536
0.393,0.151,2.644,0.398
0.396,0.127,2.645,0.335
0.399,0.113,2.646,0.298
0.402,0.103,2.642,0.272
0.405,0.097,2.645,0.256
0.408,0.092,2.642,0.242
0.411,0.088,2.642,0.231
0.414,0.085,2.642,0.224
0.417,0.083,2.638,0.218
0.420,0.081,2.639,0.213
0.423,0.079,2.643,0.209
0.426,0.078,2.641,0.205
0.429,0.077,2.642,0.203
0.432,0.076,2.640,0.200
0.435,0.075,2.642,0.198
0.438,0.074,2.645,0.197
0.441,0.074,2.644,0.195
0.444,0.073,2.647,0.194
0.447,0.073,2.647,0.193
0.450,0.072,2.644,0.191
0.450,0.072,2.646,0.191
0.447,0.073,2.643,0.192
0.444,0.073,2.647,0.194
0.441,0.074,2.647,0.196
0.438,0.074,2.642,0.196
0.435,0.075,2.646,0.199
0.432,0.076,2.644,0.201
0.429,0.077,2.645,0.203
0.426,0.078,2.643,0.206
0.423,0.079,2.641,0.209
0.420,0.081,2.644,0.214
0.417,0.083,2.645,0.219
0.414,0.085,2.644,0.225
0.411,0.088,2.648,0.233
0.408,0.092,2.644,0.243
0.405,0.097,2.645,0.256
0.402,0.103,2.642,0.273
0.399,0.113,2.641,0.299
0.396,0.128,2.644,0.340
0.393,0.154,2.642,0.408
0.390,0.211,2.638,0.557
0.387,0.387,2.641,1.023
0.384,0.550,2.403,1.322
0.381,0.592,2.022,1.197
0.378,0.616,1.645,1.014
0.375,0.631,1.342,0.847
0.372,0.642,1.088,0.698
0.369,0.650,0.867,0.564
0.366,0.656,0.678,0.445
0.363,0.661,0.538,0.356
0.360,0.664,0.422,0.280
0.357,0.667,0.319,0.213
0.354,0.669,0.250,0.167
0.351,0.670,0.192,0.129
0.348,0.672,0.147,0.099
0.345,0.673,0.111,0.075
0.342,0.674,0.086,0.058
0.339,0.674,0.065,0.043
0.336,0.674,0.051,0.034
0.333,0.675,0.041,0.028
0.330,0.675,0.035,0.024
0.327,0.675,0.025,0.017
0.324,0.675,0.021,0.014
0.321,0.676,0.018,0.012
0.318,0.676,0.015,0.010
0.315,0.676,0.017,0.012
0.312,0.676,0.015,0.010
0.309,0.676,0.015,0.010
0.306,0.676,0.016,0.011
0.303,0.676,0.015,0.010
0.300,0.676,0.016,0.011
TERMINATE SCAN MODE
