SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.684,0.015,0.010
0.303,0.684,0.015,0.010
0.306,0.684,0.016,0.011
0.309,0.683,0.016,0.011
0.312,0.683,0.016,0.011
0.315,0.683,0.016,0.011
0.318,0.683,0.015,0.010
0.321,0.683,0.015,0.010
0.324,0.683,0.015,0.010
0.327,0.683,0.016,0.011
0.330,0.682,0.015,0.010
0.333,0.682,0.015,0.010
0.336,0.682,0.016,0.011
0.339,0.682,0.016,0.011
0.342,0.682,0.015,0.010
0.345,0.681,0.018,0.012
0.348,0.681,0.024,0.016
0.351,0.681,0.033,0.022
0.354,0.680,0.050,0.034
0.357,0.679,0.067,0.045
0.360,0.678,0.104,0.070
0.363,0.676,0.159,0.107
0.366,0.674,0.227,0.153
0.369,0.670,0.358,0.240
0.372,0.662,0.602,0.399
0.375,0.655,0.801,0.525
0.378,0.644,1.095,0.705
0.381,0.624,1.499,0.936
0.384,0.600,1.855,1.113
0.387,0.577,2.109,1.217
0.390,0.439,2.513,1.104
0.393,0.266,2.584,0.686
0.396,0.164,2.584,0.423
0.399,0.120,2.581,0.311
0.402,0.101,2.584,0.261
0.405,0.094,2.584,0.243
0.408,0.089,2.583,0.230
0.411,0.085,2.583,0.219
0.414,0.083,2.578,0.214
0.417,0.081,2.584,0.208
0.420,0.078,2.578,0.202
0.423,0.077,2.579,0.197
0.426,0.075,2.581,0.195
0.429,0.074,2.579,0.190
0.432,0.073,2.581,0.188
0.435,0.072,2.581,0.187
0.438,0.072,2.580,0.185
0.441,0.071,2.581,0.184
0.444,0.071,2.579,0.184
0.447,0.071,2.581,0.183
0.450,0.070,2.584,0.181
0.450,0.071,2.580,0.183
0.447,0.074,2.583,0.190
0.444,0.076,2.584,0.197
0.441,0.082,2.583,0.211
0.438,0.088,2.582,0.227
0.435,0.097,2.581,0.251
0.432,0.114,2.583,0.294
0.429,0.160,2.583,0.413
0.426,0.267,2.580,0.688
0.423,0.344,2.547,0.876
0.420,0.346,2.534,0.876
0.417,0.330,2.536,0.837
0.414,0.439,2.510,1.102
0.411,0.559,2.233,1.249
0.408,0.615,1.613,0.992
0.405,0.638,1.162,0.741
0.402,0.653,0.776,0.506
0.399,0.661,0.538,0.355
0.396,0.665,0.398,0.265
0.393,0.669,0.282,0.189
0.390,0.671,0.225,0.151
0.387,0.671,0.225,0.151
0.384,0.672,0.165,0.111
0.381,0.673,0.122,0.082
0.378,0.675,0.086,0.058
0.375,0.675,0.068,0.046
0.372,0.676,0.045,0.030
0.369,0.676,0.037,0.025
0.366,0.676,0.029,0.019
0.363,0.676,0.023,0.016
0.360,0.676,0.021,0.014
0.357,0.676,0.019,0.013
0.354,0.676,0.016,0.011
0.351,0.676,0.015,0.010
0.348,0.676,0.015,0.010
0.345,0.676,0.015,0.010
0.342,0.676,0.015,0.010
0.339,0.676,0.015,0.010
0.336,0.676,0.015,0.010
0.333,0.676,0.016,0.011
0.330,0.676,0.016,0.011
0.327,0.676,0.017,0.011
0.324,0.676,0.017,0.011
0.321,0.676,0.016,0.011
0.318,0.676,0.015,0.010
0.315,0.676,0.016,0.011
0.312,0.675,0.016,0.011
0.309,0.675,0.016,0.011
0.306,0.676,0.015,0.010
0.303,0.675,0.016,0.011
0.300,0.675,0.016,0.011
TERMINATE SCAN MODE
