SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.680,0.015,0.010
0.303,0.679,0.016,0.011
0.306,0.679,0.016,0.011
0.309,0.679,0.017,0.011
0.312,0.679,0.015,0.010
0.315,0.679,0.015,0.010
0.318,0.679,0.016,0.011
0.321,0.679,0.017,0.012
0.324,0.678,0.022,0.015
0.327,0.678,0.027,0.018
0.330,0.678,0.031,0.021
0.333,0.677,0.041,0.028
0.336,0.677,0.051,0.035
0.339,0.676,0.067,0.045
0.342,0.676,0.085,0.057
0.345,0.675,0.113,0.076
0.348,0.674,0.149,0.100
0.351,0.672,0.193,0.130
0.354,0.671,0.250,0.168
0.357,0.669,0.320,0.214
0.360,0.665,0.422,0.281
0.363,0.661,0.539,0.356
0.366,0.657,0.681,0.447
0.369,0.650,0.873,0.567
0.372,0.641,1.087,0.697
0.375,0.630,1.341,0.845
0.378,0.614,1.657,1.017
0.381,0.586,2.039,1.194
0.384,0.529,2.410,1.274
0.387,0.316,2.536,0.802
0.390,0.186,2.535,0.472
0.393,0.143,2.539,0.362
0.396,0.121,2.540,0.308
0.399,0.109,2.540,0.276
0.402,0.100,2.541,0.254
0.405,0.094,2.538,0.238
0.408,0.089,2.541,0.227
0.411,0.086,2.540,0.218
0.414,0.083,2.534,0.210
0.417,0.081,2.536,0.205
0.420,0.079,2.538,0.200
0.423,0.077,2.535,0.196
0.426,0.076,2.539,0.193
0.429,0.075,2.531,0.190
0.432,0.074,2.538,0.189
0.435,0.074,2.539,0.187
0.438,0.073,2.537,0.185
0.441,0.072,2.542,0.184
0.444,0.072,2.538,0.182
0.447,0.071,2.538,0.181
0.450,0.071,2.542,0.180
0.450,0.071,2.534,0.179
0.447,0.071,2.541,0.181
0.444,0.071,2.535,0.181
0.441,0.072,2.534,0.183
0.438,0.073,2.532,0.184
0.435,0.073,2.536,0.186
0.432,0.074,2.536,0.187
0.429,0.075,2.534,0.190
0.426,0.076,2.534,0.192
0.423,0.077,2.535,0.196
0.420,0.079,2.532,0.200
0.417,0.081,2.537,0.205
0.414,0.083,2.535,0.211
0.411,0.086,2.530,0.217
0.408,0.089,2.535,0.227
0.405,0.094,2.531,0.238
0.402,0.100,2.530,0.252
0.399,0.109,2.532,0.276
0.396,0.122,2.531,0.308
0.393,0.145,2.529,0.366
0.390,0.193,2.528,0.487
0.387,0.333,2.525,0.842
0.384,0.532,2.381,1.267
0.381,0.584,2.014,1.177
0.378,0.611,1.638,1.002
0.375,0.628,1.337,0.839
0.372,0.638,1.087,0.694
0.369,0.646,0.877,0.567
0.366,0.653,0.683,0.446
0.363,0.658,0.542,0.357
0.360,0.662,0.427,0.282
0.357,0.665,0.325,0.216
0.354,0.667,0.252,0.168
0.351,0.669,0.193,0.129
0.348,0.670,0.149,0.100
0.345,0.670,0.112,0.075
0.342,0.671,0.087,0.058
0.339,0.672,0.068,0.046
0.336,0.672,0.051,0.034
0.333,0.672,0.041,0.028
0.330,0.673,0.032,0.021
0.327,0.673,0.027,0.018
0.324,0.673,0.021,0.014
0.321,0.673,0.019,0.012
0.318,0.673,0.018,0.012
0.315,0.673,0.015,0.010
0.312,0.673,0.015,0.010
0.309,0.673,0.015,0.010
0.306,0.673,0.015,0.010
0.303,0.673,0.017,0.011
0.300,0.673,0.016,0.011
TERMINATE SCAN MODE
