SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.690,0.015,0.010
0.303,0.689,0.016,0.011
0.306,0.689,0.015,0.010
0.309,0.689,0.015,0.010
0.312,0.689,0.015,0.010
0.315,0.688,0.015,0.011
0.318,0.688,0.016,0.011
0.321,0.688,0.018,0.012
0.324,0.687,0.021,0.015
0.327,0.687,0.025,0.017
0.330,0.687,0.033,0.022
0.333,0.686,0.040,0.028
0.336,0.686,0.051,0.035
0.339,0.685,0.067,0.046
0.342,0.684,0.086,0.059
0.345,0.683,0.109,0.074
0.348,0.682,0.148,0.101
0.351,0.680,0.186,0.127
0.354,0.679,0.248,0.168
0.357,0.676,0.319,0.216
0.360,0.672,0.417,0.281
0.363,0.669,0.531,0.355
0.366,0.663,0.676,0.448
0.369,0.656,0.866,0.568
0.372,0.648,1.078,0.698
0.375,0.636,1.335,0.849
0.378,0.619,1.655,1.024
0.381,0.591,2.037,1.204
0.384,0.559,2.255,1.261
0.387,0.439,2.581,1.134
0.390,0.219,2.625,0.574
0.393,0.144,2.633,0.379
0.396,0.126,2.635,0.332
0.399,0.113,2.647,0.299
0.402,0.104,2.662,0.277
0.405,0.097,2.662,0.259
0.408,0.092,2.658,0.246
0.411,0.088,2.651,0.234
0.414,0.085,2.644,0.225
0.417,0.083,2.644,0.219
0.420,0.081,2.639,0.214
0.423,0.079,2.640,0.209
0.426,0.078,2.644,0.206
0.429,0.077,2.646,0.203
0.432,0.076,2.653,0.202
0.435,0.075,2.644,0.199
0.438,0.074,2.641,0.196
0.441,0.074,2.646,0.195
0.444,0.073,2.641,0.193
0.447,0.073,2.641,0.192
0.450,0.072,2.641,0.191
0.450,0.072,2.641,0.191
0.447,0.073,2.646,0.193
0.444,0.074,2.643,0.195
0.441,0.075,2.647,0.198
0.438,0.075,2.653,0.200
0.435,0.076,2.650,0.201
0.432,0.077,2.651,0.205
0.429,0.079,2.648,0.209
0.426,0.080,2.649,0.212
0.423,0.082,2.650,0.216
0.420,0.084,2.647,0.223
0.417,0.087,2.648,0.229
0.414,0.089,2.648,0.236
0.411,0.094,2.645,0.248
0.408,0.099,2.647,0.263
0.405,0.107,2.646,0.283
0.402,0.120,2.644,0.317
0.399,0.141,2.646,0.372
0.396,0.176,2.646,0.465
0.393,0.254,2.645,0.672
0.390,0.425,2.579,1.097
0.387,0.550,2.335,1.283
0.384,0.598,1.900,1.136
0.381,0.622,1.521,0.946
0.378,0.637,1.225,0.780
0.375,0.646,0.992,0.641
0.372,0.655,0.770,0.504
0.369,0.660,0.632,0.417
0.366,0.665,0.468,0.311
0.363,0.669,0.368,0.246
0.360,0.671,0.312,0.209
0.357,0.673,0.227,0.153
0.354,0.675,0.172,0.116
0.351,0.676,0.133,0.090
0.348,0.677,0.102,0.069
0.345,0.678,0.075,0.051
0.342,0.678,0.058,0.039
0.339,0.678,0.046,0.031
0.336,0.679,0.036,0.024
0.333,0.679,0.028,0.019
0.330,0.679,0.025,0.017
0.327,0.679,0.020,0.014
0.324,0.679,0.019,0.013
0.321,0.679,0.016,0.011
0.318,0.679,0.016,0.011
0.315,0.679,0.016,0.011
0.312,0.679,0.017,0.011
0.309,0.679,0.015,0.010
0.306,0.679,0.015,0.010
0.303,0.679,0.017,0.012
0.300,0.679,0.015,0.010
TERMINATE SCAN MODE
