SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.676,0.015,0.010
0.303,0.677,0.015,0.010
0.306,0.676,0.015,0.010
0.309,0.676,0.016,0.011
0.312,0.677,0.017,0.011
0.315,0.676,0.015,0.010
0.318,0.677,0.015,0.010
0.321,0.676,0.018,0.012
0.324,0.676,0.021,0.014
0.327,0.676,0.025,0.017
0.330,0.676,0.032,0.021
0.333,0.676,0.040,0.027
0.336,0.675,0.050,0.034
0.339,0.675,0.066,0.045
0.342,0.674,0.086,0.058
0.345,0.673,0.111,0.075
0.348,0.672,0.148,0.099
0.351,0.671,0.193,0.129
0.354,0.669,0.250,0.167
0.357,0.666,0.320,0.213
0.360,0.663,0.423,0.280
0.363,0.659,0.537,0.354
0.366,0.654,0.681,0.446
0.369,0.646,0.877,0.567
0.372,0.637,1.090,0.695
0.375,0.625,1.348,0.842
0.378,0.607,1.664,1.010
0.381,0.578,2.045,1.181
0.384,0.517,2.422,1.253
0.387,0.309,2.556,0.790
0.390,0.184,2.560,0.472
0.393,0.141,2.558,0.361
0.396,0.120,2.562,0.308
0.399,0.108,2.561,0.276
0.402,0.099,2.559,0.253
0.405,0.093,2.562,0.238
0.408,0.089,2.561,0.227
0.411,0.085,2.563,0.218
0.414,0.082,2.564,0.211
0.417,0.080,2.553,0.204
0.420,0.078,2.559,0.200
0.423,0.076,2.560,0.196
0.426,0.075,2.557,0.192
0.429,0.074,2.557,0.190
0.432,0.073,2.555,0.187
0.435,0.073,2.557,0.186
0.438,0.072,2.558,0.184
0.441,0.071,2.555,0.182
0.444,0.071,2.559,0.181
0.447,0.070,2.559,0.180
0.450,0.070,2.560,0.179
0.450,0.070,2.560,0.179
0.447,0.070,2.557,0.180
0.444,0.071,2.561,0.182
0.441,0.072,2.560,0.183
0.438,0.072,2.557,0.184
0.435,0.073,2.559,0.186
0.432,0.073,2.558,0.187
0.429,0.074,2.558,0.190
0.426,0.075,2.556,0.192
0.423,0.076,2.555,0.195
0.420,0.078,2.557,0.199
0.417,0.080,2.554,0.204
0.414,0.082,2.555,0.210
0.411,0.085,2.560,0.217
0.408,0.089,2.555,0.226
0.405,0.093,2.559,0.238
0.402,0.099,2.555,0.254
0.399,0.108,2.556,0.277
0.396,0.122,2.558,0.311
0.393,0.144,2.558,0.368
0.390,0.191,2.559,0.490
0.387,0.334,2.557,0.855
0.384,0.526,2.388,1.256
0.381,0.580,2.024,1.174
0.378,0.608,1.649,1.003
0.375,0.625,1.345,0.841
0.372,0.638,1.092,0.697
0.369,0.647,0.877,0.567
0.366,0.654,0.683,0.447
0.363,0.660,0.541,0.357
0.360,0.664,0.421,0.279
0.357,0.667,0.324,0.216
0.354,0.669,0.250,0.167
0.351,0.671,0.195,0.131
0.348,0.673,0.150,0.101
0.345,0.674,0.112,0.075
0.342,0.675,0.084,0.057
0.339,0.675,0.067,0.045
0.336,0.676,0.051,0.034
0.333,0.676,0.040,0.027
0.330,0.676,0.032,0.022
0.327,0.676,0.026,0.017
0.324,0.677,0.021,0.015
0.321,0.677,0.020,0.013
0.318,0.677,0.015,0.010
0.315,0.677,0.015,0.010
0.312,0.677,0.015,0.010
0.309,0.677,0.015,0.010
0.306,0.677,0.015,0.010
0.303,0.677,0.015,0.010
0.300,0.677,0.015,0.010
TERMINATE SCAN MODE
