SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.685,0.016,0.011
0.303,0.685,0.015,0.010
0.306,0.685,0.015,0.010
0.309,0.685,0.015,0.010
0.312,0.685,0.015,0.010
0.315,0.685,0.015,0.010
0.318,0.684,0.016,0.011
0.321,0.684,0.018,0.012
0.324,0.684,0.023,0.015
0.327,0.684,0.026,0.018
0.330,0.683,0.032,0.022
0.333,0.683,0.039,0.027
0.336,0.682,0.051,0.035
0.339,0.682,0.067,0.046
0.342,0.681,0.085,0.058
0.345,0.680,0.110,0.075
0.348,0.679,0.147,0.100
0.351,0.678,0.191,0.129
0.354,0.676,0.250,0.169
0.357,0.674,0.320,0.216
0.360,0.671,0.417,0.280
0.363,0.667,0.534,0.356
0.366,0.662,0.676,0.448
0.369,0.655,0.864,0.566
0.372,0.647,1.080,0.699
0.375,0.636,1.336,0.850
0.378,0.620,1.651,1.024
0.381,0.595,2.034,1.211
0.384,0.548,2.420,1.326
0.387,0.360,2.631,0.947
0.390,0.204,2.636,0.539
0.393,0.152,2.633,0.399
0.396,0.128,2.640,0.338
0.399,0.114,2.635,0.300
0.402,0.104,2.633,0.273
0.405,0.098,2.634,0.258
0.408,0.093,2.630,0.245
0.411,0.089,2.636,0.234
0.414,0.086,2.637,0.227
0.417,0.084,2.636,0.221
0.420,0.082,2.639,0.217
0.423,0.080,2.636,0.212
0.426,0.079,2.638,0.209
0.429,0.078,2.640,0.206
0.432,0.077,2.638,0.204
0.435,0.076,2.637,0.201
0.438,0.076,2.635,0.200
0.441,0.075,2.635,0.197
0.444,0.074,2.635,0.196
0.447,0.074,2.636,0.195
0.450,0.073,2.636,0.194
0.450,0.074,2.635,0.194
0.447,0.074,2.632,0.194
0.444,0.074,2.637,0.196
0.441,0.075,2.638,0.198
0.438,0.076,2.641,0.200
0.435,0.076,2.641,0.202
0.432,0.077,2.642,0.204
0.429,0.078,2.640,0.206
0.426,0.079,2.644,0.210
0.423,0.081,2.642,0.213
0.420,0.082,2.640,0.217
0.417,0.084,2.630,0.221
0.414,0.086,2.628,0.226
0.411,0.089,2.629,0.234
0.408,0.093,2.625,0.245
0.405,0.098,2.627,0.257
0.402,0.104,2.627,0.274
0.399,0.114,2.625,0.300
0.396,0.129,2.628,0.339
0.393,0.155,2.625,0.406
0.390,0.211,2.625,0.554
0.387,0.383,2.620,1.003
0.384,0.550,2.389,1.315
0.381,0.595,2.013,1.198
0.378,0.620,1.642,1.018
0.375,0.635,1.339,0.850
0.372,0.646,1.086,0.702
0.369,0.654,0.874,0.572
0.366,0.661,0.678,0.448
0.363,0.665,0.537,0.357
0.360,0.669,0.419,0.280
0.357,0.672,0.320,0.215
0.354,0.675,0.250,0.168
0.351,0.676,0.193,0.130
0.348,0.678,0.147,0.100
0.345,0.679,0.110,0.075
0.342,0.679,0.085,0.058
0.339,0.680,0.070,0.048
0.336,0.681,0.051,0.035
0.333,0.681,0.038,0.026
0.330,0.681,0.031,0.021
0.327,0.682,0.027,0.018
0.324,0.681,0.021,0.014
0.321,0.682,0.019,0.013
0.318,0.682,0.015,0.010
0.315,0.682,0.015,0.010
0.312,0.682,0.017,0.011
0.309,0.682,0.015,0.010
0.306,0.682,0.015,0.010
0.303,0.682,0.015,0.011
0.300,0.682,0.018,0.012
TERMINATE SCAN MODE
