SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.688,0.015,0.010
0.303,0.688,0.015,0.010
0.306,0.688,0.015,0.010
0.309,0.687,0.015,0.010
0.312,0.687,0.015,0.010
0.315,0.687,0.015,0.010
0.318,0.687,0.016,0.011
0.321,0.687,0.018,0.012
0.324,0.686,0.021,0.014
0.327,0.686,0.029,0.020
0.330,0.686,0.032,0.022
0.333,0.685,0.042,0.029
0.336,0.685,0.051,0.035
0.339,0.684,0.065,0.045
0.342,0.683,0.082,0.056
0.345,0.683,0.110,0.075
0.348,0.681,0.148,0.101
0.351,0.680,0.191,0.130
0.354,0.678,0.247,0.167
0.357,0.676,0.319,0.216
0.360,0.673,0.418,0.281
0.363,0.669,0.530,0.355
0.366,0.664,0.677,0.450
0.369,0.657,0.868,0.570
0.372,0.649,1.081,0.702
0.375,0.638,1.336,0.852
0.378,0.622,1.653,1.028
0.381,0.594,2.032,1.206
0.384,0.532,2.404,1.278
0.387,0.300,2.500,0.749
0.390,0.180,2.497,0.449
0.393,0.139,2.504,0.349
0.396,0.119,2.503,0.297
0.399,0.106,2.502,0.266
0.402,0.098,2.505,0.245
0.405,0.092,2.504,0.231
0.408,0.088,2.505,0.220
0.411,0.084,2.502,0.211
0.414,0.081,2.501,0.203
0.417,0.079,2.506,0.199
0.420,0.077,2.498,0.193
0.423,0.076,2.500,0.190
0.426,0.075,2.501,0.187
0.429,0.074,2.495,0.184
0.432,0.073,2.500,0.182
0.435,0.072,2.498,0.179
0.438,0.071,2.500,0.178
0.441,0.071,2.503,0.177
0.444,0.070,2.500,0.176
0.447,0.070,2.503,0.174
0.450,0.070,2.503,0.174
0.450,0.070,2.499,0.174
0.447,0.070,2.499,0.175
0.444,0.070,2.500,0.176
0.441,0.071,2.499,0.177
0.438,0.071,2.500,0.179
0.435,0.072,2.499,0.180
0.432,0.073,2.498,0.182
0.429,0.074,2.498,0.184
0.426,0.075,2.496,0.187
0.423,0.076,2.499,0.190
0.420,0.077,2.495,0.193
0.417,0.079,2.496,0.198
0.414,0.082,2.498,0.204
0.411,0.084,2.498,0.210
0.408,0.088,2.503,0.220
0.405,0.092,2.499,0.230
0.402,0.098,2.499,0.245
0.399,0.107,2.498,0.268
0.396,0.120,2.498,0.299
0.393,0.141,2.498,0.353
0.390,0.186,2.498,0.464
0.387,0.318,2.493,0.793
0.384,0.535,2.369,1.268
0.381,0.590,2.006,1.185
0.378,0.617,1.636,1.010
0.375,0.633,1.331,0.843
0.372,0.644,1.083,0.697
0.369,0.652,0.869,0.567
0.366,0.659,0.677,0.446
0.363,0.663,0.537,0.356
0.360,0.667,0.418,0.279
0.357,0.670,0.321,0.215
0.354,0.672,0.249,0.168
0.351,0.674,0.193,0.130
0.348,0.675,0.145,0.098
0.345,0.676,0.112,0.076
0.342,0.677,0.086,0.058
0.339,0.677,0.067,0.045
0.336,0.678,0.051,0.034
0.333,0.678,0.040,0.027
0.330,0.678,0.031,0.021
0.327,0.678,0.026,0.017
0.324,0.678,0.022,0.015
0.321,0.678,0.018,0.012
0.318,0.678,0.015,0.010
0.315,0.678,0.016,0.011
0.312,0.678,0.015,0.010
0.309,0.678,0.015,0.010
0.306,0.678,0.015,0.010
0.303,0.678,0.015,0.010
0.300,0.678,0.016,0.011
TERMINATE SCAN MODE
