SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.687,0.015,0.010
0.303,0.687,0.015,0.010
0.306,0.687,0.016,0.011
0.309,0.687,0.016,0.011
0.312,0.686,0.017,0.012
0.315,0.686,0.015,0.010
0.318,0.686,0.015,0.010
0.321,0.686,0.018,0.012
0.324,0.685,0.021,0.014
0.327,0.685,0.027,0.018
0.330,0.685,0.032,0.022
0.333,0.684,0.040,0.028
0.336,0.684,0.050,0.034
0.339,0.683,0.066,0.045
0.342,0.682,0.085,0.058
0.345,0.681,0.111,0.076
0.348,0.680,0.149,0.101
0.351,0.679,0.192,0.131
0.354,0.677,0.250,0.169
0.357,0.674,0.322,0.217
0.360,0.671,0.420,0.282
0.363,0.667,0.539,0.360
0.366,0.662,0.681,0.451
0.369,0.655,0.877,0.575
0.372,0.647,1.087,0.704
0.375,0.636,1.347,0.856
0.378,0.620,1.660,1.029
0.381,0.593,2.035,1.208
0.384,0.544,2.420,1.317
0.387,0.351,2.608,0.916
0.390,0.202,2.607,0.526
0.393,0.153,2.609,0.398
0.396,0.128,2.608,0.335
0.399,0.115,2.609,0.299
0.402,0.105,2.611,0.275
0.405,0.099,2.610,0.258
0.408,0.094,2.610,0.246
0.411,0.091,2.611,0.236
0.414,0.088,2.606,0.228
0.417,0.086,2.610,0.224
0.420,0.083,2.607,0.218
0.423,0.082,2.605,0.213
0.426,0.081,2.608,0.211
0.429,0.080,2.601,0.207
0.432,0.078,2.607,0.205
0.435,0.078,2.608,0.203
0.438,0.077,2.606,0.201
0.441,0.076,2.608,0.199
0.444,0.076,2.604,0.197
0.447,0.075,2.604,0.196
0.450,0.075,2.604,0.195
0.450,0.075,2.600,0.195
0.447,0.076,2.607,0.197
0.444,0.076,2.604,0.197
0.441,0.076,2.605,0.199
0.438,0.077,2.606,0.201
0.435,0.078,2.602,0.202
0.432,0.079,2.606,0.205
0.429,0.080,2.606,0.208
0.426,0.081,2.606,0.210
0.423,0.082,2.608,0.214
0.420,0.084,2.606,0.218
0.417,0.085,2.605,0.222
0.414,0.087,2.605,0.227
0.411,0.091,2.600,0.235
0.408,0.094,2.604,0.246
0.405,0.099,2.602,0.258
0.402,0.105,2.601,0.274
0.399,0.115,2.604,0.301
0.396,0.130,2.599,0.337
0.393,0.155,2.601,0.402
0.390,0.211,2.604,0.549
0.387,0.377,2.597,0.978
0.384,0.547,2.388,1.306
0.381,0.592,2.007,1.188
0.378,0.617,1.641,1.013
0.375,0.633,1.336,0.846
0.372,0.644,1.086,0.699
0.369,0.652,0.871,0.568
0.366,0.659,0.684,0.451
0.363,0.664,0.539,0.357
0.360,0.667,0.427,0.285
0.357,0.670,0.326,0.218
0.354,0.672,0.250,0.168
0.351,0.674,0.196,0.132
0.348,0.675,0.150,0.101
0.345,0.677,0.111,0.075
0.342,0.677,0.087,0.059
0.339,0.678,0.067,0.045
0.336,0.678,0.049,0.033
0.333,0.678,0.040,0.027
0.330,0.679,0.031,0.021
0.327,0.679,0.026,0.018
0.324,0.679,0.021,0.014
0.321,0.679,0.019,0.013
0.318,0.679,0.016,0.011
0.315,0.679,0.018,0.012
0.312,0.679,0.017,0.011
0.309,0.679,0.015,0.010
0.306,0.679,0.015,0.010
0.303,0.679,0.017,0.011
0.300,0.679,0.016,0.011
TERMINATE SCAN MODE
