SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.685,0.016,0.011
0.303,0.685,0.016,0.011
0.306,0.684,0.015,0.011
0.309,0.684,0.016,0.011
0.312,0.684,0.017,0.011
0.315,0.684,0.015,0.010
0.318,0.684,0.016,0.011
0.321,0.683,0.018,0.013
0.324,0.683,0.022,0.015
0.327,0.683,0.028,0.019
0.330,0.682,0.032,0.022
0.333,0.682,0.040,0.027
0.336,0.682,0.050,0.034
0.339,0.681,0.069,0.047
0.342,0.681,0.091,0.062
0.345,0.680,0.113,0.077
0.348,0.679,0.156,0.106
0.351,0.677,0.197,0.133
0.354,0.675,0.253,0.171
0.357,0.674,0.311,0.210
0.360,0.670,0.434,0.291
0.363,0.666,0.545,0.363
0.366,0.661,0.697,0.461
0.369,0.654,0.890,0.583
0.372,0.643,1.163,0.748
0.375,0.634,1.357,0.861
0.378,0.613,1.693,1.037
0.381,0.555,2.055,1.140
0.384,0.439,2.263,0.993
0.387,0.252,2.320,0.585
0.390,0.152,2.318,0.352
0.393,0.122,2.317,0.283
0.396,0.106,2.320,0.246
0.399,0.094,2.322,0.219
0.402,0.088,2.317,0.203
0.405,0.084,2.321,0.194
0.408,0.080,2.321,0.185
0.411,0.076,2.323,0.177
0.414,0.074,2.319,0.172
0.417,0.072,2.320,0.167
0.420,0.071,2.318,0.164
0.423,0.069,2.322,0.160
0.426,0.068,2.316,0.157
0.429,0.067,2.318,0.155
0.432,0.066,2.316,0.153
0.435,0.065,2.315,0.152
0.438,0.065,2.317,0.150
0.441,0.064,2.315,0.149
0.444,0.064,2.318,0.148
0.447,0.063,2.317,0.147
0.450,0.063,2.315,0.146
0.450,0.063,2.317,0.147
0.447,0.064,2.315,0.148
0.444,0.064,2.317,0.149
0.441,0.065,2.317,0.151
0.438,0.065,2.316,0.152
0.435,0.066,2.317,0.154
0.432,0.067,2.313,0.155
0.429,0.068,2.314,0.158
0.426,0.069,2.313,0.160
0.423,0.070,2.313,0.162
0.420,0.072,2.316,0.167
0.417,0.074,2.316,0.171
0.414,0.076,2.313,0.177
0.411,0.080,2.317,0.184
0.408,0.084,2.315,0.194
0.405,0.088,2.316,0.205
0.402,0.096,2.317,0.223
0.399,0.108,2.316,0.249
0.396,0.124,2.317,0.288
0.393,0.162,2.319,0.377
0.390,0.244,2.316,0.564
0.387,0.388,2.291,0.890
0.384,0.573,2.053,1.176
0.381,0.611,1.702,1.040
0.378,0.632,1.370,0.865
0.375,0.645,1.080,0.696
0.372,0.653,0.884,0.577
0.369,0.658,0.711,0.468
0.366,0.664,0.550,0.365
0.363,0.667,0.446,0.297
0.360,0.669,0.360,0.241
0.357,0.672,0.261,0.176
0.354,0.674,0.201,0.135
0.351,0.675,0.154,0.104
0.348,0.676,0.117,0.079
0.345,0.677,0.084,0.057
0.342,0.677,0.070,0.047
0.339,0.678,0.055,0.037
0.336,0.678,0.044,0.030
0.333,0.678,0.033,0.022
0.330,0.679,0.027,0.018
0.327,0.679,0.022,0.015
0.324,0.679,0.019,0.013
0.321,0.679,0.016,0.011
0.318,0.679,0.015,0.010
0.315,0.679,0.016,0.011
0.312,0.679,0.015,0.010
0.309,0.679,0.015,0.010
0.306,0.679,0.015,0.010
0.303,0.679,0.015,0.010
0.300,0.679,0.015,0.010
TERMINATE SCAN MODE
