SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.626,0.016,0.010
0.303,0.626,0.015,0.009
0.306,0.626,0.015,0.009
0.309,0.626,0.016,0.010
0.312,0.626,0.015,0.009
0.315,0.626,0.016,0.010
0.318,0.625,0.016,0.010
0.321,0.625,0.019,0.012
0.324,0.626,0.019,0.012
0.327,0.625,0.025,0.016
0.330,0.625,0.029,0.018
0.333,0.625,0.036,0.023
0.336,0.625,0.045,0.028
0.339,0.624,0.059,0.037
0.342,0.624,0.078,0.049
0.345,0.623,0.098,0.061
0.348,0.622,0.131,0.082
0.351,0.621,0.170,0.106
0.354,0.619,0.222,0.138
0.357,0.618,0.288,0.178
0.360,0.615,0.377,0.232
0.363,0.612,0.478,0.292
0.366,0.608,0.608,0.370
0.369,0.602,0.781,0.470
0.372,0.595,0.974,0.579
0.375,0.586,1.190,0.698
0.378,0.574,1.470,0.843
0.381,0.554,1.797,0.996
0.384,0.522,2.119,1.106
0.387,0.429,2.422,1.040
0.390,0.240,2.464,0.591
0.393,0.169,2.465,0.417
0.396,0.138,2.466,0.341
0.399,0.121,2.468,0.299
0.402,0.111,2.471,0.274
0.405,0.104,2.470,0.256
0.408,0.099,2.472,0.244
0.411,0.094,2.473,0.233
0.414,0.092,2.472,0.226
0.417,0.089,2.470,0.220
0.420,0.087,2.473,0.215
0.423,0.085,2.470,0.211
0.426,0.084,2.472,0.208
0.429,0.083,2.470,0.205
0.432,0.082,2.472,0.203
0.435,0.081,2.475,0.201
0.438,0.081,2.472,0.199
0.441,0.080,2.474,0.198
0.444,0.079,2.471,0.196
0.447,0.079,2.473,0.195
0.450,0.078,2.472,0.194
0.450,0.079,2.472,0.194
0.447,0.079,2.467,0.195
0.444,0.079,2.469,0.196
0.441,0.080,2.469,0.197
0.438,0.081,2.469,0.199
0.435,0.081,2.471,0.201
0.432,0.082,2.469,0.203
0.429,0.083,2.471,0.206
0.426,0.085,2.472,0.209
0.423,0.086,2.472,0.213
0.420,0.088,2.469,0.217
0.417,0.090,2.469,0.222
0.414,0.092,2.472,0.229
0.411,0.096,2.469,0.236
0.408,0.100,2.468,0.247
0.405,0.106,2.467,0.260
0.402,0.114,2.468,0.280
0.399,0.127,2.467,0.313
0.396,0.147,2.465,0.362
0.393,0.191,2.464,0.470
0.390,0.288,2.459,0.709
0.387,0.474,2.366,1.121
0.384,0.537,2.033,1.091
0.381,0.562,1.700,0.955
0.378,0.578,1.384,0.800
0.375,0.589,1.111,0.655
0.372,0.597,0.923,0.551
0.369,0.603,0.740,0.446
0.366,0.609,0.575,0.350
0.363,0.612,0.454,0.278
0.360,0.615,0.357,0.220
0.357,0.618,0.275,0.170
0.354,0.620,0.212,0.131
0.351,0.621,0.163,0.101
0.348,0.622,0.125,0.078
0.345,0.623,0.091,0.057
0.342,0.624,0.072,0.045
0.339,0.624,0.056,0.035
0.336,0.624,0.044,0.027
0.333,0.625,0.035,0.022
0.330,0.625,0.027,0.017
0.327,0.625,0.025,0.016
0.324,0.625,0.020,0.012
0.321,0.625,0.017,0.011
0.318,0.625,0.015,0.010
0.315,0.625,0.015,0.009
0.312,0.625,0.015,0.009
0.309,0.625,0.016,0.010
0.306,0.625,0.015,0.009
0.303,0.625,0.016,0.010
0.300,0.625,0.017,0.011
TERMINATE SCAN MODE
