SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.638,0.015,0.010
0.303,0.638,0.015,0.010
0.306,0.638,0.015,0.009
0.309,0.638,0.017,0.011
0.312,0.638,0.015,0.010
0.315,0.637,0.017,0.011
0.318,0.637,0.016,0.010
0.321,0.637,0.018,0.012
0.324,0.637,0.021,0.013
0.327,0.636,0.024,0.015
0.330,0.636,0.030,0.019
0.333,0.635,0.037,0.024
0.336,0.635,0.049,0.031
0.339,0.635,0.062,0.039
0.342,0.634,0.079,0.050
0.345,0.633,0.104,0.066
0.348,0.632,0.139,0.088
0.351,0.630,0.180,0.113
0.354,0.629,0.232,0.146
0.357,0.626,0.300,0.188
0.360,0.623,0.393,0.245
0.363,0.619,0.503,0.312
0.366,0.615,0.638,0.392
0.369,0.608,0.823,0.500
0.372,0.600,1.026,0.615
0.375,0.589,1.272,0.750
0.378,0.574,1.572,0.902
0.381,0.550,1.938,1.066
0.384,0.507,2.311,1.171
0.387,0.336,2.512,0.844
0.390,0.195,2.527,0.493
0.393,0.147,2.529,0.371
0.396,0.123,2.534,0.312
0.399,0.110,2.536,0.278
0.402,0.101,2.539,0.255
0.405,0.094,2.538,0.239
0.408,0.089,2.537,0.227
0.411,0.086,2.540,0.217
0.414,0.083,2.538,0.210
0.417,0.081,2.541,0.205
0.420,0.079,2.541,0.200
0.423,0.077,2.537,0.196
0.426,0.076,2.542,0.193
0.429,0.075,2.540,0.191
0.432,0.074,2.544,0.188
0.435,0.073,2.541,0.186
0.438,0.072,2.537,0.183
0.441,0.072,2.537,0.183
0.444,0.071,2.537,0.181
0.447,0.071,2.536,0.180
0.450,0.071,2.539,0.179
0.450,0.070,2.538,0.179
0.447,0.071,2.540,0.180
0.444,0.071,2.542,0.181
0.441,0.072,2.538,0.182
0.438,0.073,2.542,0.185
0.435,0.073,2.542,0.186
0.432,0.074,2.539,0.188
0.429,0.075,2.540,0.190
0.426,0.076,2.536,0.192
0.423,0.077,2.538,0.196
0.420,0.079,2.537,0.200
0.417,0.081,2.533,0.204
0.414,0.083,2.536,0.210
0.411,0.086,2.533,0.217
0.408,0.090,2.534,0.227
0.405,0.095,2.534,0.240
0.402,0.101,2.535,0.256
0.399,0.110,2.534,0.280
0.396,0.125,2.533,0.316
0.393,0.150,2.530,0.379
0.390,0.204,2.529,0.516
0.387,0.361,2.509,0.906
0.384,0.509,2.276,1.158
0.381,0.547,1.913,1.047
0.378,0.570,1.553,0.885
0.375,0.584,1.264,0.739
0.372,0.595,1.028,0.611
0.369,0.602,0.821,0.494
0.366,0.609,0.639,0.389
0.363,0.613,0.505,0.310
0.360,0.617,0.397,0.245
0.357,0.620,0.302,0.187
0.354,0.622,0.232,0.144
0.351,0.624,0.180,0.112
0.348,0.625,0.138,0.086
0.345,0.626,0.103,0.064
0.342,0.626,0.075,0.047
0.339,0.627,0.063,0.040
0.336,0.627,0.048,0.030
0.333,0.627,0.036,0.023
0.330,0.628,0.030,0.019
0.327,0.628,0.026,0.017
0.324,0.628,0.020,0.013
0.321,0.628,0.019,0.012
0.318,0.628,0.016,0.010
0.315,0.628,0.015,0.009
0.312,0.628,0.015,0.010
0.309,0.628,0.018,0.011
0.306,0.628,0.015,0.009
0.303,0.628,0.015,0.009
0.300,0.628,0.015,0.010
TERMINATE SCAN MODE
