SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.645,0.016,0.010
0.303,0.645,0.016,0.011
0.306,0.645,0.018,0.012
0.309,0.645,0.017,0.011
0.312,0.644,0.015,0.010
0.315,0.644,0.016,0.010
0.318,0.644,0.017,0.011
0.321,0.644,0.020,0.013
0.324,0.643,0.025,0.016
0.327,0.643,0.027,0.017
0.330,0.642,0.032,0.020
0.333,0.642,0.041,0.026
0.336,0.641,0.052,0.033
0.339,0.640,0.071,0.045
0.342,0.639,0.094,0.060
0.345,0.638,0.117,0.075
0.348,0.636,0.157,0.100
0.351,0.635,0.201,0.127
0.354,0.633,0.256,0.162
0.357,0.631,0.313,0.198
0.360,0.626,0.430,0.269
0.363,0.622,0.549,0.342
0.366,0.617,0.683,0.421
0.369,0.608,0.901,0.547
0.372,0.594,1.190,0.707
0.375,0.586,1.366,0.800
0.378,0.567,1.676,0.950
0.381,0.532,2.038,1.084
0.384,0.469,2.294,1.076
0.387,0.361,2.481,0.895
0.390,0.194,2.487,0.484
0.393,0.145,2.492,0.362
0.396,0.122,2.489,0.305
0.399,0.108,2.489,0.268
0.402,0.099,2.492,0.248
0.405,0.095,2.492,0.236
0.408,0.091,2.494,0.226
0.411,0.087,2.493,0.216
0.414,0.085,2.491,0.212
0.417,0.082,2.492,0.205
0.420,0.080,2.488,0.200
0.423,0.079,2.490,0.196
0.426,0.078,2.488,0.193
0.429,0.076,2.486,0.189
0.432,0.076,2.491,0.188
0.435,0.075,2.489,0.186
0.438,0.074,2.489,0.185
0.441,0.074,2.493,0.184
0.444,0.073,2.489,0.182
0.447,0.073,2.492,0.181
0.450,0.072,2.494,0.181
0.450,0.072,2.491,0.180
0.447,0.073,2.489,0.182
0.444,0.074,2.484,0.183
0.441,0.074,2.485,0.185
0.438,0.075,2.491,0.188
0.435,0.076,2.488,0.189
0.432,0.077,2.491,0.192
0.429,0.078,2.488,0.195
0.426,0.080,2.491,0.198
0.423,0.081,2.489,0.201
0.420,0.083,2.490,0.206
0.417,0.085,2.491,0.212
0.414,0.087,2.493,0.218
0.411,0.091,2.484,0.226
0.408,0.098,2.489,0.244
0.405,0.104,2.488,0.259
0.402,0.115,2.491,0.286
0.399,0.134,2.491,0.335
0.396,0.176,2.489,0.438
0.393,0.259,2.489,0.643
0.390,0.421,2.416,1.018
0.387,0.502,2.239,1.124
0.384,0.546,1.847,1.008
0.381,0.568,1.521,0.863
0.378,0.584,1.198,0.700
0.375,0.593,1.005,0.596
0.372,0.601,0.813,0.489
0.369,0.608,0.643,0.391
0.366,0.613,0.484,0.297
0.363,0.617,0.395,0.244
0.360,0.619,0.310,0.192
0.357,0.622,0.221,0.138
0.354,0.624,0.176,0.110
0.351,0.625,0.136,0.085
0.348,0.625,0.112,0.070
0.345,0.626,0.081,0.051
0.342,0.626,0.063,0.040
0.339,0.627,0.051,0.032
0.336,0.627,0.038,0.024
0.333,0.627,0.029,0.018
0.330,0.627,0.026,0.016
0.327,0.627,0.021,0.013
0.324,0.627,0.018,0.011
0.321,0.627,0.015,0.010
0.318,0.627,0.018,0.011
0.315,0.627,0.016,0.010
0.312,0.627,0.017,0.011
0.309,0.627,0.015,0.009
0.306,0.627,0.015,0.009
0.303,0.627,0.016,0.010
0.300,0.626,0.016,0.010
TERMINATE SCAN MODE
