SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.613,0.015,0.009
0.303,0.613,0.015,0.009
0.306,0.613,0.016,0.010
0.309,0.613,0.015,0.009
0.312,0.612,0.015,0.009
0.315,0.612,0.017,0.010
0.318,0.612,0.018,0.011
0.321,0.612,0.019,0.012
0.324,0.612,0.021,0.013
0.327,0.611,0.025,0.015
0.330,0.611,0.031,0.019
0.333,0.611,0.040,0.025
0.336,0.610,0.047,0.029
0.339,0.610,0.064,0.039
0.342,0.609,0.082,0.050
0.345,0.608,0.108,0.065
0.348,0.607,0.143,0.087
0.351,0.606,0.183,0.111
0.354,0.604,0.239,0.144
0.357,0.601,0.309,0.186
0.360,0.598,0.405,0.243
0.363,0.595,0.515,0.307
0.366,0.590,0.655,0.386
0.369,0.584,0.835,0.488
0.372,0.576,1.048,0.604
0.375,0.566,1.293,0.732
0.378,0.552,1.603,0.885
0.381,0.529,1.964,1.040
0.384,0.484,2.329,1.126
0.387,0.296,2.463,0.728
0.390,0.178,2.464,0.439
0.393,0.137,2.465,0.337
0.396,0.117,2.464,0.288
0.399,0.105,2.464,0.258
0.402,0.096,2.465,0.238
0.405,0.091,2.470,0.224
0.408,0.086,2.466,0.213
0.411,0.083,2.467,0.205
0.414,0.080,2.467,0.198
0.417,0.078,2.463,0.192
0.420,0.076,2.465,0.188
0.423,0.075,2.464,0.184
0.426,0.073,2.468,0.181
0.429,0.072,2.465,0.178
0.432,0.071,2.463,0.176
0.435,0.071,2.467,0.174
0.438,0.070,2.465,0.173
0.441,0.070,2.464,0.171
0.444,0.069,2.467,0.171
0.447,0.069,2.460,0.169
0.450,0.068,2.465,0.168
0.450,0.068,2.463,0.168
0.447,0.069,2.460,0.169
0.444,0.069,2.466,0.170
0.441,0.070,2.464,0.172
0.438,0.070,2.464,0.172
0.435,0.071,2.466,0.175
0.432,0.072,2.463,0.177
0.429,0.073,2.468,0.179
0.426,0.073,2.466,0.181
0.423,0.075,2.467,0.185
0.420,0.077,2.467,0.189
0.417,0.078,2.466,0.193
0.414,0.081,2.465,0.199
0.411,0.084,2.461,0.206
0.408,0.087,2.460,0.214
0.405,0.091,2.467,0.226
0.402,0.098,2.464,0.241
0.399,0.107,2.462,0.264
0.396,0.121,2.465,0.297
0.393,0.143,2.460,0.353
0.390,0.195,2.462,0.480
0.387,0.333,2.456,0.818
0.384,0.490,2.282,1.119
0.381,0.529,1.908,1.010
0.378,0.550,1.557,0.856
0.375,0.564,1.261,0.711
0.372,0.573,1.026,0.588
0.369,0.580,0.822,0.477
0.366,0.586,0.639,0.374
0.363,0.591,0.508,0.300
0.360,0.594,0.399,0.237
0.357,0.597,0.304,0.181
0.354,0.599,0.238,0.143
0.351,0.600,0.181,0.109
0.348,0.601,0.139,0.084
0.345,0.602,0.106,0.064
0.342,0.603,0.083,0.050
0.339,0.603,0.064,0.038
0.336,0.604,0.053,0.032
0.333,0.604,0.038,0.023
0.330,0.604,0.031,0.018
0.327,0.605,0.024,0.015
0.324,0.605,0.021,0.013
0.321,0.604,0.017,0.010
0.318,0.605,0.015,0.009
0.315,0.604,0.015,0.009
0.312,0.605,0.015,0.009
0.309,0.604,0.015,0.009
0.306,0.604,0.016,0.010
0.303,0.604,0.016,0.010
0.300,0.604,0.016,0.010
TERMINATE SCAN MODE
