SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.640,0.017,0.011
0.303,0.640,0.015,0.010
0.306,0.639,0.017,0.011
0.309,0.639,0.015,0.010
0.312,0.639,0.015,0.010
0.315,0.639,0.017,0.011
0.318,0.638,0.015,0.010
0.321,0.638,0.018,0.012
0.324,0.638,0.021,0.013
0.327,0.637,0.027,0.017
0.330,0.637,0.029,0.018
0.333,0.636,0.037,0.023
0.336,0.636,0.045,0.029
0.339,0.635,0.061,0.038
0.342,0.634,0.081,0.051
0.345,0.633,0.106,0.067
0.348,0.632,0.138,0.087
0.351,0.631,0.180,0.113
0.354,0.628,0.232,0.146
0.357,0.626,0.300,0.188
0.360,0.622,0.394,0.245
0.363,0.618,0.503,0.311
0.366,0.613,0.633,0.388
0.369,0.606,0.817,0.495
0.372,0.597,1.013,0.605
0.375,0.586,1.255,0.736
0.378,0.570,1.546,0.882
0.381,0.546,1.898,1.037
0.384,0.507,2.260,1.145
0.387,0.371,2.512,0.932
0.390,0.209,2.524,0.527
0.393,0.153,2.522,0.387
0.396,0.128,2.525,0.324
0.399,0.114,2.526,0.288
0.402,0.104,2.524,0.263
0.405,0.098,2.525,0.247
0.408,0.093,2.525,0.235
0.411,0.089,2.521,0.224
0.414,0.086,2.523,0.217
0.417,0.084,2.516,0.212
0.420,0.082,2.519,0.206
0.423,0.080,2.522,0.203
0.426,0.079,2.519,0.199
0.429,0.078,2.522,0.196
0.432,0.077,2.520,0.194
0.435,0.076,2.520,0.192
0.438,0.075,2.522,0.190
0.441,0.075,2.520,0.189
0.444,0.074,2.527,0.188
0.447,0.074,2.526,0.187
0.450,0.073,2.524,0.185
0.450,0.074,2.529,0.186
0.447,0.074,2.526,0.187
0.444,0.075,2.525,0.188
0.441,0.075,2.524,0.189
0.438,0.075,2.520,0.190
0.435,0.076,2.523,0.192
0.432,0.077,2.522,0.194
0.429,0.078,2.519,0.196
0.426,0.079,2.519,0.199
0.423,0.080,2.514,0.202
0.420,0.082,2.519,0.206
0.417,0.084,2.517,0.210
0.414,0.086,2.512,0.216
0.411,0.089,2.518,0.223
0.408,0.093,2.516,0.233
0.405,0.098,2.519,0.246
0.402,0.104,2.518,0.262
0.399,0.114,2.514,0.287
0.396,0.129,2.520,0.326
0.393,0.156,2.518,0.393
0.390,0.215,2.515,0.541
0.387,0.392,2.503,0.981
0.384,0.501,2.227,1.115
0.381,0.538,1.874,1.008
0.378,0.562,1.528,0.858
0.375,0.577,1.249,0.720
0.372,0.587,1.015,0.596
0.369,0.596,0.813,0.484
0.366,0.602,0.635,0.382
0.363,0.608,0.502,0.305
0.360,0.611,0.393,0.240
0.357,0.614,0.301,0.185
0.354,0.616,0.232,0.143
0.351,0.618,0.179,0.111
0.348,0.619,0.139,0.086
0.345,0.620,0.104,0.065
0.342,0.621,0.080,0.049
0.339,0.621,0.059,0.037
0.336,0.622,0.049,0.031
0.333,0.622,0.037,0.023
0.330,0.622,0.030,0.019
0.327,0.622,0.025,0.015
0.324,0.622,0.021,0.013
0.321,0.622,0.017,0.011
0.318,0.622,0.016,0.010
0.315,0.622,0.015,0.010
0.312,0.622,0.016,0.010
0.309,0.622,0.016,0.010
0.306,0.621,0.016,0.010
0.303,0.621,0.015,0.010
0.300,0.621,0.015,0.009
TERMINATE SCAN MODE
