SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.630,0.015,0.010
0.303,0.629,0.014,0.009
0.306,0.629,0.017,0.011
0.309,0.629,0.015,0.009
0.312,0.629,0.015,0.010
0.315,0.629,0.015,0.010
0.318,0.629,0.015,0.010
0.321,0.629,0.019,0.012
0.324,0.629,0.022,0.014
0.327,0.629,0.028,0.017
0.330,0.629,0.031,0.020
0.333,0.628,0.041,0.026
0.336,0.628,0.049,0.031
0.339,0.628,0.067,0.042
0.342,0.627,0.088,0.055
0.345,0.627,0.111,0.070
0.348,0.626,0.147,0.092
0.351,0.624,0.192,0.120
0.354,0.623,0.244,0.152
0.357,0.621,0.315,0.195
0.360,0.618,0.413,0.255
0.363,0.614,0.527,0.324
0.366,0.610,0.668,0.407
0.369,0.603,0.857,0.517
0.372,0.596,1.060,0.632
0.375,0.586,1.306,0.765
0.378,0.571,1.612,0.921
0.381,0.546,1.977,1.080
0.384,0.495,2.332,1.153
0.387,0.292,2.445,0.713
0.390,0.178,2.446,0.435
0.393,0.139,2.449,0.341
0.396,0.119,2.444,0.292
0.399,0.107,2.447,0.263
0.402,0.099,2.449,0.243
0.405,0.093,2.445,0.228
0.408,0.089,2.448,0.219
0.411,0.086,2.446,0.209
0.414,0.083,2.448,0.203
0.417,0.081,2.450,0.198
0.420,0.079,2.447,0.194
0.423,0.078,2.446,0.190
0.426,0.077,2.449,0.187
0.429,0.075,2.447,0.185
0.432,0.075,2.447,0.183
0.435,0.074,2.446,0.180
0.438,0.073,2.445,0.179
0.441,0.073,2.445,0.178
0.444,0.072,2.447,0.177
0.447,0.072,2.448,0.176
0.450,0.071,2.448,0.174
0.450,0.071,2.447,0.175
0.447,0.072,2.450,0.176
0.444,0.072,2.451,0.177
0.441,0.073,2.450,0.178
0.438,0.073,2.450,0.180
0.435,0.074,2.445,0.181
0.432,0.075,2.449,0.183
0.429,0.075,2.449,0.185
0.426,0.076,2.446,0.187
0.423,0.078,2.445,0.190
0.420,0.079,2.444,0.194
0.417,0.081,2.447,0.198
0.414,0.083,2.450,0.204
0.411,0.086,2.445,0.210
0.408,0.090,2.449,0.220
0.405,0.094,2.450,0.230
0.402,0.099,2.446,0.243
0.399,0.109,2.449,0.266
0.396,0.121,2.448,0.296
0.393,0.142,2.447,0.346
0.390,0.185,2.446,0.452
0.387,0.312,2.443,0.762
0.384,0.503,2.305,1.159
0.381,0.548,1.955,1.072
0.378,0.572,1.596,0.913
0.375,0.586,1.304,0.764
0.372,0.596,1.062,0.633
0.369,0.604,0.856,0.517
0.366,0.610,0.671,0.410
0.363,0.615,0.530,0.326
0.360,0.618,0.413,0.255
0.357,0.621,0.318,0.197
0.354,0.623,0.246,0.153
0.351,0.625,0.189,0.118
0.348,0.626,0.148,0.093
0.345,0.627,0.111,0.070
0.342,0.628,0.084,0.052
0.339,0.628,0.065,0.041
0.336,0.629,0.053,0.034
0.333,0.629,0.040,0.025
0.330,0.629,0.032,0.020
0.327,0.629,0.026,0.017
0.324,0.629,0.022,0.014
0.321,0.629,0.019,0.012
0.318,0.630,0.016,0.010
0.315,0.630,0.016,0.010
0.312,0.630,0.015,0.009
0.309,0.630,0.015,0.009
0.306,0.630,0.015,0.010
0.303,0.630,0.015,0.009
0.300,0.630,0.016,0.010
TERMINATE SCAN MODE
