SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.702,0.015,0.011
0.303,0.702,0.017,0.012
0.306,0.702,0.015,0.011
0.309,0.702,0.016,0.011
0.312,0.701,0.016,0.011
0.315,0.701,0.015,0.011
0.318,0.701,0.016,0.011
0.321,0.700,0.017,0.012
0.324,0.700,0.021,0.015
0.327,0.699,0.026,0.018
0.330,0.699,0.031,0.021
0.333,0.699,0.040,0.028
0.336,0.698,0.052,0.037
0.339,0.698,0.064,0.045
0.342,0.697,0.084,0.059
0.345,0.696,0.110,0.076
0.348,0.695,0.146,0.102
0.351,0.693,0.187,0.130
0.354,0.691,0.243,0.168
0.357,0.689,0.314,0.216
0.360,0.686,0.411,0.282
0.363,0.682,0.526,0.359
0.366,0.678,0.663,0.450
0.369,0.671,0.852,0.572
0.372,0.664,1.054,0.699
0.375,0.653,1.308,0.855
0.378,0.638,1.608,1.027
0.381,0.613,1.977,1.212
0.384,0.559,2.337,1.307
0.387,0.356,2.519,0.897
0.390,0.212,2.561,0.542
0.393,0.158,2.574,0.407
0.396,0.132,2.580,0.340
0.399,0.117,2.583,0.303
0.402,0.107,2.585,0.277
0.405,0.101,2.585,0.260
0.408,0.096,2.586,0.247
0.411,0.092,2.592,0.238
0.414,0.089,2.591,0.231
0.417,0.087,2.593,0.225
0.420,0.085,2.592,0.220
0.423,0.083,2.592,0.216
0.426,0.082,2.592,0.212
0.429,0.081,2.594,0.210
0.432,0.080,2.597,0.208
0.435,0.079,2.596,0.205
0.438,0.078,2.593,0.203
0.441,0.078,2.594,0.201
0.444,0.077,2.593,0.200
0.447,0.077,2.594,0.199
0.450,0.076,2.594,0.198
0.450,0.076,2.593,0.198
0.447,0.077,2.590,0.199
0.444,0.077,2.590,0.200
0.441,0.078,2.589,0.201
0.438,0.078,2.588,0.202
0.435,0.079,2.587,0.204
0.432,0.080,2.588,0.206
0.429,0.081,2.590,0.209
0.426,0.082,2.588,0.212
0.423,0.083,2.586,0.215
0.420,0.085,2.584,0.219
0.417,0.087,2.583,0.224
0.414,0.089,2.583,0.230
0.411,0.092,2.583,0.237
0.408,0.096,2.579,0.248
0.405,0.101,2.581,0.260
0.402,0.107,2.580,0.277
0.399,0.118,2.579,0.304
0.396,0.134,2.575,0.344
0.393,0.161,2.574,0.414
0.390,0.222,2.560,0.568
0.387,0.379,2.510,0.950
0.384,0.562,2.310,1.299
0.381,0.610,1.955,1.193
0.378,0.634,1.596,1.011
0.375,0.648,1.301,0.843
0.372,0.658,1.067,0.702
0.369,0.665,0.854,0.568
0.366,0.672,0.668,0.448
0.363,0.676,0.527,0.356
0.360,0.679,0.415,0.282
0.357,0.682,0.314,0.214
0.354,0.684,0.247,0.169
0.351,0.686,0.190,0.130
0.348,0.687,0.144,0.099
0.345,0.688,0.110,0.075
0.342,0.689,0.085,0.058
0.339,0.689,0.065,0.045
0.336,0.689,0.049,0.034
0.333,0.689,0.039,0.027
0.330,0.690,0.031,0.021
0.327,0.690,0.026,0.018
0.324,0.690,0.020,0.014
0.321,0.690,0.020,0.014
0.318,0.690,0.016,0.011
0.315,0.690,0.019,0.013
0.312,0.690,0.015,0.010
0.309,0.690,0.015,0.011
0.306,0.690,0.015,0.010
0.303,0.690,0.016,0.011
0.300,0.690,0.015,0.010
TERMINATE SCAN MODE
