SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
3.394387,0.641981,0.12539999999999998,0.08050441739999999
3.403103,0.645396,0.0338,0.021814384799999996
3.403103,0.643688,0.0476,0.030639548800000003
3.38567,0.643688,0.09759999999999999,0.0628239488
3.394387,0.643688,0.092,0.059219296000000005
3.394387,0.641981,0.0254,0.0163063174
3.403103,0.640274,0.042,0.026891508
3.394387,0.643688,0.0338,0.0217566544
3.394387,0.645396,0.055999999999999994,0.03614217599999999
3.403103,0.641981,0.117,0.075111777
3.394387,0.643688,0.106,0.068230928
3.394387,0.638567,0.1142,0.0729243514
3.394387,0.641981,0.0642,0.0412151802
3.403103,0.645396,0.0588,0.0379492848
3.394387,0.641981,-0.010676394,-0.006854042096514
3.394387,0.641981,0.028200000000000003,0.018103864200000003
3.394387,0.643688,0.017088456000000002,0.010999634065728002
3.403103,0.641981,0.0726,0.0466078206
3.403103,0.645396,0.14200000000000002,0.09164623200000001
3.394387,0.643688,0.0642,0.0413247696
3.403103,0.643688,0.1142,0.07350916960000001
3.403103,0.643688,0.0948,0.0610216224
3.394387,0.638567,0.0504,0.0321837768
3.403103,0.645396,0.00042954639999999997,0.00027722752837439996
3.394387,0.641981,0.0394,0.0252940514
3.376954,0.641981,0.0588,0.037748482800000004
3.394387,0.643688,0.1338,0.08612545440000001
3.403103,0.641981,0.10039999999999999,0.06445489239999999
3.403103,0.640274,0.0754,0.0482766596
3.394387,0.643688,0.0838,0.0539410544
3.394387,0.643688,0.0032060319999999997,0.002063684326016
3.394387,0.643688,0.0338,0.0217566544
3.394387,0.643688,-0.007899908,-0.005085075980704
3.394387,0.643688,0.0698,0.0449294224
3.394387,0.641981,0.042,0.026963202000000002
3.403103,0.645396,0.0642,0.041434423199999994
3.394387,0.641981,0.0948,0.060859798799999996
3.394387,0.645396,0.12539999999999998,0.08093265839999998
3.394387,0.641981,0.0642,0.0412151802
3.394387,0.641981,0.0504,0.0323558424
3.394387,0.643688,0.019864942,0.012786824786096001
3.403103,0.643688,0.0838,0.0539410544
3.394387,0.643688,0.12260000000000001,0.07891614880000002
3.394387,0.643688,0.019864942,0.012786824786096001
3.394387,0.641981,0.1392,0.08936375519999999
3.394387,0.643688,0.117,0.075311496
3.38567,0.643688,0.0866,0.0557433808
3.394387,0.641981,0.09759999999999999,0.0626573456
3.394387,0.643688,0.0504,0.032441875200000005
3.394387,0.645396,0.117,0.075511332
3.394387,0.641981,0.0338,0.021698957799999998
3.394387,0.641981,0.0642,0.0412151802
3.394387,0.643688,0.0782,0.050336401600000004
3.394387,0.641981,0.09759999999999999,0.0626573456
3.394387,0.641981,0.0448,0.0287607488
3.394387,0.645396,0.117,0.075511332
3.38567,0.643688,0.0338,0.0217566544
3.403103,0.641981,0.106,0.068049986
3.394387,0.643688,0.008759002,0.005638064479376001
3.394387,0.643688,0.053200000000000004,0.0342442016
3.403103,0.641981,0.10039999999999999,0.06445489239999999
3.394387,0.643688,0.0754,0.0485340752
3.394387,0.643688,0.0698,0.0449294224
3.394387,0.643688,0.1198,0.0771138224
3.403103,0.643688,0.0588,0.0378488544
3.394387,0.643688,0.0588,0.0378488544
3.394387,0.645396,-0.007899908,-0.005098569023568
3.38567,0.641981,0.0254,0.0163063174
3.394387,0.643688,0.0754,0.0485340752
3.38567,0.647103,0.0504,0.0326139912
3.38567,0.645396,0.12260000000000001,0.07912554960000001
3.38567,0.643688,0.106,0.068230928
3.394387,0.641981,0.1586,0.1018181866
3.394387,0.647103,0.0726,0.046979677799999994
3.38567,0.641981,0.0588,0.037748482800000004
3.394387,0.640274,0.0588,0.0376481112
3.394387,0.640274,0.028200000000000003,0.0180557268
3.394387,0.643688,0.042,0.027034896000000003
3.403103,0.643688,0.092,0.059219296000000005
3.403103,0.641981,0.12819999999999998,0.0823019642
3.394387,0.643688,0.1476,0.09500834880000002
3.403103,0.641981,0.0866,0.0555955546
3.394387,0.647103,0.042,0.027178326000000003
3.394387,0.645396,0.011535486,0.0074449565224559994
3.394387,0.643688,0.055999999999999994,0.036046528
3.403103,0.647103,0.0476,0.0308021028
3.394387,0.640274,-0.013452878,-0.008613528008572
3.394387,0.641981,0.1392,0.08936375519999999
3.394387,0.641981,0.017088456000000002,0.010970464071336002
3.394387,0.641981,0.0892,0.0572647052
3.394387,0.641981,0.055999999999999994,0.035950935999999996
3.38567,0.643688,0.031,0.019954328
3.394387,0.640274,0.1586,0.1015474564
3.394387,0.643688,0.055999999999999994,0.036046528
3.394387,0.640274,0.014311972000000001,0.009163583560328
3.38567,0.645396,0.031,0.020007275999999997
3.394387,0.641981,0.0698,0.0448102738
3.394387,0.641981,0.0726,0.0466078206
3.403103,0.643688,0.09759999999999999,0.0628239488
3.394387,0.643688,0.1586,0.1020889168
3.403103,0.643688,0.0254,0.0163496752
3.394387,0.645396,0.08099999999999999,0.05227707599999999
3.38567,0.645396,0.0032060319999999997,0.0020691602286719997
3.394387,0.638567,0.0226,0.0144316142
3.394387,0.640274,0.09759999999999999,0.06249074239999999
3.394387,0.643688,0.0448,0.0288372224
3.394387,0.641981,0.12819999999999998,0.0823019642
3.38567,0.645396,0.0698,0.0450486408
3.394387,0.641981,0.09759999999999999,0.0626573456
3.394387,0.640274,0.0782,0.050069426800000004
3.394387,0.641981,0.0394,0.0252940514
3.403103,0.640274,0.042,0.026891508
3.394387,0.640274,0.0588,0.0376481112
3.394387,0.643688,0.028200000000000003,0.018152001600000002
3.38567,0.643688,0.1364,0.0877990432
3.38567,0.641981,0.0616,0.039546029600000004
3.38567,0.643688,0.0782,0.050336401600000004
3.38567,0.641981,0.14200000000000002,0.09116130200000001
3.38567,0.647103,0.10319999999999999,0.06678102959999999
3.394387,0.645396,-0.013452878,-0.008682433649688
3.394387,0.641981,-0.007899908,-0.005071590837748
3.38567,0.641981,-0.0023469380000000002,-0.0015066896041780002
3.394387,0.641981,0.092,0.059062252
3.394387,0.643688,0.08099999999999999,0.052138727999999995
3.38567,0.645396,0.092,0.05937643199999999
3.394387,0.645396,0.0838,0.0540841848
3.38567,0.643688,0.0892,0.057416969600000006
3.38567,0.643688,0.0032060319999999997,0.002063684326016
3.403103,0.643688,0.011535486,0.007425253912368
3.394387,0.645396,0.09759999999999999,0.06299064959999999
3.38567,0.643688,0.014311972000000001,0.009212444632736001
3.38567,0.643688,0.0948,0.0610216224
3.394387,0.641981,0.092,0.059062252
3.394387,0.641981,0.1364,0.0875662084
3.394387,0.640274,0.0892,0.057112440800000004
3.38567,0.641981,0.08099999999999999,0.052000461
3.403103,0.643688,0.0448,0.0288372224
3.38567,0.641981,-0.007899908,-0.005071590837748
3.38567,0.641981,-0.013452878,-0.008636492071318001
3.394387,0.643688,0.0948,0.0610216224
3.38567,0.640274,0.028200000000000003,0.0180557268
3.403103,0.647103,0.028200000000000003,0.0182483046
3.38567,0.643688,0.09759999999999999,0.0628239488
3.394387,0.641981,0.1114,0.0715166834
3.376954,0.643688,0.10319999999999999,0.0664286016
3.394387,0.641981,0.0448,0.0287607488
3.38567,0.647103,-0.06620000000000001,-0.042838218600000005
3.394387,0.643688,0.0754,0.0485340752
3.394387,0.640274,0.0338,0.021641261199999998
3.394387,0.641981,0.14200000000000002,0.09116130200000001
3.376954,0.643688,0.0838,0.0539410544
3.38567,0.645396,0.067,0.043241532
3.376954,0.643688,0.10039999999999999,0.0646262752
3.394387,0.641981,0.0588,0.037748482800000004
3.38567,0.641981,0.028200000000000003,0.018103864200000003
3.38567,0.643688,0.0642,0.0413247696
3.38567,0.641981,0.031,0.019901411
3.394387,0.643688,0.0226,0.0145473488
3.38567,0.641981,0.0866,0.0555955546
3.394387,0.643688,0.117,0.075311496
3.394387,0.641981,0.106,0.068049986
3.394387,0.645396,0.0366,0.023621493599999998
3.394387,0.647103,0.0448,0.0289902144
3.38567,0.645396,0.0032060319999999997,0.0020691602286719997
3.38567,0.643688,0.08099999999999999,0.052138727999999995
3.394387,0.645396,0.0698,0.0450486408
3.394387,0.641981,0.0476,0.030558295600000004
3.38567,0.643688,0.0698,0.0449294224
3.394387,0.641981,0.1448,0.09295884880000001
3.38567,0.643688,0.106,0.068230928
3.38567,0.638567,0.0892,0.0569601764
3.394387,0.645396,0.14200000000000002,0.09164623200000001
3.38567,0.643688,-0.0218,-0.014032398400000002
3.38567,0.641981,0.0726,0.0466078206
3.403103,0.643688,0.0616,0.039651180800000005
3.38567,0.645396,0.005982516,0.003861091896336
3.38567,0.641981,0.0866,0.0555955546
3.394387,0.643688,0.055999999999999994,0.036046528
3.394387,0.641981,0.117,0.075111777
3.38567,0.641981,0.1364,0.0875662084
3.38567,0.641981,0.067,0.04301272700000001
3.394387,0.643688,0.0616,0.039651180800000005
3.394387,0.643688,0.0448,0.0288372224
3.38567,0.641981,0.0504,0.0323558424
3.394387,0.641981,0.1532,0.0983514892
3.394387,0.643688,0.0892,0.057416969600000006
3.394387,0.645396,0.09759999999999999,0.06299064959999999
3.38567,0.645396,0.1142,0.07370422319999999
3.38567,0.641981,0.0838,0.0537980078
3.394387,0.645396,0.0948,0.06118354079999999
3.394387,0.641981,0.0782,0.050202914200000004
3.38567,0.641981,0.0448,0.0287607488
3.403103,0.640274,0.0504,0.0322698096
3.38567,0.641981,0.0866,0.0555955546
3.394387,0.643688,0.0504,0.032441875200000005
3.394387,0.641981,0.0866,0.0555955546
3.394387,0.641981,0.0588,0.037748482800000004
3.394387,0.641981,0.0726,0.0466078206
3.38567,0.641981,-0.0468,-0.030044710800000003
3.394387,0.645396,0.0448,0.028913740799999997
3.376954,0.643688,0.014311972000000001,0.009212444632736001
3.403103,0.643688,0.0754,0.0485340752
3.394387,0.643688,0.0782,0.050336401600000004
3.38567,0.643688,0.1448,0.09320602240000002
3.394387,0.643688,0.1114,0.07170684320000001
3.394387,0.645396,0.1448,0.0934533408
3.38567,0.641981,0.0254,0.0163063174
3.394387,0.645396,0.042,0.027106632000000002
3.394387,0.641981,0.017088456000000002,0.010970464071336002
3.38567,0.643688,0.0254,0.0163496752
3.38567,0.641981,0.0892,0.0572647052
3.38567,0.640274,0.09759999999999999,0.06249074239999999
3.38567,0.643688,0.09759999999999999,0.0628239488
3.394387,0.643688,0.1142,0.07350916960000001
3.394387,0.643688,0.0642,0.0413247696
3.394387,0.640274,0.005982516,0.003830449449384
3.394387,0.643688,0.005982516,0.0038508737590080004
3.38567,0.643688,0.014311972000000001,0.009212444632736001
3.394387,0.643688,0.0948,0.0610216224
3.403103,0.641981,0.10319999999999999,0.0662524392
3.394387,0.645396,0.0642,0.041434423199999994
3.394387,0.643688,0.067,0.043127096000000004
3.394387,0.645396,0.12819999999999998,0.08273976719999998
3.394387,0.641981,0.0726,0.0466078206
3.38567,0.643688,0.0254,0.0163496752
3.394387,0.645396,0.0254,0.016393058399999997
3.394387,0.641981,0.0642,0.0412151802
3.394387,0.645396,0.0226,0.014585949599999998
3.394387,0.643688,0.0642,0.0413247696
3.403103,0.641981,0.0782,0.050202914200000004
3.394387,0.643688,0.067,0.043127096000000004
3.403103,0.643688,0.0726,0.0467317488
3.394387,0.641981,0.028200000000000003,0.018103864200000003
3.394387,0.643688,-0.013452878,-0.008659456134064
3.394387,0.643688,0.053200000000000004,0.0342442016
3.38567,0.641981,0.0394,0.0252940514
3.394387,0.647103,0.0616,0.0398615448
3.394387,0.643688,0.0838,0.0539410544
3.38567,0.643688,0.12539999999999998,0.0807184752
3.394387,0.641981,0.0726,0.0466078206
3.394387,0.643688,0.0588,0.0378488544
3.403103,0.645396,0.1338,0.08635398479999999
3.394387,0.643688,0.0616,0.039651180800000005
3.394387,0.643688,0.014311972000000001,0.009212444632736001
3.394387,0.643688,0.0642,0.0413247696
3.38567,0.645396,0.0588,0.0379492848
3.403103,0.640274,0.09759999999999999,0.06249074239999999
3.403103,0.643688,0.0448,0.0288372224
3.394387,0.647103,0.0838,0.0542272314
3.394387,0.641981,0.0892,0.0572647052
3.403103,0.643688,0.1142,0.07350916960000001
3.394387,0.643688,0.067,0.043127096000000004
3.394387,0.641981,0.0588,0.037748482800000004
3.394387,0.645396,0.0338,0.021814384799999996
3.411819,0.643688,0.005982516,0.0038508737590080004
3.38567,0.643688,0.042,0.027034896000000003
3.403103,0.641981,0.1338,0.08589705780000001
3.394387,0.641981,0.092,0.059062252
3.394387,0.643688,0.1338,0.08612545440000001
3.394387,0.641981,0.10039999999999999,0.06445489239999999
3.38567,0.643688,0.067,0.043127096000000004
3.394387,0.641981,0.0754,0.048405367399999996
3.403103,0.641981,0.0866,0.0555955546
3.394387,0.645396,0.0226,0.014585949599999998
3.394387,0.643688,0.0948,0.0610216224
3.38567,0.643688,0.067,0.043127096000000004
3.394387,0.641981,0.0782,0.050202914200000004
3.38567,0.645396,0.09759999999999999,0.06299064959999999
3.394387,0.641981,0.1532,0.0983514892
3.394387,0.641981,0.055999999999999994,0.035950935999999996
3.403103,0.645396,0.042,0.027106632000000002
3.38567,0.641981,0.005982516,0.003840661604196
3.403103,0.641981,0.0726,0.0466078206
3.394387,0.645396,0.067,0.043241532
3.394387,0.641981,0.0838,0.0537980078
3.394387,0.641981,0.0866,0.0555955546
3.394387,0.641981,0.0726,0.0466078206
3.403103,0.641981,0.106,0.068049986
3.403103,0.643688,0.067,0.043127096000000004
3.38567,0.640274,0.0448,0.0286842752
3.394387,0.643688,0.0226,0.0145473488
3.38567,0.640274,0.0588,0.0376481112
3.394387,0.640274,0.0504,0.0322698096
3.394387,0.641981,0.0394,0.0252940514
3.38567,0.643688,0.1198,0.0771138224
3.394387,0.640274,0.1642,0.1051329908
3.394387,0.641981,0.10039999999999999,0.06445489239999999
3.394387,0.645396,0.019864942,0.012820754107032
3.403103,0.643688,0.12539999999999998,0.0807184752
3.38567,0.640274,-0.0524,-0.033550357600000004
3.394387,0.643688,0.053200000000000004,0.0342442016
3.394387,0.645396,0.0866,0.055891293599999996
3.394387,0.647103,0.0448,0.0289902144
3.394387,0.641981,0.1198,0.0769093238
3.394387,0.640274,0.092,0.058905208
3.403103,0.640274,0.10319999999999999,0.06607627679999999
3.394387,0.643688,0.0726,0.0467317488
3.38567,0.641981,0.12260000000000001,0.0787068706
3.38567,0.643688,0.019864942,0.012786824786096001
3.403103,0.647103,0.042,0.027178326000000003
3.394387,0.641981,0.067,0.04301272700000001
3.394387,0.640274,-0.010676394,-0.006835817491956
3.403103,0.645396,0.1476,0.0952604496
3.403103,0.641981,0.10039999999999999,0.06445489239999999
3.394387,0.641981,0.0448,0.0287607488
3.403103,0.641981,0.1114,0.0715166834
3.394387,0.641981,0.019864942,0.012752915330102
3.38567,0.643688,0.0948,0.0610216224
3.38567,0.640274,0.053200000000000004,0.0340625768
3.394387,0.641981,0.053200000000000004,0.0341533892
3.394387,0.641981,0.092,0.059062252
3.403103,0.641981,0.005982516,0.003840661604196
3.394387,0.643688,0.0838,0.0539410544
3.411819,0.641981,0.106,0.068049986
3.394387,0.641981,0.1364,0.0875662084
3.394387,0.641981,0.053200000000000004,0.0341533892
3.394387,0.643688,0.0394,0.0253613072
3.403103,0.641981,0.0754,0.048405367399999996
3.38567,0.645396,0.042,0.027106632000000002
3.403103,0.638567,0.0698,0.0445719766
3.394387,0.647103,0.0948,0.0613453644
3.403103,0.641981,0.1114,0.0715166834
3.403103,0.647103,0.10039999999999999,0.0649691412
3.403103,0.641981,0.0476,0.030558295600000004
3.394387,0.643688,0.0448,0.0288372224
3.394387,0.641981,0.028200000000000003,0.018103864200000003
3.403103,0.641981,0.0782,0.050202914200000004
3.38567,0.643688,0.017088456000000002,0.010999634065728002
3.394387,0.640274,0.1114,0.0713265236
3.403103,0.643688,0.0226,0.0145473488
3.403103,0.645396,0.0782,0.0504699672
3.394387,0.641981,0.1198,0.0769093238
3.394387,0.645396,0.1338,0.08635398479999999
3.394387,0.643688,0.0754,0.0485340752
3.403103,0.641981,0.0782,0.050202914200000004
3.394387,0.643688,-0.0274,-0.0176370512
3.411819,0.641981,0.10319999999999999,0.0662524392
3.403103,0.643688,0.0448,0.0288372224
3.394387,0.640274,0.08099999999999999,0.05186219399999999
3.403103,0.645396,0.106,0.068411976
3.403103,0.641981,0.106,0.068049986
3.403103,0.641981,0.0948,0.060859798799999996
3.394387,0.643688,0.1364,0.0877990432
3.403103,0.641981,0.011535486,0.007405562837766
3.394387,0.640274,0.014311972000000001,0.009163583560328
3.394387,0.643688,0.0698,0.0449294224
3.403103,0.643688,0.0588,0.0378488544
3.403103,0.643688,0.0588,0.0378488544
3.38567,0.645396,0.117,0.075511332
3.394387,0.645396,0.08099999999999999,0.05227707599999999
3.394387,0.643688,0.0754,0.0485340752
3.394387,0.643688,0.10319999999999999,0.0664286016
3.403103,0.643688,0.008759002,0.005638064479376001
3.411819,0.641981,0.053200000000000004,0.0341533892
