SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.669,0.015,0.010
0.303,0.668,0.015,0.010
0.306,0.668,0.015,0.010
0.309,0.668,0.015,0.010
0.312,0.668,0.016,0.011
0.315,0.668,0.018,0.012
0.318,0.668,0.016,0.011
0.321,0.668,0.015,0.010
0.324,0.668,0.017,0.011
0.327,0.668,0.015,0.010
0.330,0.668,0.015,0.010
0.333,0.668,0.015,0.010
0.336,0.667,0.018,0.012
0.339,0.667,0.015,0.010
0.342,0.667,0.015,0.010
0.345,0.667,0.016,0.010
0.348,0.667,0.015,0.010
0.351,0.667,0.015,0.010
0.354,0.667,0.015,0.010
0.357,0.667,0.019,0.012
0.360,0.667,0.015,0.010
0.363,0.667,0.016,0.011
0.366,0.667,0.015,0.010
0.369,0.667,0.015,0.010
0.372,0.667,0.016,0.010
0.375,0.667,0.016,0.010
0.378,0.666,0.015,0.010
0.381,0.667,0.015,0.010
0.384,0.666,0.018,0.012
0.387,0.666,0.019,0.013
0.390,0.666,0.026,0.017
0.393,0.665,0.032,0.022
0.396,0.665,0.045,0.030
0.399,0.664,0.069,0.046
0.402,0.662,0.134,0.089
0.405,0.660,0.182,0.120
0.408,0.658,0.248,0.163
0.411,0.654,0.375,0.245
0.414,0.651,0.450,0.292
0.417,0.647,0.549,0.355
0.420,0.639,0.751,0.480
0.423,0.627,1.042,0.653
0.426,0.611,1.352,0.827
0.429,0.569,1.945,1.107
0.432,0.463,2.388,1.105
0.435,0.290,2.498,0.726
0.438,0.197,2.504,0.494
0.441,0.155,2.502,0.387
0.444,0.144,2.506,0.362
0.447,0.129,2.506,0.323
0.450,0.119,2.509,0.300
0.450,0.133,2.508,0.334
0.447,0.415,2.467,1.023
0.444,0.609,1.390,0.847
0.441,0.650,0.461,0.300
0.438,0.661,0.133,0.088
0.435,0.664,0.039,0.026
0.432,0.665,0.020,0.013
0.429,0.665,0.015,0.010
0.426,0.665,0.017,0.011
0.423,0.665,0.015,0.010
0.420,0.665,0.015,0.010
0.417,0.665,0.017,0.011
0.414,0.665,0.015,0.010
0.411,0.665,0.017,0.011
0.408,0.665,0.017,0.011
0.405,0.665,0.015,0.010
0.402,0.665,0.015,0.010
0.399,0.665,0.016,0.010
0.396,0.665,0.016,0.010
0.393,0.665,0.015,0.010
0.390,0.665,0.015,0.010
0.387,0.665,0.015,0.010
0.384,0.665,0.016,0.011
0.381,0.664,0.015,0.010
0.378,0.664,0.015,0.010
0.375,0.664,0.015,0.010
0.372,0.664,0.015,0.010
0.369,0.664,0.015,0.010
0.366,0.664,0.015,0.010
0.363,0.664,0.015,0.010
0.360,0.664,0.015,0.010
0.357,0.664,0.015,0.010
0.354,0.664,0.015,0.010
0.351,0.664,0.015,0.010
0.348,0.664,0.015,0.010
0.345,0.664,0.017,0.011
0.342,0.664,0.015,0.010
0.339,0.664,0.015,0.010
0.336,0.664,0.016,0.010
0.333,0.664,0.016,0.010
0.330,0.664,0.015,0.010
0.327,0.664,0.015,0.010
0.324,0.664,0.015,0.010
0.321,0.664,0.016,0.011
0.318,0.664,0.015,0.010
0.315,0.663,0.016,0.011
0.312,0.664,0.015,0.010
0.309,0.663,0.015,0.010
0.306,0.663,0.015,0.010
0.303,0.664,0.015,0.010
0.300,0.663,0.015,0.010
TERMINATE SCAN MODE
