SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.687,0.016,0.011
0.303,0.686,0.016,0.011
0.306,0.686,0.019,0.013
0.309,0.686,0.015,0.011
0.312,0.686,0.015,0.010
0.315,0.685,0.016,0.011
0.318,0.685,0.016,0.011
0.321,0.685,0.018,0.012
0.324,0.684,0.020,0.014
0.327,0.684,0.025,0.017
0.330,0.683,0.030,0.021
0.333,0.683,0.039,0.027
0.336,0.683,0.047,0.032
0.339,0.682,0.062,0.042
0.342,0.681,0.081,0.055
0.345,0.680,0.107,0.073
0.348,0.679,0.141,0.095
0.351,0.678,0.182,0.123
0.354,0.676,0.234,0.158
0.357,0.674,0.305,0.205
0.360,0.671,0.398,0.267
0.363,0.667,0.509,0.340
0.366,0.663,0.639,0.423
0.369,0.656,0.819,0.537
0.372,0.649,1.012,0.657
0.375,0.639,1.256,0.802
0.378,0.625,1.536,0.960
0.381,0.603,1.878,1.133
0.384,0.564,2.226,1.254
0.387,0.402,2.464,0.990
0.390,0.224,2.481,0.555
0.393,0.164,2.487,0.407
0.396,0.135,2.479,0.334
0.399,0.120,2.481,0.297
0.402,0.110,2.484,0.273
0.405,0.103,2.480,0.255
0.408,0.098,2.483,0.244
0.411,0.094,2.484,0.234
0.414,0.091,2.483,0.227
0.417,0.089,2.481,0.221
0.420,0.087,2.481,0.216
0.423,0.085,2.482,0.212
0.426,0.084,2.484,0.209
0.429,0.083,2.480,0.206
0.432,0.082,2.482,0.204
0.435,0.081,2.476,0.201
0.438,0.080,2.478,0.199
0.441,0.080,2.480,0.199
0.444,0.079,2.476,0.196
0.447,0.079,2.481,0.196
0.450,0.079,2.480,0.195
0.450,0.079,2.480,0.195
0.447,0.079,2.480,0.196
0.444,0.079,2.480,0.197
0.441,0.080,2.478,0.199
0.438,0.081,2.478,0.200
0.435,0.081,2.473,0.201
0.432,0.082,2.476,0.203
0.429,0.083,2.476,0.205
0.426,0.084,2.476,0.208
0.423,0.085,2.480,0.212
0.420,0.087,2.476,0.216
0.417,0.089,2.479,0.221
0.414,0.091,2.482,0.227
0.411,0.094,2.478,0.234
0.408,0.098,2.480,0.244
0.405,0.103,2.477,0.256
0.402,0.110,2.479,0.272
0.399,0.121,2.477,0.300
0.396,0.136,2.479,0.338
0.393,0.165,2.472,0.407
0.390,0.231,2.472,0.571
0.387,0.419,2.443,1.024
0.384,0.561,2.209,1.240
0.381,0.598,1.864,1.116
0.378,0.620,1.533,0.950
0.375,0.633,1.244,0.788
0.372,0.643,1.010,0.649
0.369,0.650,0.819,0.533
0.366,0.656,0.642,0.421
0.363,0.661,0.508,0.336
0.360,0.664,0.398,0.265
0.357,0.667,0.306,0.204
0.354,0.669,0.235,0.157
0.351,0.670,0.184,0.123
0.348,0.671,0.141,0.095
0.345,0.672,0.108,0.072
0.342,0.673,0.082,0.055
0.339,0.673,0.063,0.042
0.336,0.674,0.050,0.034
0.333,0.674,0.037,0.025
0.330,0.674,0.029,0.020
0.327,0.674,0.026,0.018
0.324,0.674,0.020,0.013
0.321,0.674,0.017,0.012
0.318,0.674,0.015,0.010
0.315,0.674,0.015,0.010
0.312,0.674,0.017,0.011
0.309,0.674,0.015,0.010
0.306,0.674,0.015,0.010
0.303,0.674,0.015,0.010
0.300,0.674,0.015,0.010
TERMINATE SCAN MODE
