SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.700,0.017,0.012
0.303,0.700,0.015,0.011
0.306,0.700,0.015,0.010
0.309,0.699,0.016,0.011
0.312,0.699,0.015,0.010
0.315,0.699,0.015,0.011
0.318,0.699,0.017,0.012
0.321,0.698,0.016,0.011
0.324,0.698,0.016,0.011
0.327,0.698,0.015,0.010
0.330,0.698,0.017,0.012
0.333,0.697,0.016,0.011
0.336,0.697,0.016,0.011
0.339,0.697,0.015,0.011
0.342,0.697,0.015,0.010
0.345,0.697,0.015,0.010
0.348,0.696,0.015,0.011
0.351,0.696,0.015,0.010
0.354,0.696,0.016,0.011
0.357,0.696,0.015,0.011
0.360,0.695,0.015,0.011
0.363,0.695,0.016,0.011
0.366,0.695,0.016,0.011
0.369,0.695,0.015,0.010
0.372,0.695,0.015,0.011
0.375,0.694,0.015,0.011
0.378,0.694,0.015,0.010
0.381,0.694,0.014,0.010
0.384,0.694,0.016,0.011
0.387,0.694,0.016,0.011
0.390,0.693,0.018,0.012
0.393,0.693,0.021,0.015
0.396,0.693,0.025,0.018
0.399,0.692,0.032,0.022
0.402,0.691,0.051,0.035
0.405,0.690,0.084,0.058
0.408,0.690,0.097,0.067
0.411,0.688,0.144,0.099
0.414,0.687,0.186,0.128
0.417,0.685,0.223,0.153
0.420,0.683,0.303,0.207
0.423,0.677,0.464,0.314
0.426,0.673,0.583,0.392
0.429,0.663,0.856,0.568
0.432,0.646,1.229,0.794
0.435,0.629,1.519,0.956
0.438,0.594,1.849,1.098
0.441,0.485,2.220,1.077
0.444,0.452,2.341,1.059
0.447,0.346,2.525,0.874
0.450,0.255,2.603,0.663
0.450,0.420,2.401,1.010
0.447,0.648,1.189,0.770
0.444,0.675,0.480,0.324
0.441,0.687,0.113,0.077
0.438,0.689,0.032,0.022
0.435,0.689,0.016,0.011
0.432,0.689,0.015,0.011
0.429,0.689,0.015,0.010
0.426,0.689,0.016,0.011
0.423,0.689,0.017,0.012
0.420,0.689,0.015,0.010
0.417,0.688,0.015,0.010
0.414,0.688,0.015,0.010
0.411,0.688,0.017,0.012
0.408,0.688,0.015,0.011
0.405,0.688,0.017,0.012
0.402,0.688,0.015,0.010
0.399,0.688,0.015,0.011
0.396,0.687,0.016,0.011
0.393,0.687,0.015,0.010
0.390,0.687,0.015,0.010
0.387,0.687,0.017,0.011
0.384,0.687,0.016,0.011
0.381,0.687,0.015,0.010
0.378,0.687,0.015,0.011
0.375,0.687,0.016,0.011
0.372,0.687,0.015,0.010
0.369,0.686,0.015,0.010
0.366,0.686,0.015,0.010
0.363,0.686,0.018,0.012
0.360,0.686,0.016,0.011
0.357,0.686,0.016,0.011
0.354,0.686,0.016,0.011
0.351,0.686,0.015,0.010
0.348,0.685,0.015,0.010
0.345,0.685,0.015,0.010
0.342,0.685,0.015,0.010
0.339,0.685,0.015,0.010
0.336,0.685,0.017,0.012
0.333,0.685,0.015,0.011
0.330,0.685,0.015,0.010
0.327,0.685,0.015,0.010
0.324,0.685,0.015,0.010
0.321,0.684,0.015,0.010
0.318,0.684,0.016,0.011
0.315,0.684,0.017,0.011
0.312,0.684,0.015,0.010
0.309,0.684,0.015,0.010
0.306,0.684,0.016,0.011
0.303,0.684,0.016,0.011
0.300,0.684,0.016,0.011
TERMINATE SCAN MODE
