SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.704,0.015,0.011
0.303,0.704,0.015,0.011
0.306,0.704,0.015,0.011
0.309,0.704,0.016,0.011
0.312,0.703,0.015,0.011
0.315,0.703,0.015,0.010
0.318,0.703,0.015,0.011
0.321,0.703,0.015,0.011
0.324,0.702,0.015,0.011
0.327,0.702,0.016,0.011
0.330,0.702,0.016,0.011
0.333,0.702,0.016,0.011
0.336,0.701,0.015,0.010
0.339,0.701,0.015,0.011
0.342,0.701,0.015,0.011
0.345,0.701,0.015,0.011
0.348,0.701,0.015,0.011
0.351,0.700,0.016,0.011
0.354,0.700,0.015,0.011
0.357,0.700,0.015,0.010
0.360,0.700,0.015,0.010
0.363,0.700,0.015,0.011
0.366,0.699,0.015,0.010
0.369,0.699,0.016,0.011
0.372,0.699,0.015,0.010
0.375,0.699,0.016,0.011
0.378,0.699,0.015,0.011
0.381,0.699,0.015,0.011
0.384,0.699,0.016,0.011
0.387,0.698,0.015,0.010
0.390,0.698,0.015,0.010
0.393,0.698,0.017,0.012
0.396,0.698,0.015,0.011
0.399,0.698,0.016,0.011
0.402,0.698,0.015,0.010
0.405,0.697,0.017,0.012
0.408,0.697,0.019,0.013
0.411,0.697,0.020,0.014
0.414,0.697,0.024,0.016
0.417,0.696,0.028,0.019
0.420,0.696,0.038,0.026
0.423,0.695,0.059,0.041
0.426,0.695,0.074,0.051
0.429,0.693,0.120,0.083
0.432,0.691,0.192,0.133
0.435,0.688,0.262,0.180
0.438,0.685,0.365,0.250
0.441,0.678,0.544,0.369
0.444,0.674,0.657,0.442
0.447,0.668,0.807,0.539
0.450,0.657,1.052,0.691
0.450,0.672,0.700,0.470
0.447,0.689,0.206,0.142
0.444,0.694,0.074,0.051
0.441,0.695,0.021,0.015
0.438,0.695,0.017,0.012
0.435,0.695,0.016,0.011
0.432,0.696,0.014,0.010
0.429,0.696,0.015,0.011
0.426,0.695,0.015,0.010
0.423,0.695,0.016,0.011
0.420,0.695,0.015,0.011
0.417,0.695,0.016,0.011
0.414,0.695,0.015,0.010
0.411,0.695,0.015,0.011
0.408,0.695,0.016,0.011
0.405,0.695,0.015,0.010
0.402,0.695,0.015,0.010
0.399,0.695,0.016,0.011
0.396,0.695,0.015,0.010
0.393,0.695,0.015,0.011
0.390,0.695,0.016,0.011
0.387,0.695,0.016,0.011
0.384,0.694,0.015,0.011
0.381,0.695,0.015,0.011
0.378,0.694,0.015,0.010
0.375,0.694,0.017,0.012
0.372,0.694,0.017,0.012
0.369,0.694,0.016,0.011
0.366,0.694,0.016,0.011
0.363,0.694,0.015,0.010
0.360,0.694,0.015,0.010
0.357,0.694,0.015,0.010
0.354,0.694,0.015,0.011
0.351,0.694,0.017,0.012
0.348,0.694,0.015,0.011
0.345,0.694,0.015,0.010
0.342,0.694,0.015,0.010
0.339,0.694,0.015,0.010
0.336,0.693,0.016,0.011
0.333,0.693,0.015,0.010
0.330,0.693,0.015,0.010
0.327,0.693,0.015,0.010
0.324,0.693,0.016,0.011
0.321,0.693,0.016,0.011
0.318,0.693,0.016,0.011
0.315,0.693,0.017,0.012
0.312,0.693,0.017,0.012
0.309,0.693,0.016,0.011
0.306,0.693,0.015,0.010
0.303,0.693,0.015,0.010
0.300,0.693,0.015,0.011
TERMINATE SCAN MODE
