SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.681,0.016,0.011
0.303,0.680,0.015,0.010
0.306,0.680,0.015,0.010
0.309,0.680,0.015,0.010
0.312,0.680,0.015,0.010
0.315,0.680,0.015,0.010
0.318,0.679,0.016,0.011
0.321,0.679,0.018,0.012
0.324,0.679,0.021,0.014
0.327,0.678,0.025,0.017
0.330,0.678,0.032,0.021
0.333,0.678,0.041,0.028
0.336,0.677,0.050,0.034
0.339,0.677,0.065,0.044
0.342,0.676,0.083,0.056
0.345,0.675,0.109,0.074
0.348,0.674,0.144,0.097
0.351,0.672,0.187,0.126
0.354,0.670,0.242,0.162
0.357,0.668,0.312,0.208
0.360,0.664,0.412,0.273
0.363,0.660,0.525,0.347
0.366,0.655,0.664,0.435
0.369,0.648,0.857,0.555
0.372,0.639,1.064,0.680
0.375,0.627,1.318,0.827
0.378,0.610,1.627,0.992
0.381,0.582,2.002,1.166
0.384,0.533,2.381,1.268
0.387,0.352,2.591,0.912
0.390,0.201,2.588,0.520
0.393,0.150,2.593,0.389
0.396,0.125,2.595,0.325
0.399,0.112,2.592,0.290
0.402,0.102,2.597,0.266
0.405,0.096,2.598,0.250
0.408,0.091,2.592,0.237
0.411,0.087,2.595,0.227
0.414,0.085,2.594,0.220
0.417,0.083,2.596,0.214
0.420,0.081,2.593,0.209
0.423,0.079,2.590,0.205
0.426,0.078,2.590,0.202
0.429,0.077,2.589,0.198
0.432,0.076,2.589,0.196
0.435,0.075,2.591,0.194
0.438,0.074,2.592,0.192
0.441,0.074,2.593,0.191
0.444,0.073,2.592,0.189
0.447,0.073,2.588,0.188
0.450,0.072,2.594,0.187
0.450,0.072,2.590,0.187
0.447,0.073,2.589,0.188
0.444,0.073,2.590,0.189
0.441,0.074,2.589,0.190
0.438,0.074,2.591,0.192
0.435,0.075,2.587,0.193
0.432,0.075,2.586,0.195
0.429,0.076,2.587,0.197
0.426,0.078,2.585,0.200
0.423,0.079,2.588,0.204
0.420,0.081,2.588,0.209
0.417,0.083,2.584,0.213
0.414,0.085,2.587,0.219
0.411,0.088,2.587,0.227
0.408,0.092,2.586,0.237
0.405,0.096,2.590,0.250
0.402,0.103,2.584,0.266
0.399,0.113,2.586,0.291
0.396,0.127,2.584,0.327
0.393,0.152,2.583,0.392
0.390,0.207,2.583,0.534
0.387,0.371,2.575,0.956
0.384,0.534,2.348,1.254
0.381,0.580,1.983,1.150
0.378,0.607,1.616,0.980
0.375,0.623,1.317,0.821
0.372,0.635,1.068,0.678
0.369,0.644,0.857,0.552
0.366,0.651,0.668,0.435
0.363,0.656,0.528,0.346
0.360,0.660,0.414,0.274
0.357,0.663,0.315,0.209
0.354,0.665,0.246,0.163
0.351,0.667,0.189,0.126
0.348,0.669,0.146,0.098
0.345,0.669,0.109,0.073
0.342,0.670,0.086,0.058
0.339,0.671,0.064,0.043
0.336,0.671,0.047,0.032
0.333,0.672,0.041,0.028
0.330,0.672,0.030,0.020
0.327,0.672,0.026,0.017
0.324,0.672,0.020,0.013
0.321,0.672,0.017,0.012
0.318,0.672,0.015,0.010
0.315,0.672,0.016,0.011
0.312,0.672,0.015,0.010
0.309,0.672,0.016,0.011
0.306,0.672,0.015,0.010
0.303,0.672,0.015,0.010
0.300,0.672,0.015,0.010
TERMINATE SCAN MODE
