SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.687,0.015,0.010
0.303,0.687,0.015,0.010
0.306,0.686,0.015,0.010
0.309,0.686,0.015,0.010
0.312,0.686,0.015,0.010
0.315,0.685,0.015,0.010
0.318,0.685,0.016,0.011
0.321,0.685,0.018,0.012
0.324,0.685,0.022,0.015
0.327,0.684,0.025,0.017
0.330,0.684,0.032,0.022
0.333,0.683,0.039,0.027
0.336,0.683,0.051,0.035
0.339,0.683,0.063,0.043
0.342,0.681,0.084,0.057
0.345,0.681,0.108,0.074
0.348,0.680,0.144,0.098
0.351,0.678,0.190,0.129
0.354,0.676,0.244,0.165
0.357,0.674,0.315,0.212
0.360,0.671,0.407,0.273
0.363,0.668,0.525,0.351
0.366,0.663,0.669,0.444
0.369,0.657,0.857,0.563
0.372,0.649,1.067,0.693
0.375,0.639,1.322,0.845
0.378,0.625,1.635,1.022
0.381,0.602,2.015,1.213
0.384,0.563,2.409,1.356
0.387,0.422,2.710,1.144
0.390,0.228,2.725,0.622
0.393,0.164,2.723,0.446
0.396,0.135,2.724,0.368
0.399,0.119,2.717,0.323
0.402,0.108,2.723,0.295
0.405,0.101,2.725,0.276
0.408,0.097,2.718,0.262
0.411,0.092,2.720,0.251
0.414,0.089,2.719,0.242
0.417,0.087,2.721,0.236
0.420,0.085,2.722,0.231
0.423,0.083,2.717,0.225
0.426,0.082,2.722,0.222
0.429,0.081,2.719,0.219
0.432,0.080,2.724,0.217
0.435,0.079,2.723,0.214
0.438,0.078,2.720,0.212
0.441,0.077,2.722,0.210
0.444,0.077,2.721,0.208
0.447,0.076,2.720,0.207
0.450,0.076,2.721,0.206
0.450,0.076,2.719,0.206
0.447,0.076,2.720,0.207
0.444,0.077,2.718,0.209
0.441,0.077,2.715,0.209
0.438,0.078,2.720,0.212
0.435,0.079,2.718,0.214
0.432,0.079,2.717,0.216
0.429,0.081,2.716,0.219
0.426,0.082,2.714,0.221
0.423,0.083,2.716,0.226
0.420,0.085,2.718,0.230
0.417,0.086,2.714,0.235
0.414,0.089,2.718,0.243
0.411,0.092,2.717,0.251
0.408,0.097,2.721,0.263
0.405,0.102,2.719,0.277
0.402,0.109,2.717,0.296
0.399,0.120,2.721,0.327
0.396,0.137,2.724,0.373
0.393,0.168,2.718,0.456
0.390,0.239,2.718,0.650
0.387,0.445,2.694,1.200
0.384,0.560,2.369,1.327
0.381,0.596,1.993,1.188
0.378,0.618,1.623,1.003
0.375,0.632,1.321,0.835
0.372,0.642,1.071,0.687
0.369,0.649,0.858,0.557
0.366,0.655,0.668,0.438
0.363,0.660,0.529,0.349
0.360,0.663,0.413,0.274
0.357,0.666,0.315,0.210
0.354,0.668,0.243,0.162
0.351,0.669,0.189,0.126
0.348,0.670,0.146,0.098
0.345,0.671,0.110,0.074
0.342,0.671,0.086,0.057
0.339,0.672,0.064,0.043
0.336,0.672,0.048,0.033
0.333,0.672,0.038,0.026
0.330,0.672,0.032,0.021
0.327,0.672,0.026,0.018
0.324,0.672,0.021,0.014
0.321,0.672,0.017,0.012
0.318,0.672,0.016,0.011
0.315,0.672,0.015,0.010
0.312,0.672,0.015,0.010
0.309,0.672,0.018,0.012
0.306,0.672,0.015,0.010
0.303,0.672,0.016,0.010
0.300,0.672,0.017,0.012
TERMINATE SCAN MODE
