SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.672,0.015,0.010
0.303,0.672,0.015,0.010
0.306,0.672,0.015,0.010
0.309,0.672,0.016,0.011
0.312,0.672,0.015,0.010
0.315,0.672,0.015,0.010
0.318,0.672,0.015,0.010
0.321,0.671,0.018,0.012
0.324,0.671,0.021,0.014
0.327,0.671,0.026,0.017
0.330,0.671,0.032,0.021
0.333,0.671,0.038,0.026
0.336,0.670,0.052,0.035
0.339,0.670,0.065,0.043
0.342,0.670,0.083,0.056
0.345,0.669,0.112,0.075
0.348,0.668,0.149,0.099
0.351,0.666,0.193,0.128
0.354,0.665,0.248,0.165
0.357,0.663,0.321,0.213
0.360,0.660,0.420,0.277
0.363,0.656,0.536,0.352
0.366,0.652,0.677,0.441
0.369,0.646,0.866,0.559
0.372,0.638,1.082,0.691
0.375,0.628,1.341,0.842
0.378,0.612,1.656,1.014
0.381,0.587,2.037,1.196
0.384,0.536,2.417,1.295
0.387,0.337,2.595,0.874
0.390,0.196,2.600,0.509
0.393,0.148,2.599,0.386
0.396,0.125,2.605,0.326
0.399,0.112,2.601,0.291
0.402,0.103,2.602,0.267
0.405,0.096,2.604,0.251
0.408,0.092,2.603,0.239
0.411,0.088,2.607,0.229
0.414,0.085,2.605,0.222
0.417,0.083,2.603,0.217
0.420,0.081,2.606,0.212
0.423,0.080,2.605,0.208
0.426,0.079,2.605,0.204
0.429,0.077,2.607,0.201
0.432,0.076,2.605,0.198
0.435,0.076,2.605,0.197
0.438,0.075,2.600,0.194
0.441,0.074,2.601,0.193
0.444,0.074,2.606,0.192
0.447,0.073,2.601,0.191
0.450,0.073,2.602,0.189
0.450,0.073,2.600,0.190
0.447,0.073,2.600,0.190
0.444,0.074,2.602,0.192
0.441,0.074,2.602,0.193
0.438,0.075,2.601,0.195
0.435,0.075,2.603,0.196
0.432,0.076,2.602,0.198
0.429,0.077,2.606,0.202
0.426,0.079,2.607,0.205
0.423,0.080,2.602,0.207
0.420,0.081,2.606,0.212
0.417,0.083,2.603,0.217
0.414,0.086,2.604,0.223
0.411,0.088,2.601,0.230
0.408,0.092,2.605,0.240
0.405,0.097,2.604,0.252
0.402,0.103,2.601,0.268
0.399,0.113,2.602,0.294
0.396,0.127,2.602,0.330
0.393,0.151,2.599,0.393
0.390,0.204,2.600,0.532
0.387,0.363,2.591,0.939
0.384,0.543,2.388,1.297
0.381,0.589,2.017,1.189
0.378,0.613,1.646,1.010
0.375,0.628,1.340,0.842
0.372,0.639,1.087,0.694
0.369,0.646,0.874,0.565
0.366,0.653,0.681,0.444
0.363,0.657,0.541,0.355
0.360,0.661,0.422,0.279
0.357,0.663,0.324,0.215
0.354,0.666,0.247,0.165
0.351,0.667,0.194,0.129
0.348,0.669,0.150,0.100
0.345,0.670,0.112,0.075
0.342,0.670,0.087,0.058
0.339,0.670,0.069,0.046
0.336,0.671,0.051,0.034
0.333,0.671,0.038,0.025
0.330,0.672,0.033,0.022
0.327,0.672,0.025,0.017
0.324,0.672,0.020,0.013
0.321,0.672,0.020,0.014
0.318,0.672,0.015,0.010
0.315,0.672,0.015,0.010
0.312,0.672,0.015,0.010
0.309,0.672,0.016,0.010
0.306,0.672,0.015,0.010
0.303,0.672,0.015,0.010
0.300,0.672,0.016,0.010
TERMINATE SCAN MODE
