SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.683,0.015,0.010
0.303,0.683,0.016,0.011
0.306,0.682,0.015,0.010
0.309,0.682,0.015,0.010
0.312,0.682,0.017,0.012
0.315,0.682,0.015,0.010
0.318,0.682,0.016,0.011
0.321,0.681,0.018,0.012
0.324,0.681,0.022,0.015
0.327,0.681,0.025,0.017
0.330,0.680,0.031,0.021
0.333,0.680,0.037,0.025
0.336,0.680,0.050,0.034
0.339,0.679,0.064,0.044
0.342,0.678,0.083,0.056
0.345,0.677,0.106,0.072
0.348,0.676,0.142,0.096
0.351,0.675,0.184,0.124
0.354,0.673,0.239,0.161
0.357,0.671,0.309,0.207
0.360,0.667,0.407,0.271
0.363,0.663,0.516,0.342
0.366,0.658,0.657,0.433
0.369,0.651,0.843,0.549
0.372,0.643,1.052,0.676
0.375,0.631,1.301,0.821
0.378,0.614,1.614,0.991
0.381,0.585,1.984,1.160
0.384,0.518,2.343,1.213
0.387,0.286,2.424,0.693
0.390,0.174,2.425,0.421
0.393,0.135,2.425,0.327
0.396,0.115,2.428,0.280
0.399,0.104,2.430,0.252
0.402,0.095,2.425,0.231
0.405,0.089,2.428,0.217
0.408,0.085,2.428,0.207
0.411,0.082,2.428,0.198
0.414,0.079,2.428,0.192
0.417,0.077,2.425,0.186
0.420,0.075,2.428,0.183
0.423,0.074,2.428,0.179
0.426,0.073,2.428,0.176
0.429,0.072,2.429,0.174
0.432,0.071,2.426,0.171
0.435,0.070,2.427,0.170
0.438,0.069,2.431,0.169
0.441,0.069,2.425,0.167
0.444,0.069,2.429,0.166
0.447,0.068,2.426,0.165
0.450,0.068,2.424,0.164
0.450,0.068,2.425,0.164
0.447,0.068,2.424,0.164
0.444,0.068,2.425,0.166
0.441,0.069,2.426,0.167
0.438,0.069,2.421,0.168
0.435,0.070,2.426,0.170
0.432,0.071,2.423,0.171
0.429,0.072,2.423,0.174
0.426,0.073,2.426,0.176
0.423,0.074,2.425,0.179
0.420,0.075,2.423,0.182
0.417,0.077,2.423,0.187
0.414,0.079,2.422,0.192
0.411,0.082,2.425,0.199
0.408,0.085,2.419,0.207
0.405,0.090,2.420,0.217
0.402,0.095,2.425,0.231
0.399,0.104,2.420,0.252
0.396,0.117,2.423,0.283
0.393,0.138,2.422,0.333
0.390,0.180,2.419,0.434
0.387,0.308,2.423,0.746
0.384,0.524,2.306,1.207
0.381,0.583,1.957,1.141
0.378,0.611,1.596,0.975
0.375,0.627,1.299,0.814
0.372,0.639,1.054,0.673
0.369,0.647,0.846,0.547
0.366,0.654,0.663,0.433
0.363,0.659,0.521,0.343
0.360,0.663,0.403,0.267
0.357,0.666,0.309,0.206
0.354,0.668,0.242,0.161
0.351,0.670,0.184,0.123
0.348,0.671,0.143,0.096
0.345,0.672,0.107,0.072
0.342,0.673,0.083,0.056
0.339,0.673,0.063,0.043
0.336,0.674,0.048,0.032
0.333,0.674,0.039,0.027
0.330,0.674,0.031,0.021
0.327,0.674,0.025,0.017
0.324,0.674,0.022,0.015
0.321,0.674,0.018,0.012
0.318,0.674,0.015,0.010
0.315,0.674,0.017,0.011
0.312,0.674,0.017,0.012
0.309,0.674,0.018,0.012
0.306,0.674,0.015,0.010
0.303,0.674,0.015,0.010
0.300,0.674,0.016,0.011
TERMINATE SCAN MODE
