SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.682,0.016,0.011
0.303,0.682,0.015,0.010
0.306,0.682,0.015,0.010
0.309,0.681,0.017,0.012
0.312,0.681,0.016,0.011
0.315,0.681,0.016,0.011
0.318,0.681,0.015,0.010
0.321,0.681,0.018,0.012
0.324,0.680,0.021,0.014
0.327,0.680,0.026,0.018
0.330,0.680,0.032,0.022
0.333,0.679,0.039,0.027
0.336,0.679,0.049,0.033
0.339,0.678,0.064,0.044
0.342,0.678,0.084,0.057
0.345,0.677,0.109,0.074
0.348,0.676,0.143,0.097
0.351,0.674,0.185,0.125
0.354,0.673,0.243,0.163
0.357,0.670,0.312,0.209
0.360,0.667,0.410,0.274
0.363,0.664,0.523,0.347
0.366,0.659,0.664,0.437
0.369,0.653,0.851,0.556
0.372,0.645,1.064,0.686
0.375,0.635,1.314,0.834
0.378,0.619,1.629,1.009
0.381,0.595,2.006,1.194
0.384,0.550,2.392,1.316
0.387,0.366,2.608,0.955
0.390,0.207,2.620,0.542
0.393,0.153,2.619,0.400
0.396,0.128,2.624,0.335
0.399,0.114,2.626,0.299
0.402,0.104,2.624,0.272
0.405,0.097,2.624,0.256
0.408,0.093,2.626,0.244
0.411,0.089,2.623,0.233
0.414,0.086,2.625,0.226
0.417,0.084,2.628,0.220
0.420,0.082,2.627,0.215
0.423,0.080,2.627,0.210
0.426,0.079,2.624,0.207
0.429,0.077,2.625,0.203
0.432,0.077,2.627,0.201
0.435,0.076,2.624,0.199
0.438,0.075,2.624,0.197
0.441,0.075,2.624,0.196
0.444,0.074,2.626,0.194
0.447,0.073,2.626,0.193
0.450,0.073,2.621,0.191
0.450,0.073,2.631,0.193
0.447,0.074,2.632,0.194
0.444,0.074,2.628,0.194
0.441,0.075,2.630,0.197
0.438,0.075,2.630,0.198
0.435,0.076,2.630,0.200
0.432,0.077,2.629,0.202
0.429,0.078,2.624,0.204
0.426,0.079,2.628,0.207
0.423,0.080,2.626,0.210
0.420,0.082,2.622,0.214
0.417,0.084,2.625,0.220
0.414,0.086,2.626,0.226
0.411,0.089,2.631,0.234
0.408,0.093,2.629,0.245
0.405,0.098,2.627,0.257
0.402,0.105,2.632,0.275
0.399,0.115,2.627,0.301
0.396,0.130,2.624,0.341
0.393,0.157,2.624,0.412
0.390,0.217,2.620,0.568
0.387,0.398,2.612,1.039
0.384,0.552,2.357,1.300
0.381,0.592,1.984,1.175
0.378,0.616,1.615,0.994
0.375,0.630,1.314,0.828
0.372,0.640,1.066,0.682
0.369,0.648,0.853,0.553
0.366,0.654,0.666,0.436
0.363,0.659,0.522,0.344
0.360,0.662,0.410,0.271
0.357,0.665,0.311,0.207
0.354,0.667,0.244,0.163
0.351,0.669,0.184,0.123
0.348,0.670,0.145,0.097
0.345,0.671,0.109,0.073
0.342,0.671,0.084,0.057
0.339,0.672,0.065,0.044
0.336,0.672,0.050,0.034
0.333,0.673,0.038,0.025
0.330,0.673,0.031,0.021
0.327,0.673,0.026,0.017
0.324,0.673,0.022,0.015
0.321,0.673,0.017,0.012
0.318,0.673,0.015,0.010
0.315,0.673,0.018,0.012
0.312,0.673,0.016,0.011
0.309,0.673,0.016,0.011
0.306,0.673,0.015,0.010
0.303,0.673,0.016,0.011
0.300,0.673,0.015,0.010
TERMINATE SCAN MODE
