SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.680,0.016,0.011
0.303,0.680,0.016,0.011
0.306,0.680,0.016,0.011
0.309,0.680,0.017,0.011
0.312,0.679,0.015,0.010
0.315,0.679,0.015,0.010
0.318,0.679,0.016,0.011
0.321,0.678,0.017,0.012
0.324,0.678,0.022,0.015
0.327,0.678,0.025,0.017
0.330,0.678,0.030,0.020
0.333,0.677,0.040,0.027
0.336,0.677,0.050,0.034
0.339,0.676,0.063,0.043
0.342,0.675,0.084,0.057
0.345,0.674,0.109,0.073
0.348,0.673,0.143,0.097
0.351,0.671,0.187,0.125
0.354,0.669,0.244,0.164
0.357,0.667,0.315,0.210
0.360,0.663,0.413,0.274
0.363,0.659,0.526,0.347
0.366,0.654,0.669,0.437
0.369,0.646,0.853,0.551
0.372,0.637,1.067,0.680
0.375,0.625,1.322,0.827
0.378,0.608,1.628,0.990
0.381,0.582,2.002,1.165
0.384,0.537,2.391,1.284
0.387,0.379,2.639,0.999
0.390,0.213,2.642,0.562
0.393,0.156,2.646,0.412
0.396,0.129,2.640,0.342
0.399,0.115,2.641,0.304
0.402,0.105,2.644,0.277
0.405,0.098,2.639,0.260
0.408,0.094,2.642,0.247
0.411,0.089,2.643,0.236
0.414,0.086,2.640,0.228
0.417,0.084,2.640,0.223
0.420,0.082,2.641,0.217
0.423,0.081,2.644,0.213
0.426,0.080,2.643,0.210
0.429,0.078,2.642,0.206
0.432,0.077,2.642,0.204
0.435,0.076,2.640,0.201
0.438,0.076,2.637,0.199
0.441,0.075,2.638,0.198
0.444,0.074,2.634,0.196
0.447,0.074,2.634,0.195
0.450,0.074,2.635,0.194
0.450,0.073,2.631,0.193
0.447,0.074,2.632,0.195
0.444,0.074,2.635,0.196
0.441,0.075,2.631,0.197
0.438,0.076,2.634,0.199
0.435,0.076,2.631,0.200
0.432,0.077,2.634,0.202
0.429,0.078,2.635,0.206
0.426,0.079,2.634,0.208
0.423,0.081,2.634,0.212
0.420,0.082,2.636,0.216
0.417,0.084,2.635,0.222
0.414,0.087,2.636,0.228
0.411,0.089,2.631,0.234
0.408,0.093,2.632,0.246
0.405,0.098,2.631,0.258
0.402,0.105,2.627,0.275
0.399,0.115,2.629,0.302
0.396,0.130,2.628,0.341
0.393,0.157,2.630,0.414
0.390,0.218,2.628,0.573
0.387,0.397,2.618,1.040
0.384,0.538,2.357,1.267
0.381,0.580,1.982,1.150
0.378,0.607,1.617,0.981
0.375,0.623,1.318,0.821
0.372,0.634,1.068,0.677
0.369,0.644,0.857,0.551
0.366,0.651,0.672,0.437
0.363,0.656,0.526,0.345
0.360,0.660,0.414,0.273
0.357,0.664,0.315,0.209
0.354,0.666,0.248,0.165
0.351,0.668,0.189,0.126
0.348,0.669,0.145,0.097
0.345,0.670,0.110,0.074
0.342,0.671,0.085,0.057
0.339,0.672,0.063,0.042
0.336,0.672,0.050,0.034
0.333,0.673,0.038,0.026
0.330,0.673,0.031,0.021
0.327,0.673,0.026,0.017
0.324,0.673,0.021,0.014
0.321,0.673,0.017,0.012
0.318,0.673,0.015,0.010
0.315,0.673,0.015,0.010
0.312,0.673,0.015,0.010
0.309,0.673,0.015,0.010
0.306,0.673,0.015,0.010
0.303,0.674,0.016,0.011
0.300,0.674,0.015,0.010
TERMINATE SCAN MODE
