SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.709,0.015,0.011
0.303,0.708,0.018,0.013
0.306,0.708,0.015,0.011
0.309,0.708,0.015,0.010
0.312,0.707,0.015,0.010
0.315,0.707,0.016,0.011
0.318,0.706,0.020,0.014
0.321,0.706,0.020,0.014
0.324,0.706,0.025,0.017
0.327,0.706,0.030,0.021
0.330,0.705,0.034,0.024
0.333,0.704,0.042,0.030
0.336,0.704,0.057,0.040
0.339,0.703,0.076,0.053
0.342,0.702,0.108,0.076
0.345,0.701,0.145,0.102
0.348,0.699,0.188,0.131
0.351,0.698,0.234,0.163
0.354,0.695,0.293,0.204
0.357,0.694,0.330,0.229
0.360,0.690,0.453,0.313
0.363,0.685,0.584,0.400
0.366,0.679,0.739,0.502
0.369,0.670,0.974,0.652
0.372,0.652,1.336,0.871
0.375,0.640,1.534,0.982
0.378,0.615,1.844,1.134
0.381,0.553,2.198,1.215
0.384,0.462,2.369,1.095
0.387,0.378,2.487,0.939
0.390,0.209,2.549,0.533
0.393,0.152,2.559,0.389
0.396,0.126,2.562,0.324
0.399,0.110,2.566,0.281
0.402,0.100,2.566,0.256
0.405,0.096,2.568,0.246
0.408,0.092,2.570,0.237
0.411,0.089,2.569,0.227
0.414,0.087,2.571,0.225
0.417,0.085,2.567,0.219
0.420,0.083,2.568,0.214
0.423,0.081,2.567,0.208
0.426,0.080,2.567,0.206
0.429,0.079,2.572,0.203
0.432,0.078,2.570,0.200
0.435,0.077,2.569,0.199
0.438,0.077,2.567,0.197
0.441,0.076,2.566,0.195
0.444,0.076,2.568,0.195
0.447,0.075,2.569,0.194
0.450,0.075,2.565,0.192
0.450,0.075,2.569,0.194
0.447,0.077,2.565,0.198
0.444,0.079,2.567,0.202
0.441,0.081,2.567,0.208
0.438,0.083,2.565,0.213
0.435,0.085,2.568,0.219
0.432,0.088,2.566,0.226
0.429,0.093,2.565,0.237
0.426,0.096,2.566,0.247
0.423,0.101,2.566,0.260
0.420,0.110,2.568,0.282
0.417,0.115,2.568,0.294
0.414,0.126,2.563,0.322
0.411,0.151,2.559,0.388
0.408,0.216,2.550,0.550
0.405,0.316,2.519,0.796
0.402,0.516,2.335,1.206
0.399,0.598,1.950,1.166
0.396,0.626,1.651,1.033
0.393,0.644,1.354,0.872
0.390,0.657,1.100,0.722
0.387,0.663,0.951,0.631
0.384,0.672,0.734,0.493
0.381,0.677,0.578,0.392
0.378,0.682,0.429,0.293
0.375,0.686,0.328,0.225
0.372,0.688,0.235,0.162
0.369,0.689,0.200,0.138
0.366,0.691,0.150,0.104
0.363,0.692,0.117,0.081
0.360,0.692,0.104,0.072
0.357,0.693,0.080,0.055
0.354,0.693,0.061,0.042
0.351,0.693,0.047,0.033
0.348,0.693,0.038,0.026
0.345,0.694,0.027,0.019
0.342,0.694,0.022,0.015
0.339,0.694,0.020,0.014
0.336,0.694,0.017,0.012
0.333,0.694,0.015,0.011
0.330,0.694,0.015,0.011
0.327,0.693,0.015,0.010
0.324,0.693,0.016,0.011
0.321,0.693,0.015,0.010
0.318,0.693,0.016,0.011
0.315,0.693,0.015,0.011
0.312,0.693,0.017,0.012
0.309,0.693,0.016,0.011
0.306,0.693,0.015,0.010
0.303,0.693,0.016,0.011
0.300,0.693,0.015,0.010
TERMINATE SCAN MODE
