SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.700,0.016,0.011
0.303,0.699,0.017,0.012
0.306,0.699,0.015,0.011
0.309,0.699,0.016,0.011
0.312,0.699,0.019,0.013
0.315,0.699,0.018,0.013
0.318,0.698,0.024,0.017
0.321,0.698,0.030,0.021
0.324,0.698,0.039,0.027
0.327,0.697,0.051,0.036
0.330,0.697,0.055,0.038
0.333,0.696,0.080,0.055
0.336,0.695,0.106,0.074
0.339,0.693,0.159,0.110
0.342,0.690,0.259,0.179
0.345,0.686,0.387,0.266
0.348,0.681,0.549,0.374
0.351,0.675,0.740,0.499
0.354,0.667,0.933,0.623
0.357,0.666,0.965,0.642
0.360,0.654,1.251,0.818
0.363,0.638,1.545,0.986
0.366,0.614,1.868,1.147
0.369,0.549,2.228,1.223
0.372,0.295,2.512,0.740
0.375,0.204,2.542,0.518
0.378,0.156,2.556,0.399
0.381,0.132,2.564,0.337
0.384,0.124,2.566,0.319
0.387,0.120,2.566,0.309
0.390,0.113,2.566,0.289
0.393,0.107,2.570,0.275
0.396,0.104,2.573,0.267
0.399,0.100,2.573,0.256
0.402,0.096,2.571,0.247
0.405,0.095,2.578,0.244
0.408,0.094,2.575,0.241
0.411,0.092,2.573,0.238
0.414,0.092,2.571,0.237
0.417,0.092,2.573,0.236
0.420,0.091,2.574,0.235
0.423,0.090,2.571,0.232
0.426,0.090,2.571,0.231
0.429,0.089,2.576,0.230
0.432,0.089,2.568,0.228
0.435,0.088,2.567,0.227
0.438,0.088,2.569,0.227
0.441,0.088,2.567,0.226
0.444,0.088,2.570,0.226
0.447,0.088,2.570,0.226
0.450,0.088,2.572,0.226
0.450,0.088,2.575,0.227
0.447,0.090,2.571,0.232
0.444,0.092,2.574,0.238
0.441,0.098,2.574,0.253
0.438,0.110,2.565,0.282
0.435,0.142,2.557,0.363
0.432,0.381,2.476,0.943
0.429,0.631,1.629,1.027
0.426,0.659,1.050,0.692
0.423,0.674,0.631,0.426
0.420,0.683,0.363,0.248
0.417,0.687,0.244,0.167
0.414,0.689,0.165,0.114
0.411,0.691,0.100,0.069
0.408,0.692,0.059,0.041
0.405,0.692,0.036,0.025
0.402,0.693,0.022,0.015
0.399,0.693,0.018,0.013
0.396,0.693,0.018,0.012
0.393,0.693,0.017,0.012
0.390,0.693,0.020,0.014
0.387,0.693,0.016,0.011
0.384,0.692,0.016,0.011
0.381,0.693,0.015,0.011
0.378,0.693,0.015,0.010
0.375,0.693,0.015,0.010
0.372,0.692,0.016,0.011
0.369,0.692,0.015,0.011
0.366,0.692,0.016,0.011
0.363,0.692,0.015,0.011
0.360,0.692,0.015,0.011
0.357,0.692,0.015,0.011
0.354,0.692,0.015,0.010
0.351,0.692,0.015,0.011
0.348,0.692,0.016,0.011
0.345,0.692,0.016,0.011
0.342,0.692,0.016,0.011
0.339,0.692,0.017,0.012
0.336,0.692,0.015,0.011
0.333,0.692,0.015,0.010
0.330,0.692,0.016,0.011
0.327,0.692,0.015,0.010
0.324,0.691,0.015,0.010
0.321,0.691,0.015,0.010
0.318,0.691,0.015,0.011
0.315,0.691,0.015,0.010
0.312,0.691,0.015,0.011
0.309,0.691,0.015,0.011
0.306,0.691,0.015,0.010
0.303,0.691,0.016,0.011
0.300,0.691,0.015,0.010
TERMINATE SCAN MODE
