SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.685,0.015,0.010
0.303,0.685,0.016,0.011
0.306,0.685,0.015,0.010
0.309,0.685,0.016,0.011
0.312,0.684,0.015,0.010
0.315,0.684,0.016,0.011
0.318,0.684,0.017,0.012
0.321,0.684,0.021,0.014
0.324,0.683,0.022,0.015
0.327,0.683,0.028,0.019
0.330,0.682,0.033,0.022
0.333,0.682,0.041,0.028
0.336,0.681,0.054,0.037
0.339,0.680,0.074,0.050
0.342,0.679,0.098,0.067
0.345,0.678,0.122,0.083
0.348,0.677,0.164,0.111
0.351,0.675,0.202,0.137
0.354,0.673,0.260,0.175
0.357,0.671,0.309,0.207
0.360,0.666,0.437,0.291
0.363,0.661,0.552,0.365
0.366,0.654,0.699,0.457
0.369,0.645,0.914,0.590
0.372,0.630,1.201,0.757
0.375,0.621,1.371,0.852
0.378,0.601,1.679,1.010
0.381,0.567,2.034,1.153
0.384,0.509,2.300,1.171
0.387,0.409,2.524,1.031
0.390,0.225,2.565,0.576
0.393,0.162,2.566,0.415
0.396,0.134,2.562,0.343
0.399,0.116,2.565,0.298
0.402,0.107,2.565,0.274
0.405,0.102,2.567,0.263
0.408,0.098,2.569,0.252
0.411,0.094,2.562,0.240
0.414,0.092,2.568,0.237
0.417,0.089,2.565,0.229
0.420,0.087,2.567,0.224
0.423,0.085,2.567,0.219
0.426,0.084,2.565,0.216
0.429,0.083,2.563,0.213
0.432,0.082,2.565,0.211
0.435,0.081,2.558,0.208
0.438,0.081,2.562,0.206
0.441,0.080,2.563,0.205
0.444,0.079,2.561,0.204
0.447,0.079,2.563,0.202
0.450,0.079,2.559,0.201
0.450,0.079,2.565,0.203
0.447,0.080,2.570,0.206
0.444,0.081,2.570,0.208
0.441,0.082,2.572,0.210
0.438,0.083,2.571,0.212
0.435,0.084,2.573,0.215
0.432,0.085,2.577,0.218
0.429,0.086,2.567,0.221
0.426,0.087,2.572,0.224
0.423,0.088,2.571,0.227
0.420,0.091,2.571,0.234
0.417,0.093,2.573,0.238
0.414,0.096,2.571,0.248
0.411,0.101,2.571,0.259
0.408,0.107,2.574,0.276
0.405,0.115,2.575,0.296
0.402,0.132,2.572,0.339
0.399,0.155,2.571,0.398
0.396,0.193,2.568,0.497
0.393,0.289,2.560,0.739
0.390,0.457,2.456,1.123
0.387,0.549,2.170,1.191
0.384,0.588,1.785,1.049
0.381,0.609,1.473,0.898
0.378,0.626,1.167,0.731
0.375,0.638,0.922,0.588
0.372,0.646,0.735,0.475
0.369,0.652,0.609,0.397
0.366,0.658,0.455,0.299
0.363,0.662,0.356,0.235
0.360,0.664,0.297,0.197
0.357,0.667,0.215,0.144
0.354,0.669,0.164,0.110
0.351,0.670,0.128,0.086
0.348,0.671,0.097,0.065
0.345,0.672,0.069,0.046
0.342,0.672,0.055,0.037
0.339,0.672,0.043,0.029
0.336,0.673,0.033,0.022
0.333,0.673,0.026,0.017
0.330,0.673,0.025,0.016
0.327,0.673,0.020,0.014
0.324,0.673,0.017,0.011
0.321,0.673,0.017,0.012
0.318,0.673,0.015,0.010
0.315,0.673,0.015,0.010
0.312,0.673,0.015,0.010
0.309,0.673,0.015,0.010
0.306,0.673,0.015,0.010
0.303,0.673,0.015,0.010
0.300,0.673,0.015,0.010
TERMINATE SCAN MODE
