SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.707,0.015,0.010
0.303,0.707,0.015,0.011
0.306,0.706,0.016,0.011
0.309,0.706,0.015,0.011
0.312,0.706,0.015,0.010
0.315,0.706,0.016,0.011
0.318,0.705,0.017,0.012
0.321,0.705,0.020,0.014
0.324,0.704,0.021,0.015
0.327,0.704,0.026,0.018
0.330,0.704,0.033,0.023
0.333,0.703,0.040,0.028
0.336,0.702,0.053,0.037
0.339,0.702,0.069,0.048
0.342,0.701,0.093,0.065
0.345,0.700,0.113,0.079
0.348,0.698,0.153,0.107
0.351,0.697,0.192,0.133
0.354,0.694,0.255,0.177
0.357,0.692,0.309,0.214
0.360,0.688,0.425,0.292
0.363,0.684,0.537,0.367
0.366,0.678,0.674,0.457
0.369,0.670,0.877,0.587
0.372,0.659,1.123,0.740
0.375,0.649,1.327,0.861
0.378,0.630,1.639,1.033
0.381,0.597,1.993,1.190
0.384,0.542,2.299,1.245
0.387,0.423,2.557,1.082
0.390,0.243,2.631,0.639
0.393,0.173,2.652,0.458
0.396,0.142,2.658,0.376
0.399,0.123,2.660,0.328
0.402,0.113,2.665,0.302
0.405,0.107,2.661,0.284
0.408,0.101,2.665,0.270
0.411,0.097,2.665,0.259
0.414,0.094,2.662,0.251
0.417,0.092,2.664,0.244
0.420,0.090,2.661,0.238
0.423,0.088,2.662,0.234
0.426,0.087,2.665,0.231
0.429,0.085,2.660,0.227
0.432,0.084,2.666,0.225
0.435,0.083,2.661,0.222
0.438,0.083,2.659,0.220
0.441,0.082,2.662,0.219
0.444,0.082,2.662,0.217
0.447,0.081,2.661,0.216
0.450,0.081,2.662,0.215
0.450,0.081,2.661,0.215
0.447,0.081,2.666,0.217
0.444,0.082,2.664,0.219
0.441,0.083,2.667,0.222
0.438,0.084,2.663,0.223
0.435,0.085,2.666,0.225
0.432,0.086,2.668,0.229
0.429,0.087,2.666,0.232
0.426,0.088,2.660,0.234
0.423,0.090,2.663,0.239
0.420,0.092,2.658,0.244
0.417,0.094,2.661,0.250
0.414,0.098,2.662,0.261
0.411,0.101,2.655,0.269
0.408,0.108,2.656,0.287
0.405,0.117,2.657,0.310
0.402,0.132,2.651,0.349
0.399,0.156,2.649,0.412
0.396,0.202,2.636,0.533
0.393,0.308,2.608,0.803
0.390,0.454,2.508,1.139
0.387,0.561,2.231,1.251
0.384,0.607,1.820,1.105
0.381,0.630,1.491,0.938
0.378,0.645,1.192,0.769
0.375,0.656,0.959,0.629
0.372,0.664,0.748,0.496
0.369,0.669,0.626,0.418
0.366,0.674,0.492,0.331
0.363,0.677,0.388,0.263
0.360,0.679,0.325,0.221
0.357,0.682,0.233,0.159
0.354,0.684,0.178,0.122
0.351,0.685,0.138,0.094
0.348,0.686,0.107,0.074
0.345,0.687,0.076,0.052
0.342,0.687,0.061,0.042
0.339,0.687,0.048,0.033
0.336,0.687,0.037,0.025
0.333,0.687,0.029,0.020
0.330,0.687,0.025,0.017
0.327,0.687,0.021,0.014
0.324,0.687,0.018,0.012
0.321,0.687,0.015,0.011
0.318,0.687,0.015,0.010
0.315,0.687,0.017,0.012
0.312,0.687,0.015,0.010
0.309,0.687,0.016,0.011
0.306,0.687,0.016,0.011
0.303,0.687,0.015,0.011
0.300,0.686,0.015,0.010
TERMINATE SCAN MODE
