SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.696,0.016,0.011
0.303,0.696,0.017,0.012
0.306,0.696,0.016,0.011
0.309,0.696,0.015,0.010
0.312,0.696,0.015,0.010
0.315,0.695,0.020,0.014
0.318,0.695,0.026,0.018
0.321,0.695,0.032,0.022
0.324,0.694,0.043,0.030
0.327,0.694,0.054,0.038
0.330,0.694,0.058,0.040
0.333,0.693,0.084,0.058
0.336,0.691,0.115,0.080
0.339,0.690,0.171,0.118
0.342,0.686,0.287,0.197
0.345,0.680,0.441,0.300
0.348,0.675,0.605,0.408
0.351,0.668,0.780,0.521
0.354,0.659,0.997,0.657
0.357,0.655,1.082,0.709
0.360,0.641,1.365,0.875
0.363,0.622,1.675,1.043
0.366,0.586,2.049,1.202
0.369,0.469,2.420,1.136
0.372,0.220,2.563,0.565
0.375,0.165,2.573,0.424
0.378,0.137,2.573,0.351
0.381,0.119,2.578,0.307
0.384,0.115,2.576,0.295
0.387,0.113,2.575,0.291
0.390,0.106,2.579,0.274
0.393,0.102,2.576,0.263
0.396,0.100,2.581,0.257
0.399,0.097,2.583,0.249
0.402,0.094,2.580,0.242
0.405,0.093,2.582,0.239
0.408,0.092,2.583,0.237
0.411,0.091,2.586,0.235
0.414,0.091,2.586,0.235
0.417,0.090,2.578,0.233
0.420,0.090,2.585,0.232
0.423,0.089,2.583,0.230
0.426,0.089,2.581,0.229
0.429,0.088,2.582,0.227
0.432,0.088,2.582,0.226
0.435,0.088,2.583,0.226
0.438,0.087,2.582,0.225
0.441,0.087,2.582,0.225
0.444,0.087,2.586,0.226
0.447,0.087,2.582,0.225
0.450,0.087,2.581,0.224
0.450,0.087,2.585,0.226
0.447,0.088,2.581,0.227
0.444,0.089,2.585,0.231
0.441,0.092,2.584,0.239
0.438,0.098,2.580,0.252
0.435,0.112,2.578,0.289
0.432,0.230,2.550,0.586
0.429,0.629,1.546,0.973
0.426,0.670,0.648,0.435
0.423,0.684,0.253,0.173
0.420,0.689,0.089,0.061
0.417,0.690,0.055,0.038
0.414,0.691,0.032,0.022
0.411,0.691,0.022,0.016
0.408,0.692,0.017,0.012
0.405,0.692,0.015,0.011
0.402,0.692,0.015,0.010
0.399,0.692,0.015,0.010
0.396,0.692,0.015,0.010
0.393,0.691,0.015,0.010
0.390,0.692,0.016,0.011
0.387,0.692,0.016,0.011
0.384,0.691,0.016,0.011
0.381,0.691,0.017,0.012
0.378,0.691,0.016,0.011
0.375,0.691,0.015,0.010
0.372,0.691,0.015,0.010
0.369,0.691,0.016,0.011
0.366,0.691,0.015,0.010
0.363,0.691,0.017,0.012
0.360,0.691,0.015,0.010
0.357,0.691,0.015,0.010
0.354,0.691,0.015,0.010
0.351,0.691,0.016,0.011
0.348,0.691,0.015,0.010
0.345,0.691,0.016,0.011
0.342,0.691,0.016,0.011
0.339,0.691,0.016,0.011
0.336,0.691,0.016,0.011
0.333,0.691,0.016,0.011
0.330,0.691,0.015,0.010
0.327,0.691,0.016,0.011
0.324,0.690,0.015,0.010
0.321,0.690,0.015,0.011
0.318,0.690,0.015,0.010
0.315,0.690,0.015,0.010
0.312,0.690,0.017,0.011
0.309,0.690,0.016,0.011
0.306,0.690,0.015,0.010
0.303,0.690,0.016,0.011
0.300,0.690,0.015,0.010
TERMINATE SCAN MODE
