SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.680,0.016,0.011
0.303,0.679,0.015,0.010
0.306,0.679,0.015,0.010
0.309,0.679,0.015,0.010
0.312,0.678,0.015,0.010
0.315,0.678,0.016,0.011
0.318,0.678,0.016,0.011
0.321,0.678,0.019,0.013
0.324,0.677,0.021,0.014
0.327,0.676,0.025,0.017
0.330,0.676,0.031,0.021
0.333,0.675,0.038,0.026
0.336,0.674,0.050,0.034
0.339,0.673,0.063,0.043
0.342,0.672,0.080,0.054
0.345,0.670,0.111,0.074
0.348,0.668,0.142,0.095
0.351,0.665,0.186,0.124
0.354,0.662,0.239,0.158
0.357,0.658,0.309,0.203
0.360,0.652,0.400,0.261
0.363,0.645,0.510,0.329
0.366,0.636,0.645,0.410
0.369,0.624,0.821,0.512
0.372,0.611,1.015,0.620
0.375,0.594,1.245,0.740
0.378,0.571,1.523,0.871
0.381,0.540,1.857,1.002
0.384,0.496,2.188,1.086
0.387,0.379,2.448,0.929
0.390,0.216,2.468,0.534
0.393,0.160,2.468,0.395
0.396,0.134,2.468,0.332
0.399,0.120,2.471,0.297
0.402,0.110,2.471,0.272
0.405,0.104,2.469,0.256
0.408,0.099,2.466,0.244
0.411,0.095,2.464,0.233
0.414,0.092,2.467,0.227
0.417,0.090,2.465,0.221
0.420,0.088,2.467,0.217
0.423,0.086,2.465,0.213
0.426,0.085,2.468,0.209
0.429,0.084,2.468,0.207
0.432,0.083,2.466,0.204
0.435,0.082,2.466,0.202
0.438,0.081,2.464,0.201
0.441,0.081,2.466,0.199
0.444,0.080,2.465,0.198
0.447,0.080,2.466,0.197
0.450,0.079,2.464,0.195
0.450,0.080,2.468,0.196
0.447,0.080,2.471,0.197
0.444,0.080,2.468,0.198
0.441,0.081,2.469,0.199
0.438,0.082,2.466,0.201
0.435,0.082,2.469,0.203
0.432,0.083,2.468,0.205
0.429,0.084,2.464,0.206
0.426,0.085,2.468,0.210
0.423,0.086,2.464,0.213
0.420,0.088,2.468,0.217
0.417,0.090,2.469,0.222
0.414,0.092,2.465,0.226
0.411,0.095,2.470,0.234
0.408,0.099,2.468,0.244
0.405,0.104,2.467,0.256
0.402,0.110,2.467,0.272
0.399,0.120,2.463,0.296
0.396,0.136,2.466,0.334
0.393,0.163,2.466,0.402
0.390,0.223,2.461,0.548
0.387,0.397,2.436,0.967
0.384,0.498,2.166,1.078
0.381,0.540,1.839,0.992
0.378,0.570,1.514,0.862
0.375,0.591,1.246,0.736
0.372,0.607,1.018,0.618
0.369,0.620,0.823,0.510
0.366,0.631,0.647,0.408
0.363,0.639,0.513,0.328
0.360,0.646,0.401,0.259
0.357,0.652,0.309,0.201
0.354,0.656,0.240,0.157
0.351,0.659,0.185,0.122
0.348,0.661,0.144,0.095
0.345,0.663,0.109,0.072
0.342,0.664,0.084,0.056
0.339,0.665,0.062,0.041
0.336,0.666,0.048,0.032
0.333,0.667,0.038,0.025
0.330,0.667,0.034,0.023
0.327,0.667,0.026,0.017
0.324,0.667,0.022,0.015
0.321,0.667,0.019,0.012
0.318,0.668,0.017,0.012
0.315,0.668,0.016,0.011
0.312,0.668,0.015,0.010
0.309,0.668,0.017,0.011
0.306,0.668,0.015,0.010
0.303,0.668,0.015,0.010
0.300,0.668,0.015,0.010
TERMINATE SCAN MODE
