SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.704,0.015,0.010
0.303,0.703,0.016,0.011
0.306,0.703,0.016,0.011
0.309,0.703,0.016,0.011
0.312,0.703,0.017,0.012
0.315,0.703,0.016,0.012
0.318,0.702,0.020,0.014
0.321,0.702,0.026,0.018
0.324,0.702,0.030,0.021
0.327,0.701,0.037,0.026
0.330,0.701,0.042,0.030
0.333,0.700,0.063,0.044
0.336,0.700,0.069,0.049
0.339,0.699,0.102,0.072
0.342,0.698,0.142,0.099
0.345,0.696,0.214,0.149
0.348,0.694,0.263,0.182
0.351,0.692,0.315,0.218
0.354,0.690,0.404,0.279
0.357,0.686,0.502,0.345
0.360,0.683,0.601,0.410
0.363,0.678,0.744,0.504
0.366,0.671,0.936,0.628
0.369,0.652,1.350,0.880
0.372,0.627,1.653,1.037
0.375,0.600,1.888,1.134
0.378,0.532,2.126,1.132
0.381,0.387,2.349,0.910
0.384,0.330,2.401,0.792
0.387,0.276,2.457,0.677
0.390,0.176,2.481,0.436
0.393,0.139,2.491,0.347
0.396,0.125,2.493,0.312
0.399,0.110,2.494,0.275
0.402,0.101,2.498,0.252
0.405,0.096,2.496,0.240
0.408,0.094,2.499,0.236
0.411,0.091,2.495,0.228
0.414,0.090,2.496,0.225
0.417,0.088,2.498,0.221
0.420,0.087,2.494,0.218
0.423,0.086,2.496,0.213
0.426,0.084,2.493,0.210
0.429,0.083,2.494,0.207
0.432,0.083,2.503,0.207
0.435,0.082,2.496,0.204
0.438,0.081,2.487,0.202
0.441,0.081,2.495,0.202
0.444,0.081,2.491,0.201
0.447,0.080,2.491,0.200
0.450,0.080,2.491,0.199
0.450,0.080,2.487,0.200
0.447,0.083,2.495,0.207
0.444,0.087,2.493,0.216
0.441,0.094,2.491,0.235
0.438,0.108,2.494,0.269
0.435,0.150,2.484,0.372
0.432,0.334,2.437,0.813
0.429,0.587,1.982,1.163
0.426,0.640,1.504,0.963
0.423,0.669,0.927,0.620
0.420,0.680,0.602,0.410
0.417,0.683,0.513,0.351
0.414,0.686,0.424,0.291
0.411,0.689,0.301,0.208
0.408,0.692,0.213,0.147
0.405,0.693,0.164,0.114
0.402,0.694,0.125,0.087
0.399,0.695,0.086,0.060
0.396,0.696,0.074,0.052
0.393,0.696,0.065,0.045
0.390,0.696,0.060,0.042
0.387,0.696,0.045,0.032
0.384,0.696,0.039,0.027
0.381,0.697,0.029,0.020
0.378,0.697,0.025,0.018
0.375,0.697,0.018,0.013
0.372,0.697,0.016,0.011
0.369,0.697,0.016,0.011
0.366,0.697,0.016,0.011
0.363,0.697,0.015,0.011
0.360,0.697,0.017,0.012
0.357,0.697,0.017,0.012
0.354,0.697,0.016,0.011
0.351,0.697,0.015,0.010
0.348,0.697,0.016,0.011
0.345,0.697,0.017,0.012
0.342,0.697,0.016,0.011
0.339,0.697,0.017,0.012
0.336,0.697,0.015,0.010
0.333,0.697,0.018,0.012
0.330,0.697,0.015,0.010
0.327,0.697,0.015,0.010
0.324,0.697,0.015,0.010
0.321,0.697,0.017,0.012
0.318,0.697,0.016,0.011
0.315,0.697,0.015,0.011
0.312,0.696,0.015,0.010
0.309,0.696,0.015,0.010
0.306,0.696,0.016,0.011
0.303,0.696,0.015,0.011
0.300,0.696,0.015,0.010
TERMINATE SCAN MODE
