SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.687,0.015,0.010
0.303,0.686,0.016,0.011
0.306,0.686,0.015,0.011
0.309,0.686,0.016,0.011
0.312,0.686,0.016,0.011
0.315,0.685,0.015,0.010
0.318,0.685,0.016,0.011
0.321,0.685,0.019,0.013
0.324,0.685,0.021,0.015
0.327,0.684,0.027,0.018
0.330,0.684,0.034,0.023
0.333,0.684,0.041,0.028
0.336,0.683,0.053,0.036
0.339,0.682,0.065,0.044
0.342,0.682,0.085,0.058
0.345,0.681,0.113,0.077
0.348,0.680,0.145,0.099
0.351,0.678,0.189,0.128
0.354,0.677,0.248,0.168
0.357,0.675,0.316,0.213
0.360,0.672,0.417,0.280
0.363,0.668,0.534,0.356
0.366,0.663,0.673,0.447
0.369,0.656,0.868,0.570
0.372,0.649,1.081,0.701
0.375,0.638,1.335,0.852
0.378,0.622,1.651,1.027
0.381,0.595,2.029,1.208
0.384,0.542,2.412,1.308
0.387,0.332,2.569,0.852
0.390,0.194,2.577,0.499
0.393,0.146,2.574,0.377
0.396,0.124,2.575,0.319
0.399,0.111,2.575,0.285
0.402,0.101,2.574,0.261
0.405,0.095,2.579,0.246
0.408,0.091,2.573,0.233
0.411,0.087,2.575,0.224
0.414,0.084,2.576,0.217
0.417,0.082,2.570,0.210
0.420,0.080,2.577,0.206
0.423,0.079,2.571,0.202
0.426,0.077,2.572,0.199
0.429,0.076,2.574,0.197
0.432,0.075,2.574,0.194
0.435,0.075,2.577,0.192
0.438,0.074,2.574,0.190
0.441,0.073,2.573,0.189
0.444,0.073,2.578,0.187
0.447,0.072,2.575,0.186
0.450,0.072,2.571,0.184
0.450,0.072,2.575,0.185
0.447,0.072,2.570,0.186
0.444,0.073,2.573,0.187
0.441,0.073,2.570,0.188
0.438,0.074,2.568,0.189
0.435,0.074,2.570,0.191
0.432,0.075,2.568,0.193
0.429,0.076,2.566,0.196
0.426,0.077,2.571,0.199
0.423,0.078,2.567,0.201
0.420,0.080,2.569,0.206
0.417,0.082,2.569,0.211
0.414,0.084,2.568,0.216
0.411,0.087,2.572,0.224
0.408,0.091,2.569,0.233
0.405,0.096,2.571,0.246
0.402,0.102,2.570,0.262
0.399,0.111,2.569,0.286
0.396,0.125,2.574,0.322
0.393,0.149,2.569,0.383
0.390,0.200,2.564,0.512
0.387,0.355,2.563,0.909
0.384,0.546,2.378,1.298
0.381,0.595,2.006,1.194
0.378,0.620,1.639,1.017
0.375,0.636,1.333,0.848
0.372,0.646,1.082,0.699
0.369,0.655,0.870,0.569
0.366,0.661,0.681,0.450
0.363,0.666,0.537,0.358
0.360,0.669,0.420,0.281
0.357,0.672,0.321,0.216
0.354,0.674,0.247,0.167
0.351,0.676,0.191,0.129
0.348,0.677,0.147,0.100
0.345,0.678,0.114,0.077
0.342,0.679,0.085,0.058
0.339,0.679,0.064,0.044
0.336,0.680,0.050,0.034
0.333,0.680,0.040,0.027
0.330,0.680,0.032,0.021
0.327,0.680,0.028,0.019
0.324,0.681,0.022,0.015
0.321,0.681,0.019,0.013
0.318,0.681,0.016,0.011
0.315,0.681,0.016,0.011
0.312,0.680,0.016,0.011
0.309,0.681,0.016,0.011
0.306,0.681,0.015,0.010
0.303,0.681,0.016,0.011
0.300,0.681,0.016,0.011
TERMINATE SCAN MODE
