SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.689,0.015,0.011
0.303,0.689,0.015,0.011
0.306,0.688,0.015,0.010
0.309,0.688,0.015,0.010
0.312,0.688,0.016,0.011
0.315,0.688,0.016,0.011
0.318,0.688,0.016,0.011
0.321,0.687,0.018,0.012
0.324,0.687,0.021,0.014
0.327,0.687,0.026,0.018
0.330,0.686,0.031,0.021
0.333,0.686,0.040,0.027
0.336,0.686,0.051,0.035
0.339,0.685,0.068,0.047
0.342,0.684,0.085,0.058
0.345,0.683,0.108,0.074
0.348,0.682,0.144,0.098
0.351,0.681,0.188,0.128
0.354,0.679,0.245,0.167
0.357,0.676,0.318,0.215
0.360,0.674,0.416,0.280
0.363,0.670,0.528,0.354
0.366,0.665,0.671,0.446
0.369,0.658,0.860,0.566
0.372,0.650,1.070,0.696
0.375,0.639,1.328,0.849
0.378,0.623,1.636,1.019
0.381,0.597,2.025,1.210
0.384,0.549,2.406,1.322
0.387,0.363,2.608,0.947
0.390,0.204,2.612,0.534
0.393,0.151,2.610,0.394
0.396,0.127,2.614,0.333
0.399,0.113,2.613,0.296
0.402,0.103,2.610,0.270
0.405,0.097,2.615,0.254
0.408,0.092,2.612,0.241
0.411,0.088,2.612,0.230
0.414,0.085,2.612,0.223
0.417,0.083,2.610,0.217
0.420,0.081,2.612,0.212
0.423,0.080,2.610,0.208
0.426,0.078,2.609,0.204
0.429,0.077,2.613,0.202
0.432,0.076,2.610,0.199
0.435,0.075,2.610,0.197
0.438,0.075,2.610,0.195
0.441,0.074,2.611,0.194
0.444,0.074,2.614,0.193
0.447,0.073,2.612,0.191
0.450,0.073,2.611,0.190
0.450,0.073,2.615,0.190
0.447,0.073,2.611,0.192
0.444,0.074,2.613,0.192
0.441,0.074,2.614,0.194
0.438,0.075,2.614,0.195
0.435,0.076,2.614,0.197
0.432,0.076,2.612,0.199
0.429,0.077,2.608,0.201
0.426,0.078,2.607,0.204
0.423,0.079,2.607,0.207
0.420,0.081,2.609,0.212
0.417,0.083,2.608,0.217
0.414,0.085,2.607,0.223
0.411,0.088,2.609,0.230
0.408,0.092,2.607,0.240
0.405,0.097,2.605,0.253
0.402,0.104,2.604,0.270
0.399,0.114,2.602,0.296
0.396,0.128,2.609,0.335
0.393,0.155,2.608,0.403
0.390,0.213,2.607,0.555
0.387,0.387,2.601,1.007
0.384,0.552,2.364,1.304
0.381,0.596,1.995,1.188
0.378,0.621,1.629,1.011
0.375,0.636,1.327,0.844
0.372,0.647,1.077,0.697
0.369,0.655,0.858,0.562
0.366,0.662,0.673,0.446
0.363,0.667,0.530,0.353
0.360,0.670,0.419,0.281
0.357,0.674,0.317,0.214
0.354,0.676,0.247,0.167
0.351,0.677,0.188,0.127
0.348,0.678,0.144,0.098
0.345,0.680,0.111,0.076
0.342,0.680,0.086,0.059
0.339,0.681,0.065,0.044
0.336,0.681,0.048,0.033
0.333,0.681,0.038,0.026
0.330,0.682,0.032,0.022
0.327,0.682,0.026,0.017
0.324,0.682,0.021,0.015
0.321,0.682,0.018,0.012
0.318,0.682,0.018,0.012
0.315,0.682,0.015,0.010
0.312,0.682,0.016,0.011
0.309,0.682,0.017,0.011
0.306,0.682,0.016,0.011
0.303,0.682,0.015,0.010
0.300,0.682,0.017,0.011
TERMINATE SCAN MODE
