SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.688,0.015,0.010
0.303,0.688,0.015,0.010
0.306,0.687,0.018,0.013
0.309,0.687,0.015,0.010
0.312,0.687,0.015,0.010
0.315,0.687,0.016,0.011
0.318,0.687,0.016,0.011
0.321,0.686,0.018,0.013
0.324,0.686,0.021,0.014
0.327,0.685,0.027,0.018
0.330,0.685,0.032,0.022
0.333,0.685,0.039,0.027
0.336,0.684,0.051,0.035
0.339,0.683,0.065,0.045
0.342,0.683,0.083,0.057
0.345,0.682,0.109,0.074
0.348,0.681,0.145,0.099
0.351,0.679,0.190,0.129
0.354,0.677,0.242,0.164
0.357,0.675,0.315,0.213
0.360,0.671,0.412,0.276
0.363,0.668,0.526,0.351
0.366,0.662,0.667,0.442
0.369,0.656,0.859,0.563
0.372,0.647,1.066,0.690
0.375,0.636,1.323,0.842
0.378,0.620,1.636,1.014
0.381,0.594,2.012,1.195
0.384,0.546,2.397,1.309
0.387,0.358,2.603,0.932
0.390,0.203,2.605,0.528
0.393,0.151,2.609,0.394
0.396,0.127,2.609,0.330
0.399,0.113,2.610,0.294
0.402,0.103,2.610,0.269
0.405,0.097,2.609,0.252
0.408,0.092,2.609,0.240
0.411,0.088,2.610,0.230
0.414,0.085,2.594,0.220
0.417,0.083,2.600,0.215
0.420,0.081,2.600,0.210
0.423,0.079,2.597,0.206
0.426,0.078,2.600,0.203
0.429,0.077,2.595,0.199
0.432,0.076,2.601,0.197
0.435,0.075,2.598,0.195
0.438,0.074,2.602,0.194
0.441,0.074,2.598,0.192
0.444,0.073,2.597,0.190
0.447,0.073,2.600,0.189
0.450,0.072,2.598,0.188
0.450,0.073,2.595,0.188
0.447,0.073,2.597,0.189
0.444,0.073,2.598,0.190
0.441,0.074,2.597,0.192
0.438,0.074,2.599,0.193
0.435,0.075,2.594,0.195
0.432,0.076,2.599,0.197
0.429,0.077,2.598,0.200
0.426,0.078,2.601,0.203
0.423,0.079,2.600,0.206
0.420,0.081,2.596,0.210
0.417,0.083,2.596,0.215
0.414,0.085,2.596,0.222
0.411,0.088,2.593,0.228
0.408,0.092,2.597,0.238
0.405,0.096,2.593,0.250
0.402,0.103,2.593,0.267
0.399,0.113,2.593,0.293
0.396,0.127,2.590,0.329
0.393,0.153,2.592,0.396
0.390,0.209,2.590,0.540
0.387,0.376,2.587,0.974
0.384,0.544,2.357,1.282
0.381,0.588,1.988,1.169
0.378,0.613,1.620,0.993
0.375,0.629,1.318,0.829
0.372,0.639,1.069,0.684
0.369,0.648,0.859,0.556
0.366,0.655,0.670,0.439
0.363,0.659,0.528,0.348
0.360,0.663,0.413,0.274
0.357,0.666,0.314,0.209
0.354,0.668,0.246,0.164
0.351,0.670,0.188,0.126
0.348,0.671,0.144,0.097
0.345,0.672,0.112,0.076
0.342,0.673,0.082,0.055
0.339,0.673,0.067,0.045
0.336,0.674,0.050,0.033
0.333,0.674,0.038,0.026
0.330,0.674,0.034,0.023
0.327,0.674,0.025,0.017
0.324,0.674,0.022,0.015
0.321,0.674,0.018,0.012
0.318,0.674,0.016,0.011
0.315,0.674,0.016,0.011
0.312,0.674,0.014,0.010
0.309,0.674,0.015,0.010
0.306,0.674,0.016,0.011
0.303,0.674,0.015,0.010
0.300,0.674,0.015,0.010
TERMINATE SCAN MODE
