SCAN MODE


Gate (V),Voltage (V),Current (A),Power (W)
0.300,0.681,0.015,0.010
0.303,0.681,0.015,0.010
0.306,0.681,0.015,0.010
0.309,0.680,0.015,0.010
0.312,0.680,0.017,0.012
0.315,0.680,0.015,0.010
0.318,0.680,0.016,0.011
0.321,0.679,0.020,0.013
0.324,0.678,0.023,0.016
0.327,0.678,0.027,0.018
0.330,0.677,0.032,0.022
0.333,0.676,0.038,0.026
0.336,0.675,0.051,0.035
0.339,0.673,0.063,0.043
0.342,0.671,0.081,0.055
0.345,0.669,0.108,0.073
0.348,0.665,0.142,0.094
0.351,0.661,0.184,0.121
0.354,0.655,0.238,0.156
0.357,0.648,0.309,0.200
0.360,0.638,0.404,0.258
0.363,0.626,0.514,0.322
0.366,0.612,0.650,0.398
0.369,0.591,0.831,0.491
0.372,0.568,1.029,0.584
0.375,0.537,1.266,0.680
0.378,0.500,1.549,0.775
0.381,0.423,1.850,0.783
0.384,0.354,2.142,0.759
0.387,0.263,2.365,0.622
0.390,0.169,2.396,0.406
0.393,0.130,2.374,0.310
0.396,0.107,2.292,0.245
0.399,0.090,2.159,0.194
0.402,0.063,1.690,0.107
0.405,0.056,1.565,0.087
0.408,0.057,1.653,0.093
0.411,0.053,1.604,0.085
0.414,0.050,1.559,0.078
0.417,0.050,1.594,0.079
0.420,0.049,1.615,0.080
0.423,0.048,1.593,0.077
0.426,0.047,1.581,0.074
0.429,0.046,1.585,0.074
0.432,0.046,1.596,0.074
0.435,0.046,1.607,0.074
0.438,0.046,1.603,0.073
0.441,0.045,1.597,0.072
0.444,0.045,1.622,0.074
0.447,0.045,1.610,0.073
0.450,0.044,1.601,0.071
0.450,0.045,1.631,0.074
0.447,0.046,1.655,0.076
0.444,0.047,1.676,0.078
0.441,0.054,1.920,0.104
0.438,0.054,1.900,0.103
0.435,0.054,1.872,0.101
0.432,0.054,1.875,0.102
0.429,0.057,1.929,0.109
0.426,0.057,1.920,0.110
0.423,0.058,1.925,0.112
0.420,0.059,1.907,0.112
0.417,0.059,1.883,0.112
0.414,0.061,1.878,0.114
0.411,0.062,1.872,0.117
0.408,0.065,1.884,0.123
0.405,0.068,1.872,0.126
0.402,0.071,1.867,0.133
0.399,0.075,1.841,0.138
0.396,0.082,1.847,0.152
0.393,0.092,1.853,0.170
0.390,0.102,1.787,0.182
0.387,0.142,1.859,0.265
0.384,0.213,1.827,0.389
0.381,0.292,1.661,0.484
0.378,0.410,1.456,0.596
0.375,0.469,1.219,0.572
0.372,0.509,1.002,0.510
0.369,0.543,0.812,0.441
0.366,0.573,0.639,0.366
0.363,0.594,0.508,0.302
0.360,0.611,0.400,0.244
0.357,0.626,0.305,0.191
0.354,0.636,0.241,0.154
0.351,0.644,0.183,0.118
0.348,0.651,0.143,0.093
0.345,0.656,0.108,0.071
0.342,0.660,0.085,0.056
0.339,0.662,0.062,0.041
0.336,0.665,0.049,0.033
0.333,0.666,0.038,0.026
0.330,0.668,0.034,0.023
0.327,0.669,0.025,0.016
0.324,0.669,0.020,0.013
0.321,0.670,0.017,0.011
0.318,0.670,0.016,0.011
0.315,0.670,0.015,0.010
0.312,0.670,0.017,0.011
0.309,0.670,0.015,0.010
0.306,0.670,0.015,0.010
0.303,0.670,0.016,0.011
0.300,0.671,0.015,0.010
TERMINATE SCAN MODE
